ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise;aktuelles_LtV;darlehenbetrag;aktueller_immobilienwert;wohnflaeche
204;Kaufbeuren;;4788280000000000,0;1,06284e+16;;very low;H;3716,0;0,4909;179739,47;366173,11;98,54
205;Kaufbeuren;;4787570000000000,0;1,06342e+16;;very low;D;3716,0;0,6842;152548,81;222960,0;60,0
206;Klingenberg am Main;Landkreis Miltenberg;4974860000000000,0;9188380000000000,0;;very low;D;2785,0;0,1453;166311,86;1144376,23;410,91
207;Klingenberg am Main;Landkreis Miltenberg;4975250000000000,0;918511000000,0;;very low;F;2785,0;0,4277;87106,5;203668,9;73,13
208;Bodolz;Landkreis Lindau;4757520000000000,0;968104000000000,0;;very low;E;5279,0;0,527;166907,85;316740,0;60,0
209;Bodolz;Landkreis Lindau;4755980000000000,0;965678000000000,0;;very low;C;5279,0;0,4189;132696,73;316740,0;60,0
210;Bodolz;Landkreis Lindau;4757900000000000,0;9691470000000000,0;;very low;D;5279,0;0,5065;180164,89;355706,29;67,38
211;Bodolz;Landkreis Lindau;4,75834e+16;9664820000000000,0;;very low;C;5279,0;0,6821;216049,25;316740,0;60,0
212;Bodolz;Landkreis Lindau;4,75667e+16;9704820000000000,0;;very low;G;5279,0;0,3529;111771,96;316740,0;60,0
213;Bodolz;Landkreis Lindau;4759110000000000,0;9692880000000000,0;;very low;H;5279,0;0,4852;153692,37;316740,0;60,0
214;Bodolz;Landkreis Lindau;4757300000000000,0;9713510000000000,0;;very low;A+;5279,0;0,4954;156904,45;316740,0;60,0
215;Lindau (Bodensee);Landkreis Lindau;4754260000000000,0;9727280000000000,0;;very low;A+;5279,0;0,4514;142963,45;316740,0;60,0
216;Lindau (Bodensee);Landkreis Lindau;4755300000000000,0;972331000000000,0;;very low;G;5279,0;0,3154;118205,94;374763,14;70,99
217;Lindau (Bodensee);Landkreis Lindau;4758020000000000,0;9653790000000000,0;;very low;F;5279,0;0,732;231863,91;316740,0;60,0
218;Lindau (Bodensee);Landkreis Lindau;4757040000000000,0;968342000000000,0;;very low;G;5279,0;0,6693;211982,23;316740,0;60,0
219;Lindau (Bodensee);Landkreis Lindau;4759760000000000,0;9683800000000000,0;;very low;E;5279,0;0,4181;221382,7;529518,63;100,31
220;Lindau (Bodensee);Landkreis Lindau;475910000000000,0;967883000000000,0;;very low;D;5279,0;0,6145;194636,47;316740,0;60,0
221;Lindau (Bodensee);Landkreis Lindau;4,75564e+16;9696910000000000,0;;very low;C;5279,0;0,5138;162752,39;316740,0;60,0
222;Eschau;Landkreis Miltenberg;4982180000000000,0;934630000000000,0;;very low;H;2785,0;0,4642;140598,2;302858,78;108,75
223;Großheubach;Landkreis Miltenberg;4973230000000000,0;9222120000000000,0;;very low;A;2785,0;0,4933;122339,99;247991,42;89,05
224;Wörth am Main;Landkreis Miltenberg;4977420000000000,0;9133020000000000,0;;very low;D;2785,0;0,1522;154366,95;1014246,16;364,18
225;Erlenbach am Main;Landkreis Miltenberg;4,97912e+16;9172310000000000,0;;very low;G;2785,0;0,4459;91700,05;205635,75;73,84
226;Erlenbach am Main;Landkreis Miltenberg;4980870000000000,0;920098000000000,0;;very low;F;2785,0;0,4736;219144,29;462689,32;166,14
227;Erlenbach am Main;Landkreis Miltenberg;4979830000000000,0;9175400000000000,0;;very low;G;2785,0;0,7059;117959,24;167100,0;60,0
228;Mönchberg;Landkreis Miltenberg;4979780000000000,0;9302560000000000,0;;very low;E;2785,0;0,5283;185007,94;350206,75;125,75
229;Hausen;Landkreis Miltenberg;4988340000000000,0;9208440000000000,0;;very low;E;2785,0;0,5106;85317,21;167100,0;60,0
230;Kleinwallstadt;Landkreis Miltenberg;4987270000000000,0;9169950000000000,0;;very low;C;2785,0;0,523;87393,92;167100,0;60,0
231;Kleinwallstadt;Landkreis Miltenberg;4986240000000000,0;9199750000000000,0;;very low;H;2785,0;0,4636;117578,39;253606,87;91,06
232;Sulzbach am Main;Landkreis Miltenberg;4991150000000000,0;9171630000000000,0;;very low;F;2785,0;0,4375;80530,65;184055,27;66,09
233;Sulzbach am Main;Landkreis Miltenberg;4992050000000000,0;9189310000000000,0;;very low;A;2785,0;0,2841;127684,38;449457,44;161,39
234;Großwallstadt;Landkreis Miltenberg;4988210000000000,0;9119050000000000,0;;very low;E;2785,0;0,5794;96825,43;167100,0;60,0
235;Niedernberg;Landkreis Miltenberg;4990620000000000,0;9127530000000000,0;;very low;D;2785,0;0,1278;57533,94;450293,6;161,69
236;Hösbach;Landkreis Aschaffenburg;5004420000000000,0;921480000000000,0;;very low;C;3619,0;0,5968;129598,52;217140,0;60,0
237;Hösbach;Landkreis Aschaffenburg;5002300000000000,0;9230710000000000,0;;very low;G;3619,0;0,6008;190413,15;316911,13;87,57
238;Hösbach;Landkreis Aschaffenburg;5002990000000000,0;9193410000000000,0;;very low;F;3619,0;0,449;134834,28;300307,93;82,98
239;Hösbach;Landkreis Aschaffenburg;4997380000000000,0;921046000000000,0;;very low;G;3619,0;0,4341;281018,5;647313,54;178,87
240;Obernburg am Main;Landkreis Miltenberg;4983060000000000,0;9099280000000000,0;;very low;A+;2785,0;0,227;102994,71;453710,56;162,91
241;Obernburg am Main;Landkreis Miltenberg;4,984e+16;9126520000000000,0;;very low;B;2785,0;0,2422;100437,68;414732,68;148,92
242;Mömlingen;Landkreis Miltenberg;4985290000000000,0;905653000000000,0;;very low;D;2785,0;0,3782;120131,09;317674,51;114,07
243;Stockstadt am Main;Landkreis Aschaffenburg;499771000000000,0;904745000000000,0;;very low;D;3619,0;0,7174;155775,72;217140,0;60,0
244;Stockstadt am Main;Landkreis Aschaffenburg;499750000000000,0;9043660000000000,0;;very low;H;3619,0;0,6339;139928,83;220739,77;60,99
245;Krombach;Landkreis Aschaffenburg;500700000000000,0;9193090000000000,0;;very low;B;3619,0;0,4015;313627,24;781093,52;215,83
246;Mömbris;Landkreis Aschaffenburg;5,00548e+16;9112140000000000,0;;very low;E;3619,0;0,3746;252161,02;673129,54;186,0
247;Mömbris;Landkreis Aschaffenburg;500369000000000,0;9129900000000000,0;;very low;E;3619,0;0,451;202163,91;448280,9;123,87
248;Mömbris;Landkreis Aschaffenburg;5004620000000000,0;9182000000000000,0;;very low;E;3619,0;0,4611;227634,94;493722,2;136,43
249;Johannesberg;Landkreis Aschaffenburg;5,00167e+16;9117450000000000,0;;very low;G;3619,0;0,4606;189313,95;411006,51;113,57
250;Mainaschaff;Landkreis Aschaffenburg;5001530000000000,0;9084690000000000,0;;very low;B;3619,0;0,4848;105263,13;217140,0;60,0
251;Mainaschaff;Landkreis Aschaffenburg;4998470000000000,0;9100620000000000,0;;very low;D;3619,0;0,4253;156952,39;369056,67;101,98
252;Kleinostheim;Landkreis Aschaffenburg;5002250000000000,0;9089280000000000,0;;very low;C;3619,0;0,7036;152774,04;217140,0;60,0
253;Kleinostheim;Landkreis Aschaffenburg;5002530000000000,0;9033570000000000,0;;very low;C;3619,0;0,42;128206,3;305241,16;84,34
254;Karlstein am Main;Landkreis Aschaffenburg;5003360000000000,0;904520000000000,0;;very low;C;3619,0;0,2232;48475,9;217140,0;60,0
255;Karlstein am Main;Landkreis Aschaffenburg;5003890000000000,0;9039670000000000,0;;very low;C;3619,0;0,481;104437,38;217140,0;60,0
256;Kahl am Main;Landkreis Aschaffenburg;5006170000000000,0;9000270000000000,0;;very low;A+;3619,0;0,4033;87564,09;217140,0;60,0
257;Kahl am Main;Landkreis Aschaffenburg;5007620000000000,0;9013630000000000,0;;very low;H;3619,0;0,7033;152706,91;217140,0;60,0
258;Alzenau;Landkreis Aschaffenburg;5006690000000000,0;907678000000000,0;;very low;A+;3619,0;0,6929;150454,54;217140,0;60,0
259;Alzenau;Landkreis Aschaffenburg;5009450000000000,0;903762000000000,0;;very low;D;3619,0;0,251;152709,96;608414,7;168,12
260;Alzenau;Landkreis Aschaffenburg;5006440000000000,0;9048070000000000,0;;very low;H;3619,0;0,1978;319821,11;1616584,61;446,69
261;Alzenau;Landkreis Aschaffenburg;5011540000000000,0;9075080000000000,0;;very low;A+;3619,0;0,4858;119772,03;246549,02;68,13
262;Alzenau;Landkreis Aschaffenburg;5008530000000000,0;909157000000000,0;;very low;C;3619,0;0,0902;34831,74;386010,03;106,66
263;Würzburg;;4979570000000000,0;9979420000000000,0;;very low;E;3022,0;0,2919;182197,99;624094,26;206,52
264;Würzburg;;4978520000000000,0;9953160000000000,0;;very low;F;3022,0;0,3718;98873,61;265936,59;88,0
265;Würzburg;;4,97789e+16;9942920000000000,0;;very low;B;3022,0;0,3111;157470,45;506102,29;167,47
266;Würzburg;;4979260000000000,0;997854000000000,0;;very low;E;3022,0;0,4751;130520,01;274719,86;90,91
267;Würzburg;;4979190000000000,0;996923000000000,0;;very low;E;3022,0;0,6727;121974,87;181320,0;60,0
268;Ringelai;Landkreis Freyung-Grafenau;4881360000000000,0;1,3452e+16;;very low;C;2122,0;0,5062;152282,03;300808,61;141,76
269;Pfronten;Landkreis Ostallgäu;4754680000000000,0;1,05784e+16;;very low;A;3907,0;0,1581;123506,44;781343,18;199,99
270;Pfronten;Landkreis Ostallgäu;4,75515e+16;1,05291e+16;;very low;G;3907,0;0,6877;161211,67;234420,0;60,0
271;Benningen;Landkreis Unterallgäu;4796660000000000,0;1,02316e+16;;very low;H;3518,0;0,0768;342880,36;4465259,39;1269,26
272;Höchstadt a.d.Aisch;Landkreis Erlangen-Höchstadt;4969200000000000,0;1,08134e+16;;very low;E;4319,0;0,5688;263263,09;462809,09;107,16
273;Höchstadt a.d.Aisch;Landkreis Erlangen-Höchstadt;4975760000000000,0;1088270000000000,0;;very low;D;4319,0;0,423;109617,24;259140,0;60,0
274;Höchstadt a.d.Aisch;Landkreis Erlangen-Höchstadt;4976370000000000,0;1,09022e+16;;very low;F;4319,0;0,2581;135330,37;524274,4;121,39
275;Höchstadt a.d.Aisch;Landkreis Erlangen-Höchstadt;4,97607e+16;1,09063e+16;;very low;G;4319,0;0,5154;133554,13;259140,0;60,0
276;Mespelbrunn;Landkreis Aschaffenburg;4990130000000000,0;93184700000000,0;;very low;D;3619,0;0,206;110142,96;534677,74;147,74
277;Neuhaus a.d.Pegnitz;Landkreis Nürnberger Land;4962600000000000,0;1,15401e+16;;very low;A;3585,0;0,5176;111330,63;215100,0;60,0
278;Sailauf;Landkreis Aschaffenburg;5004130000000000,0;9294570000000000,0;;very low;A+;3619,0;0,4556;157862,9;346499,09;95,74
279;Kirchenlamitz;Landkreis Wunsiedel im Fichtelgebirge;5014370000000000,0;1,19049e+16;;very low;H;1589,0;0,5051;82088,11;162523,9;102,28
280;Röslau;Landkreis Wunsiedel im Fichtelgebirge;5008040000000000,0;1,20233e+16;;very low;E;1589,0;0,5742;101324,36;176476,76;111,06
281;Thiersheim;Landkreis Wunsiedel im Fichtelgebirge;5008520000000000,0;1214150000000000,0;;very low;C;1589,0;0,5166;116112,22;224780,19;141,46
282;Weißenstadt;Landkreis Wunsiedel im Fichtelgebirge;5009050000000000,0;1,18305e+16;;very low;E;1589,0;0,399;79989,62;200453,9;126,15
283;Waldbrunn;Landkreis Würzburg;4975350000000000,0;9794530000000000,0;;very low;F;3022,0;0,2133;96917,81;454447,59;150,38
284;Tröstau;Landkreis Wunsiedel im Fichtelgebirge;5005360000000000,0;1,18886e+16;;very low;D;1589,0;0,5272;77348,21;146727,67;92,34
285;Marktleuthen;Landkreis Wunsiedel im Fichtelgebirge;501095000000000,0;1,20182e+16;;very low;F;1589,0;0,6877;65562,0;95340,0;60,0
286;Kleinrinderfeld;Landkreis Würzburg;4970740000000000,0;984228000000000,0;;very low;B;3022,0;0,4374;79314,38;181320,0;60,0
287;Kemnath;Landkreis Tirschenreuth;4984410000000000,0;1,19866e+16;;very low;D;1750,0;0,7253;76153,01;105000,0;60,0
288;Waldershof;Landkreis Tirschenreuth;4,99866e+16;120295000000000,0;;very low;A+;1750,0;0,4651;135645,16;291616,33;166,64
289;Leonberg;Landkreis Tirschenreuth;4991530000000000,0;1,23184e+16;;very low;D;1750,0;0,4693;341090,12;726768,08;415,3
290;Leonberg;Landkreis Tirschenreuth;4994630000000000,0;122210000000000,0;;very low;C;1750,0;0,0707;45394,17;642116,89;366,92
291;Mitterteich;Landkreis Tirschenreuth;4996190000000000,0;1,2253e+16;;very low;G;1750,0;0,5598;119180,68;212881,49;121,65
292;Mitterteich;Landkreis Tirschenreuth;4994110000000000,0;1,21971e+16;;very low;H;1750,0;0,2393;129429,2;540927,23;309,1
293;Bärnau;Landkreis Tirschenreuth;498476000000000,0;1,23679e+16;;very low;A;1750,0;0,4337;89019,8;205233,24;117,28
294;Waldsassen;Landkreis Tirschenreuth;5003580000000000,0;1229460000000000,0;;very low;A;1750,0;0,5814;208442,3;358487,16;204,85
295;Waldsassen;Landkreis Tirschenreuth;500543000000000,0;1227310000000000,0;;very low;H;1750,0;0,1425;132605,14;930300,04;531,6
296;Kulmain;Landkreis Tirschenreuth;4988790000000000,0;11940100000000,0;;very low;D;1750,0;0,4149;201787,04;486389,39;277,94
297;Plößberg;Landkreis Tirschenreuth;4,97999e+16;1,22663e+16;;very low;A;1750,0;0,0673;112627,37;1672505,84;955,72
298;Mähring;Landkreis Tirschenreuth;4986840000000000,0;1247450000000000,0;;very low;A+;1750,0;0,5279;100943,86;191205,8;109,26
299;Immenreuth;Landkreis Tirschenreuth;499614000000000,0;1183490000000000,0;;very low;C;1750,0;0,5176;150207,98;290174,43;165,81
300;Neusorg;Landkreis Tirschenreuth;4994790000000000,0;1195800000000000,0;;very low;C;1750,0;0,5009;176345,99;352029,3;201,16
301;Tirschenreuth;Landkreis Tirschenreuth;4993380000000000,0;1,23785e+16;;very low;H;1750,0;0,3065;145332,65;474093,7;270,91
302;Tirschenreuth;Landkreis Tirschenreuth;4990590000000000,0;1,23358e+16;;very low;A;1750,0;0,4196;117743,78;280605,89;160,35
303;Wiesau;Landkreis Tirschenreuth;4991970000000000,0;1,216e+16;;very low;B;1750,0;0,1222;231528,9;1894875,42;1082,79
304;Konnersreuth;Landkreis Tirschenreuth;5001590000000000,0;1,22363e+16;;very low;A;1750,0;0,4794;76808,54;160218,2;91,55
305;Auerbach;Landkreis Deggendorf;488295000000000,0;1308230000000000,0;;very low;D;2884,0;0,6166;125279,4;203186,11;70,45
306;Grainet;Landkreis Freyung-Grafenau;4,87939e+16;1361540000000000,0;;very low;D;2122,0;0,2822;165716,18;587243,38;276,74
307;Bruck i.d.OPf.;Landkreis Schwandorf;4925220000000000,0;1,23616e+16;;very low;D;2749,0;0,3799;150436,23;396039,72;144,07
308;Steinberg am See;Landkreis Schwandorf;4928170000000000,0;1220690000000000,0;;very low;C;2749,0;0,4919;99227,2;201704,53;73,37
309;Neunburg vorm Wald;Landkreis Schwandorf;4932980000000000,0;1,24843e+16;;very low;A+;2749,0;0,0985;99796,67;1013468,36;368,67
310;Neunburg vorm Wald;Landkreis Schwandorf;4932110000000000,0;1,2477e+16;;very low;C;2749,0;0,1404;113555,48;808522,62;294,12
311;Wackersdorf;Landkreis Schwandorf;4930530000000000,0;1,22023e+16;;very low;F;2749,0;0,6995;115370,29;164940,0;60,0
312;Schwarzenfeld;Landkreis Schwandorf;4937010000000000,0;1,22342e+16;;very low;G;2749,0;0,1502;134808,45;897688,16;326,55
313;Schwarzenfeld;Landkreis Schwandorf;4937820000000000,0;1,21112e+16;;very low;E;2749,0;0,5115;87959,28;171946,9;62,55
314;Bodenwöhr;Landkreis Schwandorf;4926950000000000,0;1,23539e+16;;very low;D;2749,0;0,6585;119825,11;181958,14;66,19
315;Teunz;Landkreis Schwandorf;4951650000000000,0;1,24198e+16;;very low;G;2749,0;0,4507;74346,55;164940,0;60,0
316;Nabburg;Landkreis Schwandorf;4,94811e+16;1,21475e+16;;very low;G;2749,0;0,0945;56084,67;593734,06;215,98
317;Nabburg;Landkreis Schwandorf;494767000000000,0;1,21455e+16;;very low;H;2749,0;0,3587;96659,99;269497,61;98,03
318;Wernberg-Köblitz;Landkreis Schwandorf;4,94888e+16;1,21025e+16;;very low;G;2749,0;0,4774;78744,23;164940,0;60,0
319;Wernberg-Köblitz;Landkreis Schwandorf;4953970000000000,0;1,21244e+16;;very low;G;2749,0;0,212;151765,77;715979,08;260,45
320;Schmidgaden;Landkreis Schwandorf;4,94156e+16;1,20626e+16;;very low;A+;2749,0;0,5559;91697,69;164940,0;60,0
321;Rötz;Landkreis Cham;4939960000000000,0;1,2554e+16;;very low;A;1789,0;0,2793;82556,9;295614,56;165,24
322;Oberviechtach;Landkreis Schwandorf;4944970000000000,0;1,24629e+16;;very low;D;2749,0;0,5414;143128,61;264357,98;96,17
323;Schönsee;Landkreis Schwandorf;4951960000000000,0;1,25173e+16;;very low;G;2749,0;0,1284;90152,13;701905,53;255,33
324;Schwandorf;Landkreis Schwandorf;4936690000000000,0;1210920000000000,0;;very low;F;2749,0;0,1302;207171,98;1591329,98;578,88
325;Schwandorf;Landkreis Schwandorf;4933740000000000,0;1,21829e+16;;very low;H;2749,0;0,1818;184447,48;1014526,54;369,05
326;Schwandorf;Landkreis Schwandorf;4936380000000000,0;1,21635e+16;;very low;C;2749,0;0,3188;83252,84;261154,5;95,0
327;Schwandorf;Landkreis Schwandorf;493636000000000,0;1,2158e+16;;very low;H;2749,0;0,3984;222440,26;558281,87;203,09
328;Schwandorf;Landkreis Schwandorf;4930730000000000,0;1,20011e+16;;very low;D;2749,0;0,6571;108382,31;164940,0;60,0
329;Schwandorf;Landkreis Schwandorf;4936400000000000,0;1207070000000000,0;;very low;C;2749,0;0,0701;107473,15;1532915,71;557,63
330;Schwandorf;Landkreis Schwandorf;4931370000000000,0;1,20571e+16;;very low;A+;2749,0;0,0813;56559,07;696044,44;253,2
331;Rieden;Landkreis Amberg-Sulzbach;4930980000000000,0;1192800000000000,0;;very low;D;2508,0;0,4955;74566,15;150480,0;60,0
332;Hirschau;Landkreis Amberg-Sulzbach;4952220000000000,0;1,19059e+16;;very low;C;2508,0;0,6337;198035,81;312514,76;124,61
333;Hirschau;Landkreis Amberg-Sulzbach;495606000000000,0;118750000000000,0;;very low;D;2508,0;0,585;90181,65;154156,87;61,47
334;Ebermannsdorf;Landkreis Amberg-Sulzbach;4938330000000000,0;1197800000000000,0;;very low;A;2508,0;0,5649;85008,25;150480,0;60,0
335;Schmidmühlen;Landkreis Amberg-Sulzbach;4926440000000000,0;119228000000000,0;;very low;A+;2508,0;0,5716;165093,22;288812,15;115,16
336;Neukirchen bei Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4955150000000000,0;1,16612e+16;;very low;G;2508,0;0,6973;104933,32;150480,0;60,0
337;Amberg;;4944480000000000,0;1189050000000000,0;;very low;F;3008,0;0,4984;115456,4;231631,76;77,01
338;Amberg;;4943950000000000,0;1,18167e+16;;very low;D;3008,0;0,2564;126099,87;491895,63;163,53
339;Amberg;;4943090000000000,0;1,18857e+16;;very low;E;3008,0;0,1233;106923,67;867049,34;288,25
340;Amberg;;4945520000000000,0;1184820000000000,0;;very low;D;3008,0;0,5848;105547,57;180480,0;60,0
341;Amberg;;4946510000000000,0;1185060000000000,0;;very low;H;3008,0;0,2324;71256,25;306617,05;101,93
342;Amberg;;4945490000000000,0;1,18505e+16;;very low;E;3008,0;0,2762;143584,48;519895,38;172,84
343;Amberg;;4942820000000000,0;1,17816e+16;;very low;G;3008,0;0,6794;131961,44;194219,69;64,57
344;Amberg;;4944490000000000,0;1,18875e+16;;very low;D;3008,0;0,2703;56288,16;208218,48;69,22
345;Amberg;;4946700000000000,0;1,18379e+16;;very low;B;3008,0;0,6042;109051,71;180480,0;60,0
346;Amberg;;4943460000000000,0;1,18913e+16;;very low;E;3008,0;0,249;144300,83;579452,3;192,64
347;Amberg;;4944370000000000,0;1189740000000000,0;;very low;A;3008,0;0,2223;65503,64;294698,53;97,97
348;Freihung;Landkreis Amberg-Sulzbach;496077000000000,0;1192350000000000,0;;very low;E;2508,0;0,4288;91945,44;214410,97;85,49
349;Ammerthal;Landkreis Amberg-Sulzbach;4944570000000000,0;1,17724e+16;;very low;H;2508,0;0,4788;109176,57;228014,72;90,91
350;Poppenricht;Landkreis Amberg-Sulzbach;4947340000000000,0;1,18426e+16;;very low;A+;2508,0;0,4075;70817,87;173802,34;69,3
351;Schnaittenbach;Landkreis Amberg-Sulzbach;4957790000000000,0;1,20246e+16;;very low;D;2508,0;0,6303;422044,76;669560,49;266,97
352;Illschwang;Landkreis Amberg-Sulzbach;49471900000000,0;1,17018e+16;;very low;B;2508,0;0,1401;164396,59;1173475,99;467,89
353;Ensdorf;Landkreis Amberg-Sulzbach;4933570000000000,0;1,1915e+16;;very low;E;2508,0;0,6631;193501,75;291820,88;116,36
354;Hahnbach;Landkreis Amberg-Sulzbach;4951620000000000,0;1,1787e+16;;very low;C;2508,0;0,1372;150569,45;1097775,4;437,71
355;Kastl;Landkreis Amberg-Sulzbach;4,93779e+16;1,16895e+16;;very low;A+;2508,0;0,4876;163413,8;335147,91;133,63
356;Kümmersbruck;Landkreis Amberg-Sulzbach;4943860000000000,0;1,19077e+16;;very low;H;2508,0;0,7268;109366,62;150480,0;60,0
357;Kümmersbruck;Landkreis Amberg-Sulzbach;4943160000000000,0;11898000000000,0;;very low;C;2508,0;0,6436;96853,08;150480,0;60,0
358;Kümmersbruck;Landkreis Amberg-Sulzbach;4941860000000000,0;1,18913e+16;;very low;A+;2508,0;0,2078;48425,6;233064,46;92,93
359;Edelsfeld;Landkreis Amberg-Sulzbach;4959280000000000,0;1173710000000000,0;;very low;A;2508,0;0,1152;128873,39;1118550,76;445,99
360;Ursensollen;Landkreis Amberg-Sulzbach;493670000000000,0;1183050000000000,0;;very low;D;2508,0;0,6193;166946,81;269583,56;107,49
361;Vilseck;Landkreis Amberg-Sulzbach;4963160000000000,0;1176610000000000,0;;very low;C;2508,0;0,4702;228894,23;486836,37;194,11
362;Vilseck;Landkreis Amberg-Sulzbach;4961460000000000,0;1173960000000000,0;;very low;E;2508,0;0,2303;141385,71;614048,1;244,84
363;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4950100000000000,0;1,17038e+16;;very low;F;2508,0;0,5648;91554,09;162096,28;64,63
364;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4954810000000000,0;1,17103e+16;;very low;B;2508,0;0,2544;171437,02;673998,93;268,74
365;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4953460000000000,0;1,17119e+16;;very low;D;2508,0;0,6721;101133,57;150480,0;60,0
366;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4949680000000000,0;1,17786e+16;;very low;A;2508,0;0,4337;127231,46;293392,51;116,98
367;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4,94904e+16;1,16908e+16;;very low;D;2508,0;0,4231;102427,18;242060,95;96,52
368;Freudenberg;Landkreis Amberg-Sulzbach;4948490000000000,0;1,19142e+16;;very low;D;2508,0;0,5969;256264,92;429359,08;171,2
369;Freystadt;Landkreis Neumarkt in der Oberpfalz;4924790000000000,0;1,13297e+16;;very low;C;3013,0;0,1628;224347,11;1377655,55;457,24
370;Freystadt;Landkreis Neumarkt in der Oberpfalz;4924310000000000,0;1,13409e+16;;very low;E;3013,0;0,4736;105870,65;223522,24;74,19
371;Dietfurt an der Altmühl;Landkreis Neumarkt in der Oberpfalz;4902550000000000,0;1,16322e+16;;very low;F;3013,0;0,2857;191142,74;668993,04;222,04
372;Dietfurt an der Altmühl;Landkreis Neumarkt in der Oberpfalz;4899430000000000,0;115645000000000,0;;very low;F;3013,0;0,3637;74827,97;205733,23;68,28
373;Sengenthal;Landkreis Neumarkt in der Oberpfalz;4922140000000000,0;114824000000000,0;;very low;H;3013,0;0,4221;76301,9;180780,0;60,0
374;Mühlhausen;Landkreis Neumarkt in der Oberpfalz;4915230000000000,0;1,14427e+16;;very low;D;3013,0;0,2865;97680,83;340919,59;113,15
