ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise
294;Waldsassen;Landkreis Tirschenreuth;5,00358E+15;1,22946E+15;;very low;A;1.750
295;Waldsassen;Landkreis Tirschenreuth;5,00543E+14;1,22731E+15;;very low;H;1.750
296;Kulmain;Landkreis Tirschenreuth;4,98879E+15;1,19401E+13;;very low;D;1.750
297;Plößberg;Landkreis Tirschenreuth;4,97999E+16;1,22663E+16;;very low;A;1.750
298;Mähring;Landkreis Tirschenreuth;4,98684E+15;1,24745E+15;;very low;A+;1.750
299;Immenreuth;Landkreis Tirschenreuth;4,99614E+14;1,18349E+15;;very low;C;1.750
300;Neusorg;Landkreis Tirschenreuth;4,99479E+15;1,1958E+15;;very low;C;1.750
301;Tirschenreuth;Landkreis Tirschenreuth;4,99338E+15;1,23785E+16;;very low;H;1.750
302;Tirschenreuth;Landkreis Tirschenreuth;4,99059E+15;1,23358E+16;;very low;A;1.750
303;Wiesau;Landkreis Tirschenreuth;4,99197E+15;1,216E+16;;very low;B;1.750
304;Konnersreuth;Landkreis Tirschenreuth;5,00159E+15;1,22363E+16;;very low;A;1.750
305;Auerbach;Landkreis Deggendorf;4,88295E+14;1,30823E+15;;very low;D;2.884
306;Grainet;Landkreis Freyung-Grafenau;4,87939E+16;1,36154E+15;;very low;D;2.122
307;Bruck i.d.OPf.;Landkreis Schwandorf;4,92522E+15;1,23616E+16;;very low;D;2.749
308;Steinberg am See;Landkreis Schwandorf;4,92817E+15;1,22069E+15;;very low;C;2.749
309;Neunburg vorm Wald;Landkreis Schwandorf;4,93298E+15;1,24843E+16;;very low;A+;2.749
310;Neunburg vorm Wald;Landkreis Schwandorf;4,93211E+15;1,2477E+16;;very low;C;2.749
311;Wackersdorf;Landkreis Schwandorf;4,93053E+15;1,22023E+16;;very low;F;2.749
312;Schwarzenfeld;Landkreis Schwandorf;4,93701E+15;1,22342E+16;;very low;G;2.749
313;Schwarzenfeld;Landkreis Schwandorf;4,93782E+15;1,21112E+16;;very low;E;2.749
314;Bodenwöhr;Landkreis Schwandorf;4,92695E+15;1,23539E+16;;very low;D;2.749
315;Teunz;Landkreis Schwandorf;4,95165E+15;1,24198E+16;;very low;G;2.749
316;Nabburg;Landkreis Schwandorf;4,94811E+16;1,21475E+16;;very low;G;2.749
317;Nabburg;Landkreis Schwandorf;4,94767E+14;1,21455E+16;;very low;H;2.749
318;Wernberg-Köblitz;Landkreis Schwandorf;4,94888E+16;1,21025E+16;;very low;G;2.749
319;Wernberg-Köblitz;Landkreis Schwandorf;4,95397E+15;1,21244E+16;;very low;G;2.749
320;Schmidgaden;Landkreis Schwandorf;4,94156E+16;1,20626E+16;;very low;A+;2.749
321;Rötz;Landkreis Cham;4,93996E+15;1,2554E+16;;very low;A;1.789
322;Oberviechtach;Landkreis Schwandorf;4,94497E+15;1,24629E+16;;very low;D;2.749
323;Schönsee;Landkreis Schwandorf;4,95196E+15;1,25173E+16;;very low;G;2.749
324;Schwandorf;Landkreis Schwandorf;4,93669E+15;1,21092E+15;;very low;F;2.749
325;Schwandorf;Landkreis Schwandorf;4,93374E+15;1,21829E+16;;very low;H;2.749
326;Schwandorf;Landkreis Schwandorf;4,93638E+15;1,21635E+16;;very low;C;2.749
327;Schwandorf;Landkreis Schwandorf;4,93636E+14;1,2158E+16;;very low;H;2.749
328;Schwandorf;Landkreis Schwandorf;4,93073E+15;1,20011E+16;;very low;D;2.749
329;Schwandorf;Landkreis Schwandorf;4,9364E+15;1,20707E+15;;very low;C;2.749
330;Schwandorf;Landkreis Schwandorf;4,93137E+15;1,20571E+16;;very low;A+;2.749
331;Rieden;Landkreis Amberg-Sulzbach;4,93098E+15;1,1928E+15;;very low;D;2.508
332;Hirschau;Landkreis Amberg-Sulzbach;4,95222E+15;1,19059E+16;;very low;C;2.508
333;Hirschau;Landkreis Amberg-Sulzbach;4,95606E+14;1,1875E+14;;very low;D;2.508
334;Ebermannsdorf;Landkreis Amberg-Sulzbach;4,93833E+15;1,1978E+15;;very low;A;2.508
335;Schmidmühlen;Landkreis Amberg-Sulzbach;4,92644E+15;1,19228E+14;;very low;A+;2.508
336;Neukirchen bei Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4,95515E+15;1,16612E+16;;very low;G;2.508
337;Amberg;;4,94448E+15;1,18905E+15;;very low;F;3.008
338;Amberg;;4,94395E+15;1,18167E+16;;very low;D;3.008
339;Amberg;;4,94309E+15;1,18857E+16;;very low;E;3.008
340;Amberg;;4,94552E+15;1,18482E+15;;very low;D;3.008
341;Amberg;;4,94651E+15;1,18506E+15;;very low;H;3.008
342;Amberg;;4,94549E+15;1,18505E+16;;very low;E;3.008
343;Amberg;;4,94282E+15;1,17816E+16;;very low;G;3.008
344;Amberg;;4,94449E+15;1,18875E+16;;very low;D;3.008
345;Amberg;;4,9467E+15;1,18379E+16;;very low;B;3.008
346;Amberg;;4,94346E+15;1,18913E+16;;very low;E;3.008
347;Amberg;;4,94437E+15;1,18974E+15;;very low;A;3.008
348;Freihung;Landkreis Amberg-Sulzbach;4,96077E+14;1,19235E+15;;very low;E;2.508
349;Ammerthal;Landkreis Amberg-Sulzbach;4,94457E+15;1,17724E+16;;very low;H;2.508
350;Poppenricht;Landkreis Amberg-Sulzbach;4,94734E+15;1,18426E+16;;very low;A+;2.508
351;Schnaittenbach;Landkreis Amberg-Sulzbach;4,95779E+15;1,20246E+16;;very low;D;2.508
352;Illschwang;Landkreis Amberg-Sulzbach;4,94719E+13;1,17018E+16;;very low;B;2.508
353;Ensdorf;Landkreis Amberg-Sulzbach;4,93357E+15;1,1915E+16;;very low;E;2.508
354;Hahnbach;Landkreis Amberg-Sulzbach;4,95162E+15;1,1787E+16;;very low;C;2.508
355;Kastl;Landkreis Amberg-Sulzbach;4,93779E+16;1,16895E+16;;very low;A+;2.508
356;Kümmersbruck;Landkreis Amberg-Sulzbach;4,94386E+15;1,19077E+16;;very low;H;2.508
357;Kümmersbruck;Landkreis Amberg-Sulzbach;4,94316E+15;1,1898E+13;;very low;C;2.508
358;Kümmersbruck;Landkreis Amberg-Sulzbach;4,94186E+15;1,18913E+16;;very low;A+;2.508
359;Edelsfeld;Landkreis Amberg-Sulzbach;4,95928E+15;1,17371E+15;;very low;A;2.508
360;Ursensollen;Landkreis Amberg-Sulzbach;4,9367E+14;1,18305E+15;;very low;D;2.508
361;Vilseck;Landkreis Amberg-Sulzbach;4,96316E+15;1,17661E+15;;very low;C;2.508
362;Vilseck;Landkreis Amberg-Sulzbach;4,96146E+15;1,17396E+15;;very low;E;2.508
363;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4,9501E+15;1,17038E+16;;very low;F;2.508
364;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4,95481E+15;1,17103E+16;;very low;B;2.508
365;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4,95346E+15;1,17119E+16;;very low;D;2.508
366;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4,94968E+15;1,17786E+16;;very low;A;2.508
367;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4,94904E+16;1,16908E+16;;very low;D;2.508
368;Freudenberg;Landkreis Amberg-Sulzbach;4,94849E+15;1,19142E+16;;very low;D;2.508
369;Freystadt;Landkreis Neumarkt in der Oberpfalz;4,92479E+15;1,13297E+16;;very low;C;3.013
370;Freystadt;Landkreis Neumarkt in der Oberpfalz;4,92431E+15;1,13409E+16;;very low;E;3.013
371;Dietfurt an der Altmühl;Landkreis Neumarkt in der Oberpfalz;4,90255E+15;1,16322E+16;;very low;F;3.013
372;Dietfurt an der Altmühl;Landkreis Neumarkt in der Oberpfalz;4,89943E+15;1,15645E+14;;very low;F;3.013
373;Sengenthal;Landkreis Neumarkt in der Oberpfalz;4,92214E+15;1,14824E+14;;very low;H;3.013
374;Mühlhausen;Landkreis Neumarkt in der Oberpfalz;4,91523E+15;1,14427E+16;;very low;D;3.013
375;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,92977E+15;1,14222E+16;;very low;G;3.013
376;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,9299E+15;1,1531E+16;;very low;C;3.013
377;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,92987E+15;1,1402E+16;;very low;F;3.013
378;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,92621E+16;1,14415E+16;;very low;H;3.013
379;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,92871E+15;1,15064E+15;;very low;C;3.013
380;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,92471E+14;1,14521E+16;;very low;E;3.013
381;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,92793E+15;1,14678E+16;;very low;C;3.013
382;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,92724E+15;1,15054E+15;;very low;F;3.013
383;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,92729E+14;1,15467E+16;;very low;A;3.013
384;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,9303E+15;1,15079E+15;;very low;A;3.013
385;Berngau;Landkreis Neumarkt in der Oberpfalz;4,92349E+16;1,14034E+15;;very low;G;3.013
386;Lupburg;Landkreis Neumarkt in der Oberpfalz;4,9155E+15;1,16868E+16;;very low;H;3.013
387;Lupburg;Landkreis Neumarkt in der Oberpfalz;4,91689E+16;1,1738E+16;;very low;A+;3.013
388;Parsberg;Landkreis Neumarkt in der Oberpfalz;4,91176E+16;1,17473E+16;;very low;D;3.013
389;Parsberg;Landkreis Neumarkt in der Oberpfalz;4,92067E+15;1,1757E+15;;very low;B;3.013
390;Lauterhofen;Landkreis Neumarkt in der Oberpfalz;4,93338E+15;1,15778E+16;;very low;F;3.013
391;Berg b.Neumarkt i.d.OPf.;Landkreis Neumarkt in der Oberpfalz;4,93738E+15;1,14322E+16;;very low;H;3.013
392;Berg b.Neumarkt i.d.OPf.;Landkreis Neumarkt in der Oberpfalz;4,93728E+15;1,14801E+15;;very low;E;3.013
393;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,93358E+15;1,14753E+16;;very low;C;3.013
394;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,93101E+15;1,14641E+14;;very low;H;3.013
395;Deining;Landkreis Neumarkt in der Oberpfalz;4,92158E+15;1,15406E+16;;very low;C;3.013
396;Postbauer-Heng;Landkreis Neumarkt in der Oberpfalz;4,9315E+16;1,1383E+16;;very low;F;3.013
397;Postbauer-Heng;Landkreis Neumarkt in der Oberpfalz;4,92639E+15;1,1361E+15;;very low;G;3.013
398;Breitenbrunn;Landkreis Neumarkt in der Oberpfalz;4,90715E+16;1,16056E+15;;very low;C;3.013
399;Berching;Landkreis Neumarkt in der Oberpfalz;4,90968E+15;1,15083E+15;;very low;A;3.013
400;Berching;Landkreis Neumarkt in der Oberpfalz;4,91391E+14;1,13925E+16;;very low;A+;3.013
401;Beilngries;Landkreis Eichstätt;4,90187E+15;1,15156E+16;;very low;G;3.904
402;Beilngries;Landkreis Eichstätt;4,89872E+15;1,15677E+15;;very low;C;3.904
403;Hohenfels;Landkreis Neumarkt in der Oberpfalz;4,92128E+15;1,18417E+16;;very low;E;3.013
404;Velburg;Landkreis Neumarkt in der Oberpfalz;4,92894E+15;1,16638E+15;;very low;B;3.013
405;Pilsach;Landkreis Neumarkt in der Oberpfalz;4,93415E+15;1,15087E+16;;very low;G;3.013
406;Seubersdorf in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,91913E+15;1,16647E+16;;very low;G;3.013
407;Tiefenbach;Landkreis Cham;4,94877E+15;1,26293E+15;;very low;D;1.789
408;Lohberg;Landkreis Cham;4,91248E+15;1,31029E+16;;very low;F;1.789
409;Walderbach;Landkreis Cham;4,91913E+15;1,23993E+16;;very low;D;1.789
410;Weiding;Landkreis Cham;4,9293E+15;1,27083E+15;;very low;A+;1.789
411;Arrach;Landkreis Cham;4,91766E+16;1,3003E+15;;very low;D;1.789
412;Roding;Landkreis Cham;4,91627E+15;1,24528E+16;;very low;D;1.789
413;Roding;Landkreis Cham;4,9198E+15;1,25049E+16;;very low;D;1.789
414;Roding;Landkreis Cham;4,9152E+15;1,24862E+15;;very low;E;1.789
415;Rimbach;Landkreis Cham;4,92462E+15;1,28602E+16;;very low;F;1.789
416;Lam;Landkreis Cham;4,91872E+15;1,30255E+15;;very low;F;1.789
417;Schorndorf;Landkreis Cham;4,91896E+14;1,25589E+15;;very low;G;1.789
418;Waffenbrunn;Landkreis Cham;4,92768E+15;1,26411E+16;;very low;B;1.789
419;Arnschwang;Landkreis Cham;4,92868E+15;1,28149E+15;;very low;E;1.789
420;Cham;Landkreis Cham;4,92021E+15;1,25624E+16;;very low;E;1.789
421;Cham;Landkreis Cham;4,923E+15;1,26643E+16;;very low;C;1.789
422;Cham;Landkreis Cham;4,92032E+16;1,27185E+16;;very low;A;1.789
423;Cham;Landkreis Cham;4,9218E+15;1,25672E+15;;very low;C;1.789
424;Bad Kötzting;Landkreis Cham;4,91712E+14;1,29399E+16;;very low;H;1.789
425;Bad Kötzting;Landkreis Cham;4,91503E+15;1,29367E+15;;very low;E;1.789
426;Schönthal;Landkreis Cham;4,93412E+15;1,25997E+16;;very low;D;1.789
427;Chamerau;Landkreis Cham;4,91961E+15;1,28122E+15;;very low;A+;1.789
428;Willmering;Landkreis Cham;4,92641E+15;1,26742E+16;;very low;F;1.789
429;Blaibach;Landkreis Cham;4,91836E+15;1,27977E+16;;very low;C;1.789
430;Furth im Wald;Landkreis Cham;4,93172E+15;1,28143E+15;;very low;D;1.789
431;Furth im Wald;Landkreis Cham;4,93202E+15;1,2795E+16;;very low;C;1.789
432;Hohenwarth;Landkreis Cham;4,92237E+15;1,29644E+16;;very low;E;1.789
433;Neukirchen beim Heiligen Blut;Landkreis Cham;4,92686E+15;1,30175E+15;;very low;D;1.789
434;Stamsried;Landkreis Cham;4,92669E+12;1,24601E+16;;very low;G;1.789
435;Miltach;Landkreis Cham;4,91756E+15;1,27873E+16;;very low;D;1.789
436;Wald;Landkreis Cham;4,91205E+14;1,23907E+16;;very low;H;1.789
437;Waldmünchen;Landkreis Cham;4,94315E+15;1,26611E+16;;very low;D;1.789
438;Waldmünchen;Landkreis Cham;4,93701E+16;1,26579E+16;;very low;G;1.789
439;Wiesent;Landkreis Regensburg;4,90216E+15;1,23475E+14;;very low;A;3.647
440;Nittendorf;Landkreis Regensburg;4,90011E+15;1,1932E+16;;very low;G;3.647
441;Nittendorf;Landkreis Regensburg;4,90281E+16;1,19897E+16;;very low;H;3.647
442;Bernhardswald;Landkreis Regensburg;4,9093E+15;1,22563E+16;;very low;F;3.647
443;Bernhardswald;Landkreis Regensburg;4,91233E+15;1,2263E+16;;very low;C;3.647
444;Regensburg;;4,90172E+15;1,20902E+15;;very low;G;4.751
445;Regensburg;;4,90144E+15;1,20933E+15;;very low;F;4.751
446;Regensburg;;4,90221E+15;1,20924E+16;;very low;H;4.751
447;Beratzhausen;Landkreis Regensburg;4,91264E+15;1,18541E+16;;very low;C;3.647
448;Pettendorf;Landkreis Regensburg;4,90429E+15;1,19934E+16;;very low;D;3.647
449;Obertraubling;Landkreis Regensburg;4,89264E+15;1,21497E+16;;very low;C;3.647
450;Obertraubling;Landkreis Regensburg;4,89589E+15;1,21683E+16;;very low;B;3.647
451;Donaustauf;Landkreis Regensburg;4,90348E+15;1,22218E+16;;very low;G;3.647
452;Fürth;;4,94771E+15;1,10182E+16;;very low;G;4.602
453;Fürth;;4,94828E+15;1,10134E+15;;very low;G;4.602
454;Fürth;;4,94902E+15;1,10083E+15;;very low;E;4.602
455;Fürth;;4,95228E+16;1,10022E+15;;very low;C;4.602
456;Fürth;;4,94878E+16;1,10118E+16;;very low;C;4.602
457;Fürth;;4,95078E+15;1,09777E+16;;very low;E;4.602
458;Fürth;;4,9508E+15;1,09818E+16;;very low;D;4.602
459;Regenstauf;Landkreis Regensburg;4,92088E+15;1,21742E+16;;very low;E;3.647
460;Regenstauf;Landkreis Regensburg;4,91128E+16;1,21452E+15;;very low;F;3.647
461;Regenstauf;Landkreis Regensburg;4,91219E+15;1,21145E+15;;very low;F;3.647
462;Regenstauf;Landkreis Regensburg;4,91114E+15;1,2118E+16;;very low;G;3.647
463;Brunn;Landkreis Regensburg;4,90924E+16;1,18912E+15;;very low;D;3.647
464;Brunn;Landkreis Regensburg;4,90603E+15;1,19225E+16;;very low;G;3.647
465;Laaber;Landkreis Regensburg;4,91013E+15;1,19046E+16;;very low;D;3.647
466;Laaber;Landkreis Regensburg;4,90457E+15;1,19267E+16;;very low;D;3.647
467;Brennberg;Landkreis Regensburg;4,90896E+15;1,23716E+16;;very low;F;3.647
468;Tegernheim;Landkreis Regensburg;4,90518E+16;1,21942E+16;;very low;F;3.647
469;Maxhütte-Haidhof;Landkreis Schwandorf;4,91949E+14;1,2089E+15;;very low;E;2.749
470;Maxhütte-Haidhof;Landkreis Schwandorf;4,91961E+14;1,21248E+16;;very low;H;2.749
471;Maxhütte-Haidhof;Landkreis Schwandorf;4,91883E+15;1,2132E+16;;very low;A;2.749
472;Neustadt an der Donau;Landkreis Kelheim;4,88169E+15;1,17448E+15;;very low;G;3.488
473;Neustadt an der Donau;Landkreis Kelheim;4,87482E+15;1,16863E+16;;very low;A;3.488
474;Neustadt an der Donau;Landkreis Kelheim;4,88342E+15;1,17795E+16;;very low;C;3.488
475;Ihrlerstein;Landkreis Kelheim;4,8929E+15;1,18637E+15;;very low;D;3.488
476;Painten;Landkreis Kelheim;4,89752E+15;1,17793E+16;;very low;E;3.488
477;Altmannstein;Landkreis Eichstätt;4,89145E+15;1,15205E+16;;very low;D;3.904
478;Altmannstein;Landkreis Eichstätt;4,88884E+15;1,17324E+16;;very low;F;3.904
479;Biburg;Landkreis Kelheim;4,87449E+15;1,18275E+16;;very low;G;3.488
480;Siegenburg;Landkreis Kelheim;4,87533E+15;1,17922E+16;;very low;D;3.488
481;Saal a.d.Donau;Landkreis Kelheim;4,89018E+15;1,19577E+14;;very low;H;3.488
482;Rohr i.NB;Landkreis Kelheim;4,8748E+16;1,19864E+14;;very low;G;3.488
483;Bad Abbach;Landkreis Kelheim;4,88736E+15;1,21312E+16;;very low;B;3.488
484;Bad Abbach;Landkreis Kelheim;4,88962E+14;1,20924E+16;;very low;H;3.488
485;Bad Abbach;Landkreis Kelheim;4,89195E+15;1,20336E+16;;very low;B;3.488
486;Abensberg;Landkreis Kelheim;4,8835E+15;1,18684E+16;;very low;B;3.488
487;Abensberg;Landkreis Kelheim;4,88193E+15;1,18578E+16;;very low;E;3.488
488;Abensberg;Landkreis Kelheim;4,88088E+15;1,18801E+16;;very low;E;3.488
489;Riedenburg;Landkreis Kelheim;4,89613E+15;1,17052E+16;;very low;C;3.488
490;Hausen;Landkreis Kelheim;4,88397E+15;1,19743E+16;;very low;A+;3.488
491;Feucht;Landkreis Nürnberger Land;4,93839E+15;1,11924E+16;;very low;F;3.585
492;Feucht;Landkreis Nürnberger Land;4,93795E+15;1,1282E+15;;very low;C;3.585
493;Feucht;Landkreis Nürnberger Land;4,93636E+15;1,12474E+16;;very low;D;3.585
494;Kelheim;Landkreis Kelheim;4,89125E+15;1,18718E+15;;very low;D;3.488
495;Kelheim;Landkreis Kelheim;4,89035E+16;1,18397E+16;;very low;F;3.488
496;Kelheim;Landkreis Kelheim;4,89213E+15;1,19462E+16;;very low;G;3.488
497;Kelheim;Landkreis Kelheim;4,89328E+16;1,19633E+16;;very low;F;3.488
498;Lauf an der Pegnitz;Landkreis Nürnberger Land;4,95247E+15;1,12231E+15;;very low;F;3.585
499;Lauf an der Pegnitz;Landkreis Nürnberger Land;4,95606E+15;1,12487E+16;;very low;B;3.585
500;Lauf an der Pegnitz;Landkreis Nürnberger Land;4,95241E+15;1,12282E+16;;very low;D;3.585
501;Lauf an der Pegnitz;Landkreis Nürnberger Land;4,95404E+15;1,12351E+16;;very low;B;3.585
502;Lauf an der Pegnitz;Landkreis Nürnberger Land;4,94955E+16;1,12707E+16;;very low;C;3.585
503;Lauf an der Pegnitz;Landkreis Nürnberger Land;4,95347E+15;1,12255E+16;;very low;G;3.585
504;Lauf an der Pegnitz;Landkreis Nürnberger Land;4,95594E+15;1,1233E+16;;very low;E;3.585
505;Leinburg;Landkreis Nürnberger Land;4,94334E+16;1,13423E+16;;very low;D;3.585
506;Leinburg;Landkreis Nürnberger Land;4,94315E+15;1,13546E+16;;very low;C;3.585
507;Hartenstein;Landkreis Nürnberger Land;4,96438E+16;1,14734E+16;;very low;A;3.585
508;Velden;Landkreis Nürnberger Land;4,95821E+15;1,1531E+16;;very low;A;3.585
509;Waldkirchen;Landkreis Freyung-Grafenau;4,87769E+14;1,35887E+16;;very low;H;2.122
510;Waldkirchen;Landkreis Freyung-Grafenau;4,87063E+15;1,36161E+16;;very low;A+;2.122
511;Waldkirchen;Landkreis Freyung-Grafenau;4,86894E+16;1,36054E+16;;very low;F;2.122
512;Mauth;Landkreis Freyung-Grafenau;4,89086E+14;1,35149E+16;;very low;F;2.122
513;Winkelhaid;Landkreis Nürnberger Land;4,94279E+16;1,13166E+15;;very low;C;3.585
514;Schwaig bei Nürnberg;Landkreis Nürnberger Land;4,94764E+15;1,12122E+15;;very low;B;3.585
515;Schwaig bei Nürnberg;Landkreis Nürnberger Land;4,95089E+15;1,12053E+16;;very low;A;3.585
516;Neureichenau;Landkreis Freyung-Grafenau;4,87594E+15;1,37886E+16;;very low;D;2.122
517;Hinterschmiding;Landkreis Freyung-Grafenau;4,88295E+14;1,35763E+16;;very low;E;2.122
518;Jandelsbrunn;Landkreis Freyung-Grafenau;4,86965E+15;1,36735E+15;;very low;C;2.122
519;Röhrnbach;Landkreis Freyung-Grafenau;4,87295E+15;1,35139E+16;;very low;E;2.122
520;Engelthal;Landkreis Nürnberger Land;4,94634E+15;1,13631E+15;;very low;G;3.585
521;Offenhausen;Landkreis Nürnberger Land;4,9438E+13;1,14289E+16;;very low;G;3.585
522;Arnstorf;Landkreis Rottal-Inn;4,85305E+15;1,2829E+15;;very low;D;2.273
523;Arnstorf;Landkreis Rottal-Inn;4,85489E+15;1,28661E+16;;very low;A+;2.273
524;Roßbach;Landkreis Rottal-Inn;4,85857E+15;1,28881E+16;;very low;A;2.273
525;Geiersthal;Landkreis Regen;4,90192E+14;1,30534E+14;;very low;B;1.876
526;Teisnach;Landkreis Regen;4,89943E+15;1,30434E+16;;very low;E;1.876
527;Rinchnach;Landkreis Regen;4,89248E+15;1,31942E+16;;very low;D;1.876
528;Frauenau;Landkreis Regen;4,90115E+15;1,3281E+16;;very low;G;1.876
529;Bodenmais;Landkreis Regen;4,91108E+15;1,31303E+16;;very low;C;1.876
530;Viechtach;Landkreis Regen;4,91199E+15;1,29326E+16;;very low;F;1.876
531;Viechtach;Landkreis Regen;4,90734E+15;1,2983E+16;;very low;H;1.876
532;Drachselsried;Landkreis Regen;4,91083E+15;1,30357E+16;;very low;F;1.876
533;Gotteszell;Landkreis Regen;4,89796E+16;1,29737E+16;;very low;H;1.876
534;Ruhmannsfelden;Landkreis Regen;4,8958E+15;1,29445E+16;;very low;B;1.876
535;Zachenberg;Landkreis Regen;4,89871E+16;1,30099E+16;;very low;D;1.876
536;Prackenbach;Landkreis Regen;4,91106E+15;1,28022E+15;;very low;C;1.876
537;Regen;Landkreis Regen;4,89677E+15;1,3079E+16;;very low;G;1.876
538;Regen;Landkreis Regen;4,89877E+15;1,31385E+15;;very low;H;1.876
539;Regen;Landkreis Regen;4,8979E+15;1,31547E+16;;very low;F;1.876
540;Kollnburg;Landkreis Regen;4,90582E+15;1,28147E+15;;very low;F;1.876
541;Bischofsmais;Landkreis Regen;4,88876E+15;1,30842E+16;;very low;A+;1.876
542;Lindberg;Landkreis Regen;4,9001E+15;1,32366E+16;;very low;C;1.876
543;Lindberg;Landkreis Regen;4,90185E+15;1,32116E+16;;very low;C;1.876
544;Lindberg;Landkreis Regen;4,90341E+15;1,33593E+16;;very low;H;1.876
545;Zwiesel;Landkreis Regen;4,91006E+15;1,32367E+16;;very low;F;1.876
546;Zwiesel;Landkreis Regen;4,9057E+14;1,32451E+15;;very low;F;1.876
547;Zwiesel;Landkreis Regen;4,9083E+15;1,33207E+16;;very low;H;1.876
548;Langdorf;Landkreis Regen;4,90572E+16;1,31597E+16;;very low;F;1.876
549;Kirchberg i.Wald;Landkreis Regen;4,88919E+15;1,31653E+16;;very low;H;1.876
550;Kirchdorf im Wald;Landkreis Regen;4,89127E+15;1,32458E+16;;very low;E;1.876
551;Hohenau;Landkreis Freyung-Grafenau;4,88375E+14;1,35142E+16;;very low;C;2.122
552;Perlesreut;Landkreis Freyung-Grafenau;4,87776E+15;1,3465E+16;;very low;H;2.122
553;Waldaschaff;Landkreis Aschaffenburg;4,99579E+15;9,34404E+15;;very low;G;3.619
554;Weibersbrunn;Landkreis Aschaffenburg;4,99294E+15;9,44996E+15;;very low;G;3.619
555;Saldenburg;Landkreis Freyung-Grafenau;4,8765E+16;1,3338E+16;;very low;A+;2.122
556;Spiegelau;Landkreis Freyung-Grafenau;4,89771E+15;1,33772E+16;;very low;E;2.122
557;Hunding;Landkreis Deggendorf;4,88509E+15;1,31472E+16;;very low;G;2.884
558;Lalling;Landkreis Deggendorf;4,8855E+15;1,31471E+14;;very low;A;2.884
559;Deggendorf;Landkreis Deggendorf;4,88785E+15;1,30542E+15;;very low;G;2.884
560;Deggendorf;Landkreis Deggendorf;4,88274E+15;1,29475E+16;;very low;G;2.884
561;Deggendorf;Landkreis Deggendorf;4,88249E+15;1,30225E+16;;very low;C;2.884
562;Deggendorf;Landkreis Deggendorf;4,88451E+16;1,29877E+16;;very low;A+;2.884
563;Deggendorf;Landkreis Deggendorf;4,88488E+15;1,30179E+16;;very low;C;2.884
564;Deggendorf;Landkreis Deggendorf;4,88605E+15;1,30311E+15;;very low;C;2.884
565;Deggendorf;Landkreis Deggendorf;4,88181E+15;1,28785E+14;;very low;G;2.884
566;Deggendorf;Landkreis Deggendorf;4,88454E+16;1,29755E+16;;very low;C;2.884
567;Deggendorf;Landkreis Deggendorf;4,88079E+16;1,30061E+16;;very low;D;2.884
568;Aholming;Landkreis Deggendorf;4,87364E+15;1,28513E+16;;very low;F;2.884
569;Künzing;Landkreis Deggendorf;4,86326E+15;1,30501E+15;;very low;F;2.884
570;Plattling;Landkreis Deggendorf;4,87912E+15;1,29498E+16;;very low;F;2.884
571;Plattling;Landkreis Deggendorf;4,88009E+15;1,28805E+16;;very low;F;2.884
572;Plattling;Landkreis Deggendorf;4,87636E+15;1,28593E+16;;very low;H;2.884
573;Hengersberg;Landkreis Deggendorf;4,87633E+15;1,31316E+14;;very low;F;2.884
574;Hengersberg;Landkreis Deggendorf;4,87784E+15;1,30882E+16;;very low;C;2.884
