ort,landkreis,latitude,longitude,geometry,GEB_HQ,flood_risk
Sulzbach am Main,Landkreis Miltenberg,2979517.35472096,4263718.917402857,POINT (4263718.917402857 2979517.35472096),,very low
Großwallstadt,Landkreis Miltenberg,2975624.709327316,4260094.94589234,POINT (4260094.94589234 2975624.709327316),,very low
Niedernberg,Landkreis Miltenberg,2978432.9781883406,4256832.162304128,POINT (4256832.162304128 2978432.9781883406),,very low
Hösbach,Landkreis Aschaffenburg,2987395.784690175,4265919.783648675,POINT (4265919.783648675 2987395.784690175),,very low
Hösbach,Landkreis Aschaffenburg,2986974.3533720756,4265129.774765446,POINT (4265129.774765446 2986974.3533720756),,very low
Hösbach,Landkreis Aschaffenburg,2992005.101000965,4263846.355492365,POINT (4263846.355492365 2992005.101000965),,very low
Hösbach,Landkreis Aschaffenburg,2985882.8018842246,4263262.8791716555,POINT (4263262.8791716555 2985882.8018842246),,very low
Obernburg am Main,Landkreis Miltenberg,2969999.6093673273,4259858.802662841,POINT (4259858.802662841 2969999.6093673273),,very low
Obernburg am Main,Landkreis Miltenberg,2970047.236395198,4258944.615351534,POINT (4258944.615351534 2970047.236395198),,very low
Mömlingen,Landkreis Miltenberg,2973767.644370663,4256367.622072882,POINT (4256367.622072882 2973767.644370663),,very low
Stockstadt am Main,Landkreis Aschaffenburg,2983937.3219390824,4252436.373951772,POINT (4252436.373951772 2983937.3219390824),,very low
Stockstadt am Main,Landkreis Aschaffenburg,2988141.064092407,4252941.485489544,POINT (4252941.485489544 2988141.064092407),,very low
Krombach,Landkreis Aschaffenburg,2995654.2705025855,4264846.231361896,POINT (4264846.231361896 2995654.2705025855),,very low
Mömbris,Landkreis Aschaffenburg,2994641.418567109,4261158.12402347,POINT (4261158.12402347 2994641.418567109),,very low
Mömbris,Landkreis Aschaffenburg,2996025.629344664,4262139.581697794,POINT (4262139.581697794 2996025.629344664),,very low
Mömbris,Landkreis Aschaffenburg,2993390.887319626,4264208.470794328,POINT (4264208.470794328 2993390.887319626),,very low
Johannesberg,Landkreis Aschaffenburg,2988968.022013329,4257549.518336744,POINT (4257549.518336744 2988968.022013329),,very low
Mainaschaff,Landkreis Aschaffenburg,2990455.27439146,4256414.588849168,POINT (4256414.588849168 2990455.27439146),,very low
Mainaschaff,Landkreis Aschaffenburg,2988865.2171460283,4254935.424687037,POINT (4254935.424687037 2988865.2171460283),,very low
Kleinostheim,Landkreis Aschaffenburg,2989669.8631529934,4253733.553334486,POINT (4253733.553334486 2989669.8631529934),,very low
Kleinostheim,Landkreis Aschaffenburg,2989283.053154552,4254337.685695398,POINT (4254337.685695398 2989283.053154552),,very low
Karlstein am Main,Landkreis Aschaffenburg,2991883.46251162,4255003.662032976,POINT (4255003.662032976 2991883.46251162),,very low
Karlstein am Main,Landkreis Aschaffenburg,2992000.6931017293,4254611.432001462,POINT (4254611.432001462 2992000.6931017293),,very low
Kahl am Main,Landkreis Aschaffenburg,2995067.48205751,4249388.497967709,POINT (4249388.497967709 2995067.48205751),,very low
Kahl am Main,Landkreis Aschaffenburg,2996352.0347186862,4251041.131326049,POINT (4251041.131326049 2996352.0347186862),,very low
Alzenau,Landkreis Aschaffenburg,3000067.9364804146,4256523.621520575,POINT (4256523.621520575 3000067.9364804146),,very low
Alzenau,Landkreis Aschaffenburg,2995863.2797462554,4256243.001484987,POINT (4256243.001484987 2995863.2797462554),,very low
Alzenau,Landkreis Aschaffenburg,2996403.5258116596,4255082.937211865,POINT (4255082.937211865 2996403.5258116596),,very low
Alzenau,Landkreis Aschaffenburg,2995187.131792091,4255620.532034336,POINT (4255620.532034336 2995187.131792091),,very low
Alzenau,Landkreis Aschaffenburg,2998423.711384243,4256155.682528113,POINT (4256155.682528113 2998423.711384243),,very low
Würzburg,,2964316.747265806,4317921.095460028,POINT (4317921.095460028 2964316.747265806),,very low
Würzburg,,2964062.897451541,4318348.998360818,POINT (4318348.998360818 2964062.897451541),,very low
Würzburg,,2962044.39111162,4317169.349739883,POINT (4317169.349739883 2962044.39111162),,very low
Würzburg,,2962611.400470969,4318247.314773658,POINT (4318247.314773658 2962611.400470969),,very low
Würzburg,,2964054.6500804466,4318139.376545755,POINT (4318139.376545755 2964054.6500804466),,very low
Ringelai,Landkreis Freyung-Grafenau,2860039.414888026,4574980.664768623,POINT (4574980.664768623 2860039.414888026),,very low
Pfronten,Landkreis Ostallgäu,2719732.928206207,4363698.938181445,POINT (4363698.938181445 2719732.928206207),,very low
Pfronten,Landkreis Ostallgäu,2717986.9537227224,4360437.0042673275,POINT (4360437.0042673275 2717986.9537227224),,very low
Benningen,Landkreis Unterallgäu,2760009.143352419,4337114.550693442,POINT (4337114.550693442 2760009.143352419),,very low
Höchstadt a.d.Aisch,Landkreis Erlangen-Höchstadt,2953287.929373325,4377100.267649704,POINT (4377100.267649704 2953287.929373325),,very low
Höchstadt a.d.Aisch,Landkreis Erlangen-Höchstadt,2951787.985684655,4379281.896436044,POINT (4379281.896436044 2951787.985684655),,very low
Höchstadt a.d.Aisch,Landkreis Erlangen-Höchstadt,2951359.669042043,4377962.360610455,POINT (4377962.360610455 2951359.669042043),,very low
Höchstadt a.d.Aisch,Landkreis Erlangen-Höchstadt,2960500.74691629,4386949.276903666,POINT (4386949.276903666 2960500.74691629),,very low
Mespelbrunn,Landkreis Aschaffenburg,2980328.2036982207,4270442.912453112,POINT (4270442.912453112 2980328.2036982207),,very low
Neuhaus a.d.Pegnitz,Landkreis Nürnberger Land,2947869.6114143813,4435179.173310189,POINT (4435179.173310189 2947869.6114143813),,very low
Sailauf,Landkreis Aschaffenburg,2993615.860203556,4268881.720260957,POINT (4268881.720260957 2993615.860203556),,very low
Kirchenlamitz,Landkreis Wunsiedel im Fichtelgebirge,3003723.0265572686,4460201.9911690345,POINT (4460201.9911690345 3003723.0265572686),,very low
Röslau,Landkreis Wunsiedel im Fichtelgebirge,2998713.5239307284,4464141.010998491,POINT (4464141.010998491 2998713.5239307284),,very low
Thiersheim,Landkreis Wunsiedel im Fichtelgebirge,2995583.7288497463,4471904.894987211,POINT (4471904.894987211 2995583.7288497463),,very low
Weißenstadt,Landkreis Wunsiedel im Fichtelgebirge,2996950.5908458796,4456627.236076507,POINT (4456627.236076507 2996950.5908458796),,very low
Waldbrunn,Landkreis Würzburg,2961267.762865941,4306290.509792563,POINT (4306290.509792563 2961267.762865941),,very low
Tröstau,Landkreis Wunsiedel im Fichtelgebirge,2991137.8726209616,4456929.980695259,POINT (4456929.980695259 2991137.8726209616),,very low
Marktleuthen,Landkreis Wunsiedel im Fichtelgebirge,3006995.473392647,4465242.74841206,POINT (4465242.74841206 3006995.473392647),,very low
Kleinrinderfeld,Landkreis Würzburg,2954936.7887216853,4309309.621089603,POINT (4309309.621089603 2954936.7887216853),,very low
Kemnath,Landkreis Tirschenreuth,2972018.000711236,4457291.590038749,POINT (4457291.590038749 2972018.000711236),,very low
Waldershof,Landkreis Tirschenreuth,2987298.655426064,4464979.48247414,POINT (4464979.48247414 2987298.655426064),,very low
Leonberg,Landkreis Tirschenreuth,2981804.883334335,4486079.936121689,POINT (4486079.936121689 2981804.883334335),,very low
Leonberg,Landkreis Tirschenreuth,2978451.103309364,4482112.708220852,POINT (4482112.708220852 2978451.103309364),,very low
Mitterteich,Landkreis Tirschenreuth,2979539.6287125587,4483896.064589454,POINT (4483896.064589454 2979539.6287125587),,very low
Mitterteich,Landkreis Tirschenreuth,2984309.0984664485,4480830.204664883,POINT (4480830.204664883 2984309.0984664485),,very low
Bärnau,Landkreis Tirschenreuth,2967798.927044452,4493944.943393396,POINT (4493944.943393396 2967798.927044452),,very low
Waldsassen,Landkreis Tirschenreuth,2994523.079209723,4485840.510093349,POINT (4485840.510093349 2994523.079209723),,very low
Waldsassen,Landkreis Tirschenreuth,2991657.6619195337,4490805.762805208,POINT (4490805.762805208 2991657.6619195337),,very low
Kulmain,Landkreis Tirschenreuth,2979607.8090657946,4459361.5044062855,POINT (4459361.5044062855 2979607.8090657946),,very low
Plößberg,Landkreis Tirschenreuth,2968349.9087221394,4481235.552105062,POINT (4481235.552105062 2968349.9087221394),,very low
Mähring,Landkreis Tirschenreuth,2977301.5478195692,4496395.808497526,POINT (4496395.808497526 2977301.5478195692),,very low
Immenreuth,Landkreis Tirschenreuth,2980867.8994364357,4453409.793122941,POINT (4453409.793122941 2980867.8994364357),,very low
Neusorg,Landkreis Tirschenreuth,2984009.8305373304,4463649.266634412,POINT (4463649.266634412 2984009.8305373304),,very low
Tirschenreuth,Landkreis Tirschenreuth,2974103.97285705,4487061.357843031,POINT (4487061.357843031 2974103.97285705),,very low
Tirschenreuth,Landkreis Tirschenreuth,2979986.4045526558,4492145.585843213,POINT (4492145.585843213 2979986.4045526558),,very low
Wiesau,Landkreis Tirschenreuth,2980070.8056161506,4477459.351823242,POINT (4477459.351823242 2980070.8056161506),,very low
Konnersreuth,Landkreis Tirschenreuth,2989270.392384461,4479449.363891654,POINT (4479449.363891654 2989270.392384461),,very low
Auerbach,Landkreis Deggendorf,2857900.7401167005,4549843.210615203,POINT (4549843.210615203 2857900.7401167005),,very low
Grainet,Landkreis Freyung-Grafenau,2861919.167290502,4592195.1600096915,POINT (4592195.1600096915 2861919.167290502),,very low
Bruck i.d.OPf.,Landkreis Schwandorf,2903454.642985169,4489010.864914378,POINT (4489010.864914378 2903454.642985169),,very low
Steinberg am See,Landkreis Schwandorf,2907545.648253345,4479233.357134797,POINT (4479233.357134797 2907545.648253345),,very low
Neunburg vorm Wald,Landkreis Schwandorf,2914179.2743514106,4498201.175109067,POINT (4498201.175109067 2914179.2743514106),,very low
Neunburg vorm Wald,Landkreis Schwandorf,2919074.519441852,4485855.276611386,POINT (4485855.276611386 2919074.519441852),,very low
Wackersdorf,Landkreis Schwandorf,2917614.4320874168,4480871.539133868,POINT (4480871.539133868 2917614.4320874168),,very low
Schwarzenfeld,Landkreis Schwandorf,2923022.270262308,4476745.275041006,POINT (4476745.275041006 2923022.270262308),,very low
Schwarzenfeld,Landkreis Schwandorf,2921911.2641798584,4476103.549592374,POINT (4476103.549592374 2921911.2641798584),,very low
Bodenwöhr,Landkreis Schwandorf,2909354.3435387798,4481887.969516742,POINT (4481887.969516742 2909354.3435387798),,very low
Teunz,Landkreis Schwandorf,2935017.529356287,4496892.116052266,POINT (4496892.116052266 2935017.529356287),,very low
Nabburg,Landkreis Schwandorf,2930023.2354585826,4476692.902602099,POINT (4476692.902602099 2930023.2354585826),,very low
Nabburg,Landkreis Schwandorf,2926825.6719768876,4479054.613621232,POINT (4479054.613621232 2926825.6719768876),,very low
Wernberg-Köblitz,Landkreis Schwandorf,2937696.036280502,4478503.458941225,POINT (4478503.458941225 2937696.036280502),,very low
Wernberg-Köblitz,Landkreis Schwandorf,2941652.934369071,4477446.746088333,POINT (4477446.746088333 2941652.934369071),,very low
Schmidgaden,Landkreis Schwandorf,2930461.9442492425,4468656.954767169,POINT (4468656.954767169 2930461.9442492425),,very low
Rötz,Landkreis Cham,2922923.6422624337,4504860.008438229,POINT (4504860.008438229 2922923.6422624337),,very low
Oberviechtach,Landkreis Schwandorf,2935800.845390437,4498710.333857359,POINT (4498710.333857359 2935800.845390437),,very low
Schönsee,Landkreis Schwandorf,2935081.6134650977,4504411.3623483125,POINT (4504411.3623483125 2935081.6134650977),,very low
Schwandorf,Landkreis Schwandorf,2918397.249684607,4473192.842423782,POINT (4473192.842423782 2918397.249684607),,very low
Schwandorf,Landkreis Schwandorf,2914135.5168482587,4467307.3672898095,POINT (4467307.3672898095 2914135.5168482587),,very low
Schwandorf,Landkreis Schwandorf,2908030.1744504864,4471002.387729109,POINT (4471002.387729109 2908030.1744504864),,very low
Schwandorf,Landkreis Schwandorf,2919945.1958704446,4471450.807142281,POINT (4471450.807142281 2919945.1958704446),,very low
Schwandorf,Landkreis Schwandorf,2909955.3986642044,4472120.552990698,POINT (4472120.552990698 2909955.3986642044),,very low
Schwandorf,Landkreis Schwandorf,2910925.1691855523,4471704.119099007,POINT (4471704.119099007 2910925.1691855523),,very low
Schwandorf,Landkreis Schwandorf,2908794.405893194,4474923.33176882,POINT (4474923.33176882 2908794.405893194),,very low
Rieden,Landkreis Amberg-Sulzbach,2912790.6556655243,4460441.02635691,POINT (4460441.02635691 2912790.6556655243),,very low
Hirschau,Landkreis Amberg-Sulzbach,2939027.572574472,4461814.030815484,POINT (4461814.030815484 2939027.572574472),,very low
Hirschau,Landkreis Amberg-Sulzbach,2943210.417256241,4461248.496621024,POINT (4461248.496621024 2943210.417256241),,very low
Ebermannsdorf,Landkreis Amberg-Sulzbach,2922068.7577345124,4467315.712821419,POINT (4467315.712821419 2922068.7577345124),,very low
Schmidmühlen,Landkreis Amberg-Sulzbach,2908830.834013374,4461464.583789071,POINT (4461464.583789071 2908830.834013374),,very low
Neukirchen bei Sulzbach-Rosenberg,Landkreis Amberg-Sulzbach,2933588.6204899265,4438574.912139868,POINT (4438574.912139868 2933588.6204899265),,very low
Amberg,,2925376.8645137614,4451905.959663501,POINT (4451905.959663501 2925376.8645137614),,very low
Amberg,,2933060.473249013,4456634.667161046,POINT (4456634.667161046 2933060.473249013),,very low
Amberg,,2925455.439720594,4451523.922026509,POINT (4451523.922026509 2925455.439720594),,very low
Amberg,,2928345.58669131,4454404.086135753,POINT (4454404.086135753 2928345.58669131),,very low
Amberg,,2925446.010497075,4452560.397392388,POINT (4452560.397392388 2925446.010497075),,very low
Amberg,,2927517.895662255,4458839.094106547,POINT (4458839.094106547 2927517.895662255),,very low
Amberg,,2927920.0377026107,4456443.469556339,POINT (4456443.469556339 2927920.0377026107),,very low
Amberg,,2929250.272143662,4457947.788254316,POINT (4457947.788254316 2929250.272143662),,very low
Amberg,,2928897.841032618,4458671.704449459,POINT (4458671.704449459 2928897.841032618),,very low
Amberg,,2930527.451733139,4455137.997916442,POINT (4455137.997916442 2930527.451733139),,very low
Amberg,,2931574.140602665,4455921.525771896,POINT (4455921.525771896 2931574.140602665),,very low
Freihung,Landkreis Amberg-Sulzbach,2946241.711561188,4455796.00131924,POINT (4455796.00131924 2946241.711561188),,very low
Ammerthal,Landkreis Amberg-Sulzbach,2927951.798822294,4448757.134710047,POINT (4448757.134710047 2927951.798822294),,very low
Poppenricht,Landkreis Amberg-Sulzbach,2931433.2693220717,4452860.104840698,POINT (4452860.104840698 2931433.2693220717),,very low
Schnaittenbach,Landkreis Amberg-Sulzbach,2938226.94138283,4471808.836671683,POINT (4471808.836671683 2938226.94138283),,very low
Illschwang,Landkreis Amberg-Sulzbach,2928249.638383578,4440708.5648375405,POINT (4440708.5648375405 2928249.638383578),,very low
Ensdorf,Landkreis Amberg-Sulzbach,2915648.2544247755,4460305.3991126325,POINT (4460305.3991126325 2915648.2544247755),,very low
Hahnbach,Landkreis Amberg-Sulzbach,2938468.259696876,4450794.621614891,POINT (4450794.621614891 2938468.259696876),,very low
Kastl,Landkreis Amberg-Sulzbach,2914307.76392505,4444967.661325896,POINT (4444967.661325896 2914307.76392505),,very low
Kümmersbruck,Landkreis Amberg-Sulzbach,2921250.892616318,4455747.961683839,POINT (4455747.961683839 2921250.892616318),,very low
Kümmersbruck,Landkreis Amberg-Sulzbach,2926508.679337021,4458955.676812493,POINT (4458955.676812493 2926508.679337021),,very low
Kümmersbruck,Landkreis Amberg-Sulzbach,2929598.1638891674,4460334.092971113,POINT (4460334.092971113 2929598.1638891674),,very low
Edelsfeld,Landkreis Amberg-Sulzbach,2941085.491448239,4446650.563345863,POINT (4446650.563345863 2941085.491448239),,very low
Ursensollen,Landkreis Amberg-Sulzbach,2918687.3411920923,4451662.900166305,POINT (4451662.900166305 2918687.3411920923),,very low
Vilseck,Landkreis Amberg-Sulzbach,2944257.431661089,4450678.573413161,POINT (4450678.573413161 2944257.431661089),,very low
Vilseck,Landkreis Amberg-Sulzbach,2943836.752224071,4451540.138882596,POINT (4451540.138882596 2943836.752224071),,very low
Sulzbach-Rosenberg,Landkreis Amberg-Sulzbach,2936140.3442051793,4446882.265643569,POINT (4446882.265643569 2936140.3442051793),,very low
Sulzbach-Rosenberg,Landkreis Amberg-Sulzbach,2933024.6551185334,4446760.680105014,POINT (4446760.680105014 2933024.6551185334),,very low
Sulzbach-Rosenberg,Landkreis Amberg-Sulzbach,2932896.8711046916,4443150.985899986,POINT (4443150.985899986 2932896.8711046916),,very low
Sulzbach-Rosenberg,Landkreis Amberg-Sulzbach,2932538.846207958,4445677.516758551,POINT (4445677.516758551 2932538.846207958),,very low
Sulzbach-Rosenberg,Landkreis Amberg-Sulzbach,2933778.6175662563,4450654.247536874,POINT (4450654.247536874 2933778.6175662563),,very low
