ort,landkreis,latitude,longitude
Neumarkt in der Oberpfalz,Landkreis Neumarkt in der Oberpfalz,2908058.4062271034,4435526.74567927
Neumarkt in der Oberpfalz,Landkreis Neumarkt in der Oberpfalz,2904712.405545184,4426815.208796192
Neumarkt in der Oberpfalz,Landkreis Neumarkt in der Oberpfalz,2910549.8632588033,4425464.903736377
Berngau,Landkreis Neumarkt in der Oberpfalz,2902720.583954198,4421165.691613022
Lupburg,Landkreis Neumarkt in der Oberpfalz,2896726.51892237,4451161.640004435
Lupburg,Landkreis Neumarkt in der Oberpfalz,2897395.2585708513,4446485.698980944
Parsberg,Landkreis Neumarkt in der Oberpfalz,2894281.043592756,4451385.107607649
Parsberg,Landkreis Neumarkt in der Oberpfalz,2901968.0472598905,4446789.531049476
Lauterhofen,Landkreis Neumarkt in der Oberpfalz,2913371.448470829,4437775.720352405
Berg b.Neumarkt i.d.OPf.,Landkreis Neumarkt in der Oberpfalz,2919533.935264686,4426656.779791429
Berg b.Neumarkt i.d.OPf.,Landkreis Neumarkt in der Oberpfalz,2915051.0234520263,4422153.181576479
Neumarkt in der Oberpfalz,Landkreis Neumarkt in der Oberpfalz,2916452.9439647947,4422148.12431045
Neumarkt in der Oberpfalz,Landkreis Neumarkt in der Oberpfalz,2912260.4047027985,4428158.639314268
Deining,Landkreis Neumarkt in der Oberpfalz,2902233.1693078764,4430134.816686428
Postbauer-Heng,Landkreis Neumarkt in der Oberpfalz,2909957.4664986883,4419424.201485597
Postbauer-Heng,Landkreis Neumarkt in der Oberpfalz,2909965.2624567444,4421926.736513437
Breitenbrunn,Landkreis Neumarkt in der Oberpfalz,2885455.034598912,4440869.178230211
Berching,Landkreis Neumarkt in der Oberpfalz,2885692.167229694,4428817.257531234
Berching,Landkreis Neumarkt in der Oberpfalz,2895208.4141299003,4432653.165096169
Beilngries,Landkreis Eichstätt,2874812.4674298167,4433204.272467767
Beilngries,Landkreis Eichstätt,2876285.7715028035,4432238.166099469
Hohenfels,Landkreis Neumarkt in der Oberpfalz,2905372.9084505583,4458979.99162568
Velburg,Landkreis Neumarkt in der Oberpfalz,2906355.7686957354,4443441.704109742
Pilsach,Landkreis Neumarkt in der Oberpfalz,2912333.9558545044,4433255.406794473
Seubersdorf in der Oberpfalz,Landkreis Neumarkt in der Oberpfalz,2897928.689767741,4442552.714470837
Tiefenbach,Landkreis Cham,2932757.028348305,4511332.87236166
Lohberg,Landkreis Cham,2901746.949686587,4547602.3087640945
Walderbach,Landkreis Cham,2899643.4973287494,4495079.1989808455
Weiding,Landkreis Cham,2913328.3256566953,4518190.90137999
Arrach,Landkreis Cham,2903135.0701715886,4537680.13540562
Roding,Landkreis Cham,2898723.291105864,4503275.456476953
Roding,Landkreis Cham,2904651.689235391,4500203.5618895525
Roding,Landkreis Cham,2895192.3276100825,4500932.358068872
Rimbach,Landkreis Cham,2906217.840475664,4533868.493223698
Lam,Landkreis Cham,2906402.0387631413,4543168.520033817
Schorndorf,Landkreis Cham,2900758.2081604865,4510635.853303184
Waffenbrunn,Landkreis Cham,2909672.9651978943,4514711.945905031
Arnschwang,Landkreis Cham,2910081.225018999,4524138.064722906
Cham,Landkreis Cham,2908844.765539917,4519245.478120815
Cham,Landkreis Cham,2904550.761533863,4513836.264626533
Cham,Landkreis Cham,2904577.0544773173,4511756.548568919
Cham,Landkreis Cham,2902874.4708772954,4512055.911770954
Bad Kötzting,Landkreis Cham,2899397.42397151,4535483.102222808
Bad Kötzting,Landkreis Cham,2900815.7508148933,4532701.761271367
Schönthal,Landkreis Cham,2920589.982215264,4511479.742352722
Chamerau,Landkreis Cham,2902685.2868573703,4520695.285010358
Willmering,Landkreis Cham,2907935.212765774,4515555.437256164
Blaibach,Landkreis Cham,2897967.1091874167,4525125.751792985
Furth im Wald,Landkreis Cham,2917900.161871763,4527767.281780915
Furth im Wald,Landkreis Cham,2915338.984974974,4526819.4816609165
Hohenwarth,Landkreis Cham,2900601.197384306,4536507.807454172
Neukirchen beim Heiligen Blut,Landkreis Cham,2908042.631731057,4535641.099298417
Stamsried,Landkreis Cham,2908836.4294071984,4507847.671121203
Miltach,Landkreis Cham,2894703.2423796263,4525825.924950155
Wald,Landkreis Cham,2895171.414017447,4490013.037050757
Waldmünchen,Landkreis Cham,2921517.4283368294,4513424.868303713
Waldmünchen,Landkreis Cham,2920216.026980713,4519500.2258186275
Wiesent,Landkreis Regensburg,2884801.2930118283,4497074.019257742
Nittendorf,Landkreis Regensburg,2879991.0130420127,4461167.248953619
Nittendorf,Landkreis Regensburg,2883963.2859897013,4464531.214519221
Bernhardswald,Landkreis Regensburg,2895714.707895209,4488652.470804815
Bernhardswald,Landkreis Regensburg,2889447.791670576,4485928.640687022
Regensburg,,2880583.9639757727,4474586.466195136
Regensburg,,2880943.428824039,4473756.239587554
Regensburg,,2880732.125778092,4474509.057883027
Beratzhausen,Landkreis Regensburg,2895613.296004039,4452351.83147927
Pettendorf,Landkreis Regensburg,2886279.3860375048,4468473.989309755
Obertraubling,Landkreis Regensburg,2872481.5499803247,4475280.884273949
Obertraubling,Landkreis Regensburg,2873303.2983713825,4475480.410208222
Donaustauf,Landkreis Regensburg,2882629.9516122015,4483908.033000269
Fürth,,2933293.7099392936,4393417.82978295
Fürth,,2934448.0715421163,4391452.832322711
Fürth,,2932040.9644351597,4393391.819774496
Fürth,,2933662.4357977547,4392469.075679347
Fürth,,2934844.92173939,4391700.448078285
Fürth,,2931975.393728057,4393082.307882585
Fürth,,2932200.5736708646,4393465.677957657
Regenstauf,Landkreis Regensburg,2899575.496181918,4480151.365158623
Regenstauf,Landkreis Regensburg,2891688.8789506047,4471619.455349646
Regenstauf,Landkreis Regensburg,2893864.657114678,4473048.5059528
Regenstauf,Landkreis Regensburg,2891027.8831849387,4471651.058099891
Brunn,Landkreis Regensburg,2886140.652869365,4458580.637037435
Brunn,Landkreis Regensburg,2887166.339452791,4459709.346433505
Laaber,Landkreis Regensburg,2883580.0616906695,4457763.9587927675
Laaber,Landkreis Regensburg,2890228.0288875042,4459901.5098248115
Brennberg,Landkreis Regensburg,2890052.6124163484,4496401.881232721
Tegernheim,Landkreis Regensburg,2879704.3735837513,4481021.66385088
Maxhütte-Haidhof,Landkreis Schwandorf,2900227.2072177823,4476993.599026323
Maxhütte-Haidhof,Landkreis Schwandorf,2900130.009967068,4475808.342602785
Maxhütte-Haidhof,Landkreis Schwandorf,2898189.9201281862,4472646.104129308
Neustadt an der Donau,Landkreis Kelheim,2861368.808011991,4448625.989299747
Neustadt an der Donau,Landkreis Kelheim,2851087.671797239,4451066.658410177
Neustadt an der Donau,Landkreis Kelheim,2856523.3183706594,4451700.403523358
Ihrlerstein,Landkreis Kelheim,2872179.0909119095,4455527.3155454835
Painten,Landkreis Kelheim,2875864.723995462,4450903.983762401
Altmannstein,Landkreis Eichstätt,2868014.957051088,4436245.830498843
Altmannstein,Landkreis Eichstätt,2864908.739942149,4438887.048060017
Biburg,Landkreis Kelheim,2853003.2593496,4456858.968096775
Siegenburg,Landkreis Kelheim,2855716.117842467,4456289.814803215
Saal a.d.Donau,Landkreis Kelheim,2867368.028039253,4464352.069709083
Rohr i.NB,Landkreis Kelheim,2857513.2418600232,4461994.06743643
Bad Abbach,Landkreis Kelheim,2872052.266578849,4470673.437100407
Bad Abbach,Landkreis Kelheim,2868130.9941358967,4466280.451979668
Bad Abbach,Landkreis Kelheim,2865842.9799948325,4471480.750852429
Abensberg,Landkreis Kelheim,2862384.7854646435,4456103.05483576
Abensberg,Landkreis Kelheim,2855588.5846292553,4458608.35195263
Abensberg,Landkreis Kelheim,2860195.5114505356,4453096.370056431
Riedenburg,Landkreis Kelheim,2877204.1670296565,4443532.471517426
Hausen,Landkreis Kelheim,2860373.0743985404,4466613.86072222
Feucht,Landkreis Nürnberger Land,2917920.213803169,4412320.60297682
Feucht,Landkreis Nürnberger Land,2920336.7828285242,4410793.084099265
Feucht,Landkreis Nürnberger Land,2919049.7194334073,4408278.384098351
Kelheim,Landkreis Kelheim,2866899.728949272,4453594.58508083
Kelheim,Landkreis Kelheim,2863626.041192177,4453203.47203934
Kelheim,Landkreis Kelheim,2869522.4007215826,4458724.811598257
Kelheim,Landkreis Kelheim,2876007.756436358,4459797.210290472
Lauf an der Pegnitz,Landkreis Nürnberger Land,2935292.967258983,4413644.945272492
Lauf an der Pegnitz,Landkreis Nürnberger Land,2930761.395135076,4415933.349977914
Lauf an der Pegnitz,Landkreis Nürnberger Land,2932468.402835777,4415988.324686499
Lauf an der Pegnitz,Landkreis Nürnberger Land,2933761.8176028198,4414406.562353827
Lauf an der Pegnitz,Landkreis Nürnberger Land,2939612.5712400414,4410450.05195415
Lauf an der Pegnitz,Landkreis Nürnberger Land,2936626.7533405917,4408327.040946031
Lauf an der Pegnitz,Landkreis Nürnberger Land,2936981.9984921287,4408980.745376802
Leinburg,Landkreis Nürnberger Land,2926469.7184639974,4417458.850638618
Leinburg,Landkreis Nürnberger Land,2927976.2702056896,4416052.361386903
Hartenstein,Landkreis Nürnberger Land,2944982.4111311473,4428911.376435543
Velden,Landkreis Nürnberger Land,2941838.191116648,4433273.424909568
Waldkirchen,Landkreis Freyung-Grafenau,2858489.978525119,4586685.63569761
Waldkirchen,Landkreis Freyung-Grafenau,2859230.856138115,4584574.484551415
Waldkirchen,Landkreis Freyung-Grafenau,2854683.198633587,4585205.04010415
Mauth,Landkreis Freyung-Grafenau,2875845.077459759,4581536.926768786
Winkelhaid,Landkreis Nürnberger Land,2923242.049565872,4415997.646864051
Schwaig bei Nürnberg,Landkreis Nürnberger Land,2931100.96882929,4406750.261733917
Schwaig bei Nürnberg,Landkreis Nürnberger Land,2932051.81355607,4407839.092304589
Neureichenau,Landkreis Freyung-Grafenau,2853082.2096727444,4597215.975026023
Hinterschmiding,Landkreis Freyung-Grafenau,2864123.1924636993,4588695.272467253
Jandelsbrunn,Landkreis Freyung-Grafenau,2850520.5952383806,4594876.0802626405
Röhrnbach,Landkreis Freyung-Grafenau,2855862.4960389645,4578661.235766303
Engelthal,Landkreis Nürnberger Land,2929127.2898273645,4425052.634347083
Offenhausen,Landkreis Nürnberger Land,2929056.7588596144,4425508.015503711
Arnstorf,Landkreis Rottal-Inn,2829933.358916236,4531880.44563037
Arnstorf,Landkreis Rottal-Inn,2826377.538111345,4526710.916299568
Roßbach,Landkreis Rottal-Inn,2835444.985562147,4535847.41487533
Geiersthal,Landkreis Regen,2885053.0862749154,4538022.781254618
Teisnach,Landkreis Regen,2883171.4925385434,4544437.209342106
Rinchnach,Landkreis Regen,2875270.0408686753,4553920.511314049
Frauenau,Landkreis Regen,2879729.0511239897,4560839.358752386
Bodenmais,Landkreis Regen,2888905.380107687,4551493.426804844
Viechtach,Landkreis Regen,2892535.591709844,4530789.627101823
Viechtach,Landkreis Regen,2891496.679495111,4532663.273277003
Drachselsried,Landkreis Regen,2891031.2966443426,4539643.199705725
Gotteszell,Landkreis Regen,2875475.3525820654,4542366.15266507
Ruhmannsfelden,Landkreis Regen,2878504.821486914,4539349.1263719965
Zachenberg,Landkreis Regen,2878099.0179748153,4541238.761406903
Prackenbach,Landkreis Regen,2890150.003131374,4525051.117275545
Regen,Landkreis Regen,2874959.08455389,4549505.642978898
Regen,Landkreis Regen,2881156.844565434,4554127.1242378345
Regen,Landkreis Regen,2875942.6875792816,4549524.38153519
Kollnburg,Landkreis Regen,2884685.1154612014,4534996.339235909
Bischofsmais,Landkreis Regen,2870320.6001707744,4545032.435903727
Lindberg,Landkreis Regen,2887162.5194962267,4563980.019581326
Lindberg,Landkreis Regen,2881103.4882276393,4556000.469084416
Lindberg,Landkreis Regen,2884649.35680119,4561833.1534070335
Zwiesel,Landkreis Regen,2888928.442794256,4558704.89245209
Zwiesel,Landkreis Regen,2894059.8585176165,4561484.596407534
Zwiesel,Landkreis Regen,2884705.6679055975,4556292.476678193
Langdorf,Landkreis Regen,2882150.077683205,4549588.575848389
Kirchberg i.Wald,Landkreis Regen,2867885.372463684,4554162.391780554
Kirchdorf im Wald,Landkreis Regen,2871519.9315890293,4559447.630753506
Hohenau,Landkreis Freyung-Grafenau,2868075.0269774413,4581141.6188868815
Perlesreut,Landkreis Freyung-Grafenau,2856679.5340178623,4577272.431925598
Waldaschaff,Landkreis Aschaffenburg,2982394.5987637783,4272480.126293377
Weibersbrunn,Landkreis Aschaffenburg,2981619.1985494094,4283030.8436194565
Saldenburg,Landkreis Freyung-Grafenau,2858800.3872828064,4569341.566923406
Spiegelau,Landkreis Freyung-Grafenau,2871600.8106018547,4566921.425955422
Hunding,Landkreis Deggendorf,2865536.3652592124,4554319.696755333
Lalling,Landkreis Deggendorf,2866852.153957484,4550957.834334591
Deggendorf,Landkreis Deggendorf,2866059.95897552,4542434.709842918
Deggendorf,Landkreis Deggendorf,2864880.686496035,4540789.680409331
Deggendorf,Landkreis Deggendorf,2866263.4128873562,4543316.934107771
Deggendorf,Landkreis Deggendorf,2862092.427348639,4535814.4137237
Deggendorf,Landkreis Deggendorf,2859681.3307471187,4543330.043862229
Deggendorf,Landkreis Deggendorf,2865799.6986028985,4539419.224794903
Deggendorf,Landkreis Deggendorf,2860032.7340982,4540949.849793633
Deggendorf,Landkreis Deggendorf,2860085.3866558447,4533328.941394123
Deggendorf,Landkreis Deggendorf,2867891.643690925,4543768.778608098
Aholming,Landkreis Deggendorf,2849677.490303327,4534725.60545655
Künzing,Landkreis Deggendorf,2843645.9422988286,4547378.824639936
Plattling,Landkreis Deggendorf,2856284.761971361,4536135.87040056
Plattling,Landkreis Deggendorf,2857964.7367375963,4531462.267022029
Plattling,Landkreis Deggendorf,2857556.2360556824,4537049.836185386
Hengersberg,Landkreis Deggendorf,2856053.682454498,4544715.914905338
Hengersberg,Landkreis Deggendorf,2856160.9503843677,4550062.856021862
Moos,Landkreis Deggendorf,2853517.5664414684,4537348.115580573
Osterhofen,Landkreis Deggendorf,2838217.1397536825,4539599.533544425
Osterhofen,Landkreis Deggendorf,2847582.7051867517,4546715.0184446825
Osterhofen,Landkreis Deggendorf,2839325.6729402314,4538767.772756323
Schöllnach,Landkreis Deggendorf,2860536.0475217677,4556647.770829273
Grafling,Landkreis Deggendorf,2870156.157071161,4537954.303192617
Offenberg,Landkreis Deggendorf,2865270.1819514553,4530971.892758209
Reichenberg,Landkreis Würzburg,2958234.5975563372,4313730.992036794
Bernried,Landkreis Deggendorf,2868779.003284999,4535010.471636944
Stephansposching,Landkreis Deggendorf,2857914.130397201,4527834.967457786
Winzer,Landkreis Deggendorf,2847266.6212848634,4549568.596179522
Passau,,2838459.262529617,4574915.901362241
Passau,,2835395.697269235,4574657.941962785
Passau,,2837149.7342649167,4575446.509720162
Passau,,2837275.7305598184,4571664.463356359
Obernzell,Landkreis Passau,2835512.382932778,4586537.877794239
Bad Griesbach i.Rottal,Landkreis Passau,2820433.725201244,4559678.130566478
Bad Griesbach i.Rottal,Landkreis Passau,2827518.7898402354,4557043.790500596
Neukirchen vorm Wald,Landkreis Passau,2846813.1105753416,4570841.420785002
Neuburg am Inn,Landkreis Passau,2829396.7607642463,4574948.035372107
Haarbach,Landkreis Passau,2824618.440997514,4553762.381053438
Neuhaus am Inn,Landkreis Passau,2821559.673024897,4574255.423638608
Wegscheid,Landkreis Passau,2838620.500777279,4598717.33385848
Wegscheid,Landkreis Passau,2842321.876779069,4596804.196486357
Fürstenstein,Landkreis Passau,2851071.0612420673,4566170.307577444
Bad Füssing,Landkreis Passau,2811722.939882887,4570569.631630661
Bad Füssing,Landkreis Passau,2805003.155669961,4564647.162315573
Obernzell,Landkreis Passau,2832048.6943632606,4593744.802675995
Obernzell,Landkreis Passau,2836110.9016287965,4594058.594299508
Untergriesbach,Landkreis Passau,2831693.059480319,4596676.759367551
Untergriesbach,Landkreis Passau,2838062.0831549442,4588636.798762663
Kist,Landkreis Würzburg,2957582.025500773,4306601.711045841
Büchlberg,Landkreis Passau,2844730.5358393146,4582861.164007897
Windorf,Landkreis Passau,2845176.23099605,4559772.184169851
Kößlarn,Landkreis Passau,2810111.805742456,4555158.055826431
Salzweg,Landkreis Passau,2840096.060200136,4576953.106953567
Salzweg,Landkreis Passau,2840300.7076693363,4574932.507584077
Eging a.See,Landkreis Passau,2848449.2120954045,4560941.885403787
Pocking,Landkreis Passau,2813377.439565798,4571986.581873777
Pocking,Landkreis Passau,2814339.8285387284,4573270.491784944
Pocking,Landkreis Passau,2816703.3823789894,4570078.793616035
Pocking,Landkreis Passau,2814711.8127126754,4562500.158761388
Tittling,Landkreis Passau,2853218.6047256747,4571923.40326184
Witzmannsberg,Landkreis Passau,2851880.0418268433,4568007.246141486
Aicha vorm Wald,Landkreis Passau,2846080.8357103853,4563740.120502686
Hauzenberg,Landkreis Passau,2846267.1039124876,4587027.124285094
Hauzenberg,Landkreis Passau,2838753.6318107555,4586024.856859952
Hauzenberg,Landkreis Passau,2840991.636101239,4588355.196658621
Breitenberg,Landkreis Passau,2848852.4677594993,4596694.889577402
Ruhstorf a.d.Rott,Landkreis Passau,2825241.8415662204,4560624.44913065
Ruhstorf a.d.Rott,Landkreis Passau,2822552.0449569654,4564555.000471613
Ruderting,Landkreis Passau,2845047.238318103,4568392.532826293
Thyrnau,Landkreis Passau,2840916.1716683405,4582754.671430345
Vilshofen an der Donau,Landkreis Passau,2836838.669171574,4554427.740629702
Vilshofen an der Donau,Landkreis Passau,2844925.129103617,4549904.76071846
Vilshofen an der Donau,Landkreis Passau,2837586.6634819866,4551090.375237497
Vilshofen an der Donau,Landkreis Passau,2842450.2607347583,4556665.46629384
Hutthurm,Landkreis Passau,2850134.88754741,4579359.160845217
Hutthurm,Landkreis Passau,2846315.8303063028,4574869.080748105
Hofkirchen,Landkreis Passau,2844752.9426536653,4552658.275059623
Simbach,Landkreis Dingolfing-Landau,2832785.3314974126,4521433.421897696
Wallersdorf,Landkreis Dingolfing-Landau,2847436.0427780757,4523521.030309793
Wallersdorf,Landkreis Dingolfing-Landau,2850891.628488269,4521051.463195177
Pilsting,Landkreis Dingolfing-Landau,2843102.9835551665,4515557.4114264045
Pilsting,Landkreis Dingolfing-Landau,2849903.815961398,4519419.965557745
Landau an der Isar,Landkreis Dingolfing-Landau,2839431.50794468,4517273.169587292
Landau an der Isar,Landkreis Dingolfing-Landau,2840831.774142814,4524070.824023463
Landau an der Isar,Landkreis Dingolfing-Landau,2841830.6898418274,4515315.86918037
Eichendorf,Landkreis Dingolfing-Landau,2839717.2584381565,4534524.758755203
Eichendorf,Landkreis Dingolfing-Landau,2840459.2893239623,4525019.558197662
Mamming,Landkreis Dingolfing-Landau,2841406.391567782,4514684.340759078
Reisbach,Landkreis Dingolfing-Landau,2827315.070688769,4514655.009826858
Reisbach,Landkreis Dingolfing-Landau,2832992.618210525,4513236.1086272085
Ursberg,Landkreis Günzburg,2795508.2571574184,4353675.162331569
Ziemetshausen,Landkreis Günzburg,2798082.387181288,4362279.568697293
Thannhausen,Landkreis Günzburg,2795310.993931979,4357578.698032634
Thannhausen,Landkreis Günzburg,2794637.2762785177,4359085.973844761
Neuburg an der Kammel,Landkreis Günzburg,2800904.202159525,4349369.779706908
Leiblfing,Landkreis Straubing-Bogen,2856351.5394385294,4503757.496864504
