ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise
282;Weißenstadt;Landkreis Wunsiedel im Fichtelgebirge;5009050000000000,0;1,18305e+16;;very low;E;1589,0
283;Waldbrunn;Landkreis Würzburg;4975350000000000,0;9794530000000000,0;;very low;F;3022,0
284;Tröstau;Landkreis Wunsiedel im Fichtelgebirge;5005360000000000,0;1,18886e+16;;very low;D;1589,0
285;Marktleuthen;Landkreis Wunsiedel im Fichtelgebirge;501095000000000,0;1,20182e+16;;very low;F;1589,0
286;Kleinrinderfeld;Landkreis Würzburg;4970740000000000,0;984228000000000,0;;very low;B;3022,0
287;Kemnath;Landkreis Tirschenreuth;4984410000000000,0;1,19866e+16;;very low;D;1750,0
288;Waldershof;Landkreis Tirschenreuth;4,99866e+16;120295000000000,0;;very low;A+;1750,0
289;Leonberg;Landkreis Tirschenreuth;4991530000000000,0;1,23184e+16;;very low;D;1750,0
290;Leonberg;Landkreis Tirschenreuth;4994630000000000,0;122210000000000,0;;very low;C;1750,0
291;Mitterteich;Landkreis Tirschenreuth;4996190000000000,0;1,2253e+16;;very low;G;1750,0
292;Mitterteich;Landkreis Tirschenreuth;4994110000000000,0;1,21971e+16;;very low;H;1750,0
293;Bärnau;Landkreis Tirschenreuth;498476000000000,0;1,23679e+16;;very low;A;1750,0
294;Waldsassen;Landkreis Tirschenreuth;5003580000000000,0;1229460000000000,0;;very low;A;1750,0
295;Waldsassen;Landkreis Tirschenreuth;500543000000000,0;1227310000000000,0;;very low;H;1750,0
296;Kulmain;Landkreis Tirschenreuth;4988790000000000,0;11940100000000,0;;very low;D;1750,0
297;Plößberg;Landkreis Tirschenreuth;4,97999e+16;1,22663e+16;;very low;A;1750,0
298;Mähring;Landkreis Tirschenreuth;4986840000000000,0;1247450000000000,0;;very low;A+;1750,0
299;Immenreuth;Landkreis Tirschenreuth;499614000000000,0;1183490000000000,0;;very low;C;1750,0
300;Neusorg;Landkreis Tirschenreuth;4994790000000000,0;1195800000000000,0;;very low;C;1750,0
301;Tirschenreuth;Landkreis Tirschenreuth;4993380000000000,0;1,23785e+16;;very low;H;1750,0
302;Tirschenreuth;Landkreis Tirschenreuth;4990590000000000,0;1,23358e+16;;very low;A;1750,0
303;Wiesau;Landkreis Tirschenreuth;4991970000000000,0;1,216e+16;;very low;B;1750,0
304;Konnersreuth;Landkreis Tirschenreuth;5001590000000000,0;1,22363e+16;;very low;A;1750,0
305;Auerbach;Landkreis Deggendorf;488295000000000,0;1308230000000000,0;;very low;D;2884,0
306;Grainet;Landkreis Freyung-Grafenau;4,87939e+16;1361540000000000,0;;very low;D;2122,0
307;Bruck i.d.OPf.;Landkreis Schwandorf;4925220000000000,0;1,23616e+16;;very low;D;2749,0
308;Steinberg am See;Landkreis Schwandorf;4928170000000000,0;1220690000000000,0;;very low;C;2749,0
309;Neunburg vorm Wald;Landkreis Schwandorf;4932980000000000,0;1,24843e+16;;very low;A+;2749,0
310;Neunburg vorm Wald;Landkreis Schwandorf;4932110000000000,0;1,2477e+16;;very low;C;2749,0
311;Wackersdorf;Landkreis Schwandorf;4930530000000000,0;1,22023e+16;;very low;F;2749,0
312;Schwarzenfeld;Landkreis Schwandorf;4937010000000000,0;1,22342e+16;;very low;G;2749,0
313;Schwarzenfeld;Landkreis Schwandorf;4937820000000000,0;1,21112e+16;;very low;E;2749,0
314;Bodenwöhr;Landkreis Schwandorf;4926950000000000,0;1,23539e+16;;very low;D;2749,0
315;Teunz;Landkreis Schwandorf;4951650000000000,0;1,24198e+16;;very low;G;2749,0
316;Nabburg;Landkreis Schwandorf;4,94811e+16;1,21475e+16;;very low;G;2749,0
317;Nabburg;Landkreis Schwandorf;494767000000000,0;1,21455e+16;;very low;H;2749,0
318;Wernberg-Köblitz;Landkreis Schwandorf;4,94888e+16;1,21025e+16;;very low;G;2749,0
319;Wernberg-Köblitz;Landkreis Schwandorf;4953970000000000,0;1,21244e+16;;very low;G;2749,0
320;Schmidgaden;Landkreis Schwandorf;4,94156e+16;1,20626e+16;;very low;A+;2749,0
321;Rötz;Landkreis Cham;4939960000000000,0;1,2554e+16;;very low;A;1789,0
322;Oberviechtach;Landkreis Schwandorf;4944970000000000,0;1,24629e+16;;very low;D;2749,0
323;Schönsee;Landkreis Schwandorf;4951960000000000,0;1,25173e+16;;very low;G;2749,0
324;Schwandorf;Landkreis Schwandorf;4936690000000000,0;1210920000000000,0;;very low;F;2749,0
325;Schwandorf;Landkreis Schwandorf;4933740000000000,0;1,21829e+16;;very low;H;2749,0
326;Schwandorf;Landkreis Schwandorf;4936380000000000,0;1,21635e+16;;very low;C;2749,0
327;Schwandorf;Landkreis Schwandorf;493636000000000,0;1,2158e+16;;very low;H;2749,0
328;Schwandorf;Landkreis Schwandorf;4930730000000000,0;1,20011e+16;;very low;D;2749,0
329;Schwandorf;Landkreis Schwandorf;4936400000000000,0;1207070000000000,0;;very low;C;2749,0
330;Schwandorf;Landkreis Schwandorf;4931370000000000,0;1,20571e+16;;very low;A+;2749,0
331;Rieden;Landkreis Amberg-Sulzbach;4930980000000000,0;1192800000000000,0;;very low;D;2508,0
332;Hirschau;Landkreis Amberg-Sulzbach;4952220000000000,0;1,19059e+16;;very low;C;2508,0
333;Hirschau;Landkreis Amberg-Sulzbach;495606000000000,0;118750000000000,0;;very low;D;2508,0
334;Ebermannsdorf;Landkreis Amberg-Sulzbach;4938330000000000,0;1197800000000000,0;;very low;A;2508,0
335;Schmidmühlen;Landkreis Amberg-Sulzbach;4926440000000000,0;119228000000000,0;;very low;A+;2508,0
336;Neukirchen bei Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4955150000000000,0;1,16612e+16;;very low;G;2508,0
337;Amberg;;4944480000000000,0;1189050000000000,0;;very low;F;3008,0
338;Amberg;;4943950000000000,0;1,18167e+16;;very low;D;3008,0
339;Amberg;;4943090000000000,0;1,18857e+16;;very low;E;3008,0
340;Amberg;;4945520000000000,0;1184820000000000,0;;very low;D;3008,0
341;Amberg;;4946510000000000,0;1185060000000000,0;;very low;H;3008,0
342;Amberg;;4945490000000000,0;1,18505e+16;;very low;E;3008,0
343;Amberg;;4942820000000000,0;1,17816e+16;;very low;G;3008,0
344;Amberg;;4944490000000000,0;1,18875e+16;;very low;D;3008,0
345;Amberg;;4946700000000000,0;1,18379e+16;;very low;B;3008,0
346;Amberg;;4943460000000000,0;1,18913e+16;;very low;E;3008,0
347;Amberg;;4944370000000000,0;1189740000000000,0;;very low;A;3008,0
348;Freihung;Landkreis Amberg-Sulzbach;496077000000000,0;1192350000000000,0;;very low;E;2508,0
349;Ammerthal;Landkreis Amberg-Sulzbach;4944570000000000,0;1,17724e+16;;very low;H;2508,0
350;Poppenricht;Landkreis Amberg-Sulzbach;4947340000000000,0;1,18426e+16;;very low;A+;2508,0
351;Schnaittenbach;Landkreis Amberg-Sulzbach;4957790000000000,0;1,20246e+16;;very low;D;2508,0
352;Illschwang;Landkreis Amberg-Sulzbach;49471900000000,0;1,17018e+16;;very low;B;2508,0
353;Ensdorf;Landkreis Amberg-Sulzbach;4933570000000000,0;1,1915e+16;;very low;E;2508,0
354;Hahnbach;Landkreis Amberg-Sulzbach;4951620000000000,0;1,1787e+16;;very low;C;2508,0
355;Kastl;Landkreis Amberg-Sulzbach;4,93779e+16;1,16895e+16;;very low;A+;2508,0
356;Kümmersbruck;Landkreis Amberg-Sulzbach;4943860000000000,0;1,19077e+16;;very low;H;2508,0
357;Kümmersbruck;Landkreis Amberg-Sulzbach;4943160000000000,0;11898000000000,0;;very low;C;2508,0
358;Kümmersbruck;Landkreis Amberg-Sulzbach;4941860000000000,0;1,18913e+16;;very low;A+;2508,0
359;Edelsfeld;Landkreis Amberg-Sulzbach;4959280000000000,0;1173710000000000,0;;very low;A;2508,0
360;Ursensollen;Landkreis Amberg-Sulzbach;493670000000000,0;1183050000000000,0;;very low;D;2508,0
361;Vilseck;Landkreis Amberg-Sulzbach;4963160000000000,0;1176610000000000,0;;very low;C;2508,0
362;Vilseck;Landkreis Amberg-Sulzbach;4961460000000000,0;1173960000000000,0;;very low;E;2508,0
363;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4950100000000000,0;1,17038e+16;;very low;F;2508,0
364;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4954810000000000,0;1,17103e+16;;very low;B;2508,0
365;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4953460000000000,0;1,17119e+16;;very low;D;2508,0
366;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4949680000000000,0;1,17786e+16;;very low;A;2508,0
367;Sulzbach-Rosenberg;Landkreis Amberg-Sulzbach;4,94904e+16;1,16908e+16;;very low;D;2508,0
368;Freudenberg;Landkreis Amberg-Sulzbach;4948490000000000,0;1,19142e+16;;very low;D;2508,0
369;Freystadt;Landkreis Neumarkt in der Oberpfalz;4924790000000000,0;1,13297e+16;;very low;C;3013,0
370;Freystadt;Landkreis Neumarkt in der Oberpfalz;4924310000000000,0;1,13409e+16;;very low;E;3013,0
371;Dietfurt an der Altmühl;Landkreis Neumarkt in der Oberpfalz;4902550000000000,0;1,16322e+16;;very low;F;3013,0
372;Dietfurt an der Altmühl;Landkreis Neumarkt in der Oberpfalz;4899430000000000,0;115645000000000,0;;very low;F;3013,0
373;Sengenthal;Landkreis Neumarkt in der Oberpfalz;4922140000000000,0;114824000000000,0;;very low;H;3013,0
374;Mühlhausen;Landkreis Neumarkt in der Oberpfalz;4915230000000000,0;1,14427e+16;;very low;D;3013,0
375;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4929770000000000,0;1,14222e+16;;very low;G;3013,0
376;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4929900000000000,0;1,1531e+16;;very low;C;3013,0
377;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4929870000000000,0;1,1402e+16;;very low;F;3013,0
378;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4,92621e+16;1,14415e+16;;very low;H;3013,0
379;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4928710000000000,0;1150640000000000,0;;very low;C;3013,0
380;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;492471000000000,0;1,14521e+16;;very low;E;3013,0
381;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4927930000000000,0;1,14678e+16;;very low;C;3013,0
382;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4927240000000000,0;1150540000000000,0;;very low;F;3013,0
383;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;492729000000000,0;1,15467e+16;;very low;A;3013,0
384;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4930300000000000,0;1150790000000000,0;;very low;A;3013,0
385;Berngau;Landkreis Neumarkt in der Oberpfalz;4,92349e+16;1140340000000000,0;;very low;G;3013,0
386;Lupburg;Landkreis Neumarkt in der Oberpfalz;4915500000000000,0;1,16868e+16;;very low;H;3013,0
387;Lupburg;Landkreis Neumarkt in der Oberpfalz;4,91689e+16;1,1738e+16;;very low;A+;3013,0
388;Parsberg;Landkreis Neumarkt in der Oberpfalz;4,91176e+16;1,17473e+16;;very low;D;3013,0
389;Parsberg;Landkreis Neumarkt in der Oberpfalz;4920670000000000,0;1175700000000000,0;;very low;B;3013,0
390;Lauterhofen;Landkreis Neumarkt in der Oberpfalz;4933380000000000,0;1,15778e+16;;very low;F;3013,0
391;Berg b.Neumarkt i.d.OPf.;Landkreis Neumarkt in der Oberpfalz;4937380000000000,0;1,14322e+16;;very low;H;3013,0
392;Berg b.Neumarkt i.d.OPf.;Landkreis Neumarkt in der Oberpfalz;4937280000000000,0;1148010000000000,0;;very low;E;3013,0
393;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4933580000000000,0;1,14753e+16;;very low;C;3013,0
394;Neumarkt in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4931010000000000,0;114641000000000,0;;very low;H;3013,0
395;Deining;Landkreis Neumarkt in der Oberpfalz;4921580000000000,0;1,15406e+16;;very low;C;3013,0
396;Postbauer-Heng;Landkreis Neumarkt in der Oberpfalz;4,9315e+16;1,1383e+16;;very low;F;3013,0
397;Postbauer-Heng;Landkreis Neumarkt in der Oberpfalz;4926390000000000,0;1136100000000000,0;;very low;G;3013,0
398;Breitenbrunn;Landkreis Neumarkt in der Oberpfalz;4,90715e+16;1160560000000000,0;;very low;C;3013,0
399;Berching;Landkreis Neumarkt in der Oberpfalz;4909680000000000,0;1150830000000000,0;;very low;A;3013,0
400;Berching;Landkreis Neumarkt in der Oberpfalz;491391000000000,0;1,13925e+16;;very low;A+;3013,0
401;Beilngries;Landkreis Eichstätt;4901870000000000,0;1,15156e+16;;very low;G;3904,0
402;Beilngries;Landkreis Eichstätt;4898720000000000,0;1156770000000000,0;;very low;C;3904,0
403;Hohenfels;Landkreis Neumarkt in der Oberpfalz;4921280000000000,0;1,18417e+16;;very low;E;3013,0
404;Velburg;Landkreis Neumarkt in der Oberpfalz;4928940000000000,0;1166380000000000,0;;very low;B;3013,0
405;Pilsach;Landkreis Neumarkt in der Oberpfalz;4934150000000000,0;1,15087e+16;;very low;G;3013,0
406;Seubersdorf in der Oberpfalz;Landkreis Neumarkt in der Oberpfalz;4919130000000000,0;1,16647e+16;;very low;G;3013,0
407;Tiefenbach;Landkreis Cham;4948770000000000,0;1262930000000000,0;;very low;D;1789,0
408;Lohberg;Landkreis Cham;4912480000000000,0;1,31029e+16;;very low;F;1789,0
409;Walderbach;Landkreis Cham;4919130000000000,0;1,23993e+16;;very low;D;1789,0
410;Weiding;Landkreis Cham;4929300000000000,0;1270830000000000,0;;very low;A+;1789,0
411;Arrach;Landkreis Cham;4,91766e+16;1300300000000000,0;;very low;D;1789,0
412;Roding;Landkreis Cham;4916270000000000,0;1,24528e+16;;very low;D;1789,0
413;Roding;Landkreis Cham;4919800000000000,0;1,25049e+16;;very low;D;1789,0
414;Roding;Landkreis Cham;4915200000000000,0;1248620000000000,0;;very low;E;1789,0
415;Rimbach;Landkreis Cham;4924620000000000,0;1,28602e+16;;very low;F;1789,0
416;Lam;Landkreis Cham;4918720000000000,0;1302550000000000,0;;very low;F;1789,0
417;Schorndorf;Landkreis Cham;491896000000000,0;1255890000000000,0;;very low;G;1789,0
418;Waffenbrunn;Landkreis Cham;4927680000000000,0;1,26411e+16;;very low;B;1789,0
419;Arnschwang;Landkreis Cham;4928680000000000,0;1281490000000000,0;;very low;E;1789,0
420;Cham;Landkreis Cham;4920210000000000,0;1,25624e+16;;very low;E;1789,0
421;Cham;Landkreis Cham;4923000000000000,0;1,26643e+16;;very low;C;1789,0
422;Cham;Landkreis Cham;4,92032e+16;1,27185e+16;;very low;A;1789,0
423;Cham;Landkreis Cham;4921800000000000,0;1256720000000000,0;;very low;C;1789,0
424;Bad Kötzting;Landkreis Cham;491712000000000,0;1,29399e+16;;very low;H;1789,0
425;Bad Kötzting;Landkreis Cham;4915030000000000,0;1293670000000000,0;;very low;E;1789,0
426;Schönthal;Landkreis Cham;4934120000000000,0;1,25997e+16;;very low;D;1789,0
427;Chamerau;Landkreis Cham;4919610000000000,0;1281220000000000,0;;very low;A+;1789,0
428;Willmering;Landkreis Cham;4926410000000000,0;1,26742e+16;;very low;F;1789,0
429;Blaibach;Landkreis Cham;4918360000000000,0;1,27977e+16;;very low;C;1789,0
430;Furth im Wald;Landkreis Cham;4931720000000000,0;1281430000000000,0;;very low;D;1789,0
431;Furth im Wald;Landkreis Cham;4932020000000000,0;1,2795e+16;;very low;C;1789,0
432;Hohenwarth;Landkreis Cham;4922370000000000,0;1,29644e+16;;very low;E;1789,0
433;Neukirchen beim Heiligen Blut;Landkreis Cham;4926860000000000,0;1301750000000000,0;;very low;D;1789,0
434;Stamsried;Landkreis Cham;4926690000000,0;1,24601e+16;;very low;G;1789,0
435;Miltach;Landkreis Cham;4917560000000000,0;1,27873e+16;;very low;D;1789,0
436;Wald;Landkreis Cham;491205000000000,0;1,23907e+16;;very low;H;1789,0
437;Waldmünchen;Landkreis Cham;4943150000000000,0;1,26611e+16;;very low;D;1789,0
438;Waldmünchen;Landkreis Cham;4,93701e+16;1,26579e+16;;very low;G;1789,0
439;Wiesent;Landkreis Regensburg;4902160000000000,0;123475000000000,0;;very low;A;3647,0
440;Nittendorf;Landkreis Regensburg;4900110000000000,0;1,1932e+16;;very low;G;3647,0
441;Nittendorf;Landkreis Regensburg;4,90281e+16;1,19897e+16;;very low;H;3647,0
442;Bernhardswald;Landkreis Regensburg;4909300000000000,0;1,22563e+16;;very low;F;3647,0
443;Bernhardswald;Landkreis Regensburg;4912330000000000,0;1,2263e+16;;very low;C;3647,0
444;Regensburg;;4901720000000000,0;1209020000000000,0;;very low;G;4751,0
445;Regensburg;;4901440000000000,0;1209330000000000,0;;very low;F;4751,0
446;Regensburg;;4902210000000000,0;1,20924e+16;;very low;H;4751,0
447;Beratzhausen;Landkreis Regensburg;4912640000000000,0;1,18541e+16;;very low;C;3647,0
448;Pettendorf;Landkreis Regensburg;4904290000000000,0;1,19934e+16;;very low;D;3647,0
449;Obertraubling;Landkreis Regensburg;4892640000000000,0;1,21497e+16;;very low;C;3647,0
450;Obertraubling;Landkreis Regensburg;4895890000000000,0;1,21683e+16;;very low;B;3647,0
451;Donaustauf;Landkreis Regensburg;4903480000000000,0;1,22218e+16;;very low;G;3647,0
452;Fürth;;4947710000000000,0;1,10182e+16;;very low;G;4602,0
453;Fürth;;4948280000000000,0;1101340000000000,0;;very low;G;4602,0
454;Fürth;;4949020000000000,0;1100830000000000,0;;very low;E;4602,0
455;Fürth;;4,95228e+16;1100220000000000,0;;very low;C;4602,0
456;Fürth;;4,94878e+16;1,10118e+16;;very low;C;4602,0
457;Fürth;;4950780000000000,0;1,09777e+16;;very low;E;4602,0
458;Fürth;;4950800000000000,0;1,09818e+16;;very low;D;4602,0
459;Regenstauf;Landkreis Regensburg;4920880000000000,0;1,21742e+16;;very low;E;3647,0
460;Regenstauf;Landkreis Regensburg;4,91128e+16;1214520000000000,0;;very low;F;3647,0
461;Regenstauf;Landkreis Regensburg;4912190000000000,0;1211450000000000,0;;very low;F;3647,0
462;Regenstauf;Landkreis Regensburg;4911140000000000,0;1,2118e+16;;very low;G;3647,0
463;Brunn;Landkreis Regensburg;4,90924e+16;1189120000000000,0;;very low;D;3647,0
464;Brunn;Landkreis Regensburg;4906030000000000,0;1,19225e+16;;very low;G;3647,0
465;Laaber;Landkreis Regensburg;4910130000000000,0;1,19046e+16;;very low;D;3647,0
466;Laaber;Landkreis Regensburg;4904570000000000,0;1,19267e+16;;very low;D;3647,0
467;Brennberg;Landkreis Regensburg;4908960000000000,0;1,23716e+16;;very low;F;3647,0
468;Tegernheim;Landkreis Regensburg;4,90518e+16;1,21942e+16;;very low;F;3647,0
469;Maxhütte-Haidhof;Landkreis Schwandorf;491949000000000,0;1208900000000000,0;;very low;E;2749,0
470;Maxhütte-Haidhof;Landkreis Schwandorf;491961000000000,0;1,21248e+16;;very low;H;2749,0
471;Maxhütte-Haidhof;Landkreis Schwandorf;4918830000000000,0;1,2132e+16;;very low;A;2749,0
472;Neustadt an der Donau;Landkreis Kelheim;4881690000000000,0;1174480000000000,0;;very low;G;3488,0
473;Neustadt an der Donau;Landkreis Kelheim;4874820000000000,0;1,16863e+16;;very low;A;3488,0
474;Neustadt an der Donau;Landkreis Kelheim;4883420000000000,0;1,17795e+16;;very low;C;3488,0
475;Ihrlerstein;Landkreis Kelheim;4892900000000000,0;1186370000000000,0;;very low;D;3488,0
476;Painten;Landkreis Kelheim;4897520000000000,0;1,17793e+16;;very low;E;3488,0
477;Altmannstein;Landkreis Eichstätt;4891450000000000,0;1,15205e+16;;very low;D;3904,0
478;Altmannstein;Landkreis Eichstätt;4888840000000000,0;1,17324e+16;;very low;F;3904,0
479;Biburg;Landkreis Kelheim;4874490000000000,0;1,18275e+16;;very low;G;3488,0
480;Siegenburg;Landkreis Kelheim;4875330000000000,0;1,17922e+16;;very low;D;3488,0
481;Saal a.d.Donau;Landkreis Kelheim;4890180000000000,0;119577000000000,0;;very low;H;3488,0
482;Rohr i.NB;Landkreis Kelheim;4,8748e+16;119864000000000,0;;very low;G;3488,0
483;Bad Abbach;Landkreis Kelheim;4887360000000000,0;1,21312e+16;;very low;B;3488,0
484;Bad Abbach;Landkreis Kelheim;488962000000000,0;1,20924e+16;;very low;H;3488,0
485;Bad Abbach;Landkreis Kelheim;4891950000000000,0;1,20336e+16;;very low;B;3488,0
486;Abensberg;Landkreis Kelheim;4883500000000000,0;1,18684e+16;;very low;B;3488,0
487;Abensberg;Landkreis Kelheim;4881930000000000,0;1,18578e+16;;very low;E;3488,0
488;Abensberg;Landkreis Kelheim;4880880000000000,0;1,18801e+16;;very low;E;3488,0
489;Riedenburg;Landkreis Kelheim;4896130000000000,0;1,17052e+16;;very low;C;3488,0
490;Hausen;Landkreis Kelheim;4883970000000000,0;1,19743e+16;;very low;A+;3488,0
491;Feucht;Landkreis Nürnberger Land;4938390000000000,0;1,11924e+16;;very low;F;3585,0
492;Feucht;Landkreis Nürnberger Land;4937950000000000,0;1128200000000000,0;;very low;C;3585,0
493;Feucht;Landkreis Nürnberger Land;4936360000000000,0;1,12474e+16;;very low;D;3585,0
494;Kelheim;Landkreis Kelheim;4891250000000000,0;1187180000000000,0;;very low;D;3488,0
495;Kelheim;Landkreis Kelheim;4,89035e+16;1,18397e+16;;very low;F;3488,0
496;Kelheim;Landkreis Kelheim;4892130000000000,0;1,19462e+16;;very low;G;3488,0
497;Kelheim;Landkreis Kelheim;4,89328e+16;1,19633e+16;;very low;F;3488,0
498;Lauf an der Pegnitz;Landkreis Nürnberger Land;4952470000000000,0;1122310000000000,0;;very low;F;3585,0
499;Lauf an der Pegnitz;Landkreis Nürnberger Land;4956060000000000,0;1,12487e+16;;very low;B;3585,0
500;Lauf an der Pegnitz;Landkreis Nürnberger Land;4952410000000000,0;1,12282e+16;;very low;D;3585,0
501;Lauf an der Pegnitz;Landkreis Nürnberger Land;4954040000000000,0;1,12351e+16;;very low;B;3585,0
502;Lauf an der Pegnitz;Landkreis Nürnberger Land;4,94955e+16;1,12707e+16;;very low;C;3585,0
503;Lauf an der Pegnitz;Landkreis Nürnberger Land;4953470000000000,0;1,12255e+16;;very low;G;3585,0
504;Lauf an der Pegnitz;Landkreis Nürnberger Land;4955940000000000,0;1,1233e+16;;very low;E;3585,0
505;Leinburg;Landkreis Nürnberger Land;4,94334e+16;1,13423e+16;;very low;D;3585,0
506;Leinburg;Landkreis Nürnberger Land;4943150000000000,0;1,13546e+16;;very low;C;3585,0
507;Hartenstein;Landkreis Nürnberger Land;4,96438e+16;1,14734e+16;;very low;A;3585,0
508;Velden;Landkreis Nürnberger Land;4958210000000000,0;1,1531e+16;;very low;A;3585,0
509;Waldkirchen;Landkreis Freyung-Grafenau;487769000000000,0;1,35887e+16;;very low;H;2122,0
