ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;Immobilienschaden;EAI;EI;Neuer Immobilienwert;Neue LtV;Neue Risikogewicht;Neue RWA;RWA Änderung
Veitshöchheim;Landkreis Würzburg;4,98519E+15;9,90034E+14;;0,0;very low;0,0;0,0;H;3022,0;60,0;181320,0;0,69;124906,11;0,3;0,0;0,0;0,0;181320,0;0,6888711118464593;0,3;37471,833;0,0
Veitshöchheim;Landkreis Würzburg;4,98534E+15;9,87319E+15;;0,0;very low;0,0;0,0;E;3022,0;104,63;316185,46;0,46;146275,79;0,2;0,0;0,0;0,0;316185,46;0,4626265546809142;0,2;29255,158000000003;0,0
Eibelstadt;Landkreis Würzburg;4,97237E+15;1,00165E+16;;0,0;very low;0,0;0,0;F;3022,0;222,66;672884,79;0,39;260577,26;0,2;0,0;0,0;0,0;672884,79;0,38725390122133685;0,2;52115,452000000005;0,0
Theilheim;Landkreis Würzburg;4,97556E+15;1,00556E+16;;0,0;very low;0,0;0,0;E;3022,0;128,89;389509,9;0,14;53719,89;0,2;0,0;0,0;0,0;389509,9;0,13791662291510434;0,2;10743,978000000001;0,0
Randersacker;Landkreis Würzburg;4,97373E+14;1,00154E+15;;0,0;very low;0,0;0,0;F;3022,0;60,32;182282,28;0,53;96844,13;0,25;0,0;0,0;0,0;182282,28;0,5312865847409852;0,25;24211,0325;0,0
Gerbrunn;Landkreis Würzburg;4,97827E+14;1,00067E+14;;0,0;very low;0,0;0,0;A;3022,0;137,42;415284,22;0,33;137558,05;0,2;0,0;0,0;0,0;415284,22;0,3312383263683845;0,2;27511,61;0,0
Gerbrunn;Landkreis Würzburg;4,97866E+16;1,00025E+16;;0,0;very low;0,0;0,0;B;3022,0;197,32;596291,75;0,37;221211,21;0,2;0,0;0,0;0,0;596291,75;0,3709781495383761;0,2;44242,242;0,0
Rottendorf;Landkreis Würzburg;4,97948E+15;1,00244E+16;;0,0;very low;0,0;0,0;H;3022,0;92,91;280780,26;0,42;117752,02;0,2;0,0;0,0;0,0;280780,26;0,41937428222340134;0,2;23550,404000000002;0,0
Kürnach;Landkreis Würzburg;4,98447E+16;1,00489E+16;;0,0;very low;0,0;0,0;C;3022,0;136,15;411450,83;0,49;202830,93;0,2;0,0;0,0;0,0;411450,83;0,4929651739917501;0,2;40566,186;0,0
Estenfeld;Landkreis Würzburg;4,9819E+15;1,00155E+16;;0,0;very low;0,0;0,0;G;3022,0;89,22;269631,29;0,5;135191,02;0,25;0,0;0,0;0,0;269631,29;0,501392178927008;0,25;33797,755;0,0
Unterpleichfeld;Landkreis Würzburg;4,98775E+15;1,00239E+15;;0,0;very low;0,0;0,0;E;3022,0;140,32;424034,12;0,38;159353,3;0,2;0,0;0,0;0,0;424034,12;0,37580301321035203;0,2;31870,66;0,0
Hausen b. Würzburg;Landkreis Würzburg;4,9904E+14;1,00068E+14;;0,0;very low;0,0;0,0;C;3022,0;60,0;181320,0;0,66;119428,61;0,3;0,0;0,0;0,0;181320,0;0,6586620891242003;0,3;35828,583;0,0
Weisendorf;Landkreis Erlangen-Höchstadt;4,96176E+15;1,08417E+16;;0,0;very low;0,0;0,0;H;4319,0;60,0;259140,0;0,58;151203,43;0,25;0,0;0,0;0,0;259140,0;0,5834816315505132;0,25;37800,8575;0,0
Weisendorf;Landkreis Erlangen-Höchstadt;4,95947E+15;1,0819E+15;;0,0;very low;0,0;0,0;E;4319,0;206,94;893758,1;0,24;210431,81;0,2;0,0;0,0;0,0;893758,1;0,23544604518828977;0,2;42086,362;0,0
Puschendorf;Landkreis Fürth;4,9526E+15;1,08342E+16;;0,0;very low;0,0;0,0;C;4602,0;80,74;371565,02;0,26;97854,04;0,2;0,0;0,0;0,0;371565,02;0,26335643758930805;0,2;19570,808;0,0
Henfenfeld;Landkreis Nürnberger Land;4,94939E+15;1,13901E+16;;0,0;very low;0,0;0,0;E;3585,0;84,28;302153,73;0,11;33882,39;0,2;0,0;0,0;0,0;302153,73;0,11213626255747365;0,2;6776,478;0,0
Hersbruck;Landkreis Nürnberger Land;4,95187E+14;1,14019E+16;;0,0;very low;0,0;0,0;A;3585,0;60,0;215100,0;0,51;109594,03;0,25;0,0;0,0;0,0;215100,0;0,5095026964202697;0,25;27398,5075;0,0
Hersbruck;Landkreis Nürnberger Land;4,95244E+15;1,14474E+16;;0,0;very low;0,0;0,0;D;3585,0;60,0;215100,0;0,7;149850,26;0,3;0,0;0,0;0,0;215100,0;0,6966539284053929;0,3;44955,078;0,0
Hersbruck;Landkreis Nürnberger Land;4,94988E+15;1,14424E+16;;0,0;very low;0,0;0,0;D;3585,0;60,0;215100,0;0,28;59908,62;0,2;0,0;0,0;0,0;215100,0;0,2785152022315202;0,2;11981,724000000002;0,0
Kirchensittenbach;Landkreis Nürnberger Land;4,95979E+15;1,14369E+15;;0,0;very low;0,0;0,0;H;3585,0;81,99;293932,22;0,2;59941,77;0,2;0,0;0,0;0,0;293932,22;0,2039305864460861;0,2;11988,354;0,0
Simmelsdorf;Landkreis Nürnberger Land;4,9632E+15;1,13196E+15;;0,0;very low;0,0;0,0;H;3585,0;72,03;258220,52;0,52;134898,11;0,25;0,0;0,0;0,0;258220,52;0,5224143689277676;0,25;33724,5275;0,0
Schnaittach;Landkreis Nürnberger Land;4,95789E+15;1,13887E+16;;0,0;very low;0,0;0,0;G;3585,0;114,85;411734,13;0,15;62564,7;0,2;0,0;0,0;0,0;411734,13;0,15195412631933136;0,2;12512,94;0,0
Schnaittach;Landkreis Nürnberger Land;4,96136E+15;1,14188E+16;;0,0;very low;0,0;0,0;D;3585,0;238,22;854008,13;0,18;153557,04;0,2;0,0;0,0;0,0;854008,13;0,1798074685776118;0,2;30711,408000000003;0,0
Eckental;Landkreis Erlangen-Höchstadt;4,9564E+15;1,11917E+16;;0,0;very low;0,0;0,0;A;4319,0;63,81;275610,64;0,53;145313,59;0,25;0,0;0,0;0,0;275610,64;0,527242308206969;0,25;36328,3975;0,0
Eckental;Landkreis Erlangen-Höchstadt;4,95781E+16;1,12717E+16;;0,0;very low;0,0;0,0;F;4319,0;330,93;1429266,94;0,12;172046,46;0,2;0,0;0,0;0,0;1429266,94;0,1203739169955194;0,2;34409,292;0,0
Eckental;Landkreis Erlangen-Höchstadt;4,95827E+15;1,11967E+15;;0,0;very low;0,0;0,0;E;4319,0;91,08;393366,48;0,2;77698,97;0,2;0,0;0,0;0,0;393366,48;0,19752310873056597;0,2;15539,794000000002;0,0
Eckental;Landkreis Erlangen-Höchstadt;4,95836E+15;1,12436E+16;;0,0;very low;0,0;0,0;B;4319,0;60,0;259140,0;0,43;110365,85;0,2;0,0;0,0;0,0;259140,0;0,42589276066990817;0,2;22073,170000000002;0,0
Aurachtal;Landkreis Erlangen-Höchstadt;4,95767E+15;1,08255E+16;;0,0;very low;0,0;0,0;A;4319,0;60,0;259140,0;0,69;178064,19;0,3;0,0;0,0;0,0;259140,0;0,6871351007177587;0,3;53419,257;0,0
Großenseebach;Landkreis Erlangen-Höchstadt;4,96171E+15;1,08798E+16;;0,0;very low;0,0;0,0;C;4319,0;80,71;348572,28;0,73;252930,56;0,3;0,0;0,0;0,0;348572,28;0,7256186866035359;0,3;75879,16799999999;0,0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,96045E+15;1,08463E+16;;0,0;very low;0,0;0,0;D;4319,0;60,0;259140,0;0,45;116009,47;0,2;0,0;0,0;0,0;259140,0;0,4476710272439608;0,2;23201,894;0,0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,9569E+15;1,08865E+16;;0,0;very low;0,0;0,0;H;4319,0;78,52;339131,53;0,25;83243,32;0,2;0,0;0,0;0,0;339131,53;0,2454602790840474;0,2;16648,664;0,0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95519E+15;1,08889E+16;;0,0;very low;0,0;0,0;E;4319,0;69,0;297989,74;0,66;196533,27;0,3;0,0;0,0;0,0;297989,74;0,6595303247688997;0,3;58959,98099999999;0,0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,9569E+15;1,08557E+16;;0,0;very low;0,0;0,0;D;4319,0;131,51;567983,64;0,17;98725,16;0,2;0,0;0,0;0,0;567983,64;0,17381690782502116;0,2;19745,032000000003;0,0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95716E+15;1,08965E+15;;0,0;very low;0,0;0,0;A;4319,0;112,26;484872,44;0,11;52590,6;0,2;0,0;0,0;0,0;484872,44;0,1084627536265002;0,2;10518,12;0,0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95512E+15;1,08463E+16;;0,0;very low;0,0;0,0;D;4319,0;80,58;348005,7;0,69;240028,19;0,3;0,0;0,0;0,0;348005,7;0,689724880943042;0,3;72008,457;0,0
Heßdorf;Landkreis Erlangen-Höchstadt;4,96562E+14;1,08794E+16;;0,0;very low;0,0;0,0;D;4319,0;60,0;259140,0;0,51;132722,57;0,25;0,0;0,0;0,0;259140,0;0,5121655089912789;0,25;33180,6425;0,0
Röttenbach;Landkreis Erlangen-Höchstadt;4,96724E+15;1,09267E+15;;0,0;very low;0,0;0,0;F;4319,0;390,62;1687105,06;0,12;204738,76;0,2;0,0;0,0;0,0;1687105,06;0,1213550743544092;0,2;40947,75200000001;0,0
Hemhofen;Landkreis Erlangen-Höchstadt;4,96848E+15;1,09379E+14;;0,0;very low;0,0;0,0;G;4319,0;93,32;403041,61;0,53;213994,64;0,25;0,0;0,0;0,0;403041,61;0,5309492486396132;0,25;53498,66;0,0
Adelsdorf;Landkreis Erlangen-Höchstadt;4,97086E+16;1,08854E+16;;0,0;very low;0,0;0,0;H;4319,0;60,0;259140,0;0,2;52539,8;0,2;0,0;0,0;0,0;259140,0;0,20274677780350392;0,2;10507,960000000001;0,0
Adelsdorf;Landkreis Erlangen-Höchstadt;4,96899E+15;1,09091E+16;;0,0;very low;0,0;0,0;H;4319,0;290,58;1255007,06;0,12;153626,78;0,2;0,0;0,0;0,0;1255007,06;0,12241108826909707;0,2;30725,356;0,0
Zirndorf;Landkreis Fürth;4,94429E+15;1,09529E+16;;0,0;very low;0,0;0,0;C;4602,0;78,19;359832,52;0,24;84589,62;0,2;0,0;0,0;0,0;359832,52;0,23508053135386428;0,2;16917,924;0,0
Zirndorf;Landkreis Fürth;4,94334E+15;1,09427E+16;;0,0;very low;0,0;0,0;A;4602,0;147,7;679710,99;0,32;214796,36;0,2;0,0;0,0;0,0;679710,99;0,31601130945374295;0,2;42959,272;0,0
Zirndorf;Landkreis Fürth;4,94486E+15;1,09028E+16;;0,0;very low;0,0;0,0;A+;4602,0;60,0;276120,0;0,59;164055,53;0,25;0,0;0,0;0,0;276120,0;0,5941457699550919;0,25;41013,8825;0,0
Zirndorf;Landkreis Fürth;4,9434E+15;1,09452E+16;;0,0;very low;0,0;0,0;A;4602,0;60,0;276120,0;0,47;130819,96;0,2;0,0;0,0;0,0;276120,0;0,47377937128784586;0,2;26163,992000000002;0,0
Zirndorf;Landkreis Fürth;4,94485E+15;1,09452E+16;;0,0;very low;0,0;0,0;D;4602,0;187,6;863356,28;0,16;138874,06;0,2;0,0;0,0;0,0;863356,28;0,16085370920102648;0,2;27774,812;0,0
Zirndorf;Landkreis Fürth;4,94168E+16;1,0936E+15;;0,0;very low;0,0;0,0;A;4602,0;60,0;276120,0;0,65;180013,0;0,3;0,0;0,0;0,0;276120,0;0,6519375633782414;0,3;54003,9;0,0
Zirndorf;Landkreis Fürth;4,94325E+16;1,09391E+16;;0,0;very low;0,0;0,0;H;4602,0;62,71;288613,45;0,47;134599,34;0,2;0,0;0,0;0,0;288613,45;0,4663654448536615;0,2;26919,868000000002;0,0
Oberasbach;Landkreis Fürth;4,94191E+15;1,09818E+16;;0,0;very low;0,0;0,0;E;4602,0;65,99;303680,76;0,47;143619,31;0,2;0,0;0,0;0,0;303680,76;0,4729285780238432;0,2;28723,862;0,0
Oberasbach;Landkreis Fürth;4,94189E+15;1,09613E+15;;0,0;very low;0,0;0,0;C;4602,0;60,0;276120,0;0,73;202356,95;0,3;0,0;0,0;0,0;276120,0;0,732858720846009;0,3;60707,085;0,0
Oberasbach;Landkreis Fürth;4,94292E+15;1,09495E+16;;0,0;very low;0,0;0,0;B;4602,0;65,47;301277,15;0,52;156600,32;0,25;0,0;0,0;0,0;301277,15;0,5197882414912648;0,25;39150,08;0,0
Oberasbach;Landkreis Fürth;4,94302E+15;1,09718E+16;;0,0;very low;0,0;0,0;H;4602,0;60,0;276120,0;0,6;166168,9;0,3;0,0;0,0;0,0;276120,0;0,6017995798928002;0,3;49850,67;0,0
Oberasbach;Landkreis Fürth;4,94268E+15;1,0986E+16;;0,0;very low;0,0;0,0;D;4602,0;224,02;1030918,74;0,11;118106,85;0,2;0,0;0,0;0,0;1030918,74;0,11456465521230122;0,2;23621,370000000003;0,0
Stein;Landkreis Fürth;4,93898E+14;1,09478E+16;;0,0;very low;0,0;0,0;D;4602,0;60,0;276120,0;0,43;118731,35;0,2;0,0;0,0;0,0;276120,0;0,4299990945965522;0,2;23746,270000000004;0,0
Stein;Landkreis Fürth;4,93965E+15;1,09237E+16;;0,0;very low;0,0;0,0;A;4602,0;94,85;436501,82;0,41;180038,23;0,2;0,0;0,0;0,0;436501,82;0,4124569973156126;0,2;36007,646;0,0
Stein;Landkreis Fürth;4,94141E+15;1,10061E+16;;0,0;very low;0,0;0,0;E;4602,0;100,93;464481,43;0,13;60534,97;0,2;0,0;0,0;0,0;464481,43;0,1303280736110376;0,2;12106,994;0,0
Stein;Landkreis Fürth;4,93981E+15;1,09387E+16;;0,0;very low;0,0;0,0;H;4602,0;81,72;376084,97;0,7;264579,73;0,3;0,0;0,0;0,0;376084,97;0,7035105125312506;0,3;79373,919;0,0
Ammerndorf;Landkreis Fürth;4,94274E+15;1,0852E+16;;0,0;very low;0,0;0,0;C;4602,0;66,01;303760,97;0,32;95902,41;0,2;0,0;0,0;0,0;303760,97;0,31571669658547646;0,2;19180,482;0,0
Langenzenn;Landkreis Fürth;4,94579E+15;1,07651E+16;;0,0;very low;0,0;0,0;E;4602,0;61,0;280736,15;0,55;154652,09;0,25;0,0;0,0;0,0;280736,15;0,5508805688188001;0,25;38663,0225;0,0
Langenzenn;Landkreis Fürth;4,94999E+15;1,0812E+16;;0,0;very low;0,0;0,0;C;4602,0;60,0;276120,0;0,67;184262,63;0,3;0,0;0,0;0,0;276120,0;0,6673280819933363;0,3;55278,789;0,0
Langenzenn;Landkreis Fürth;4,95002E+15;1,07623E+14;;0,0;very low;0,0;0,0;C;4602,0;60,0;276120,0;0,7;192763,92;0,3;0,0;0,0;0,0;276120,0;0,698116471099522;0,3;57829,176;0,0
Bubenreuth;Landkreis Erlangen-Höchstadt;4,96224E+15;1,10037E+16;;0,0;very low;0,0;0,0;H;4319,0;277,12;1196864,7;0,08;93608,58;0,2;0,0;0,0;0,0;1196864,7;0,07821149708901934;0,2;18721,716;0,0
Baiersdorf;Landkreis Erlangen-Höchstadt;4,96681E+15;1,10393E+16;;0,0;very low;0,0;0,0;F;4319,0;60,0;259140,0;0,42;109454,98;0,2;0,0;0,0;0,0;259140,0;0,4223777880682257;0,2;21890,996;0,0
Baiersdorf;Landkreis Erlangen-Höchstadt;4,96591E+15;1,10594E+16;;0,0;very low;0,0;0,0;G;4319,0;95,41;412067,55;0,4;164109,49;0,2;0,0;0,0;0,0;412067,55;0,39825870782593775;0,2;32821,898;0,0
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,93803E+15;1,14087E+15;;0,0;very low;0,0;0,0;F;3585,0;111,17;398532,99;0,27;108480,68;0,2;0,0;0,0;0,0;398532,99;0,2722000003061227;0,2;21696,136;0,0
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,94032E+15;1,14091E+15;;0,0;very low;0,0;0,0;C;3585,0;60,0;215100,0;0,53;113331,64;0,25;0,0;0,0;0,0;215100,0;0,5268788470478847;0,25;28332,91;0,0
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,94136E+16;1,14035E+16;;0,0;very low;0,0;0,0;E;3585,0;124,29;445566,42;0,22;99950,81;0,2;0,0;0,0;0,0;445566,42;0,22432303134513593;0,2;19990,162;0,0
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,93899E+15;1,13755E+15;;0,0;very low;0,0;0,0;D;3585,0;66,72;239203,0;0,69;166036,52;0,3;0,0;0,0;0,0;239203,0;0,6941239031283052;0,3;49810,956;0,0
Schwarzenbruck;Landkreis Nürnberger Land;4,93646E+16;1,12784E+16;;0,0;very low;0,0;0,0;A;3585,0;60,0;215100,0;0,58;124706,8;0,25;0,0;0,0;0,0;215100,0;0,5797619711761971;0,25;31176,7;0,0
Schwarzenbruck;Landkreis Nürnberger Land;4,93699E+15;1,12611E+16;;0,0;very low;0,0;0,0;E;3585,0;74,82;268232,15;0,48;128260,78;0,2;0,0;0,0;0,0;268232,15;0,47817079347125235;0,2;25652,156000000003;0,0
Lauben;Landkreis Oberallgäu;4,77938E+15;1,02879E+16;HQ 500;0,0;very low;0,0;0,0;F;4851,0;60,0;291060,0;0,61;177943,48;0,3;0,0;0,0;0,0;291060,0;0,611363567649282;0,3;53383,044;0,0
Memmingen;;4,80301E+14;1,01948E+16;;0,0;very low;0,0;0,0;A;3862,0;97,88;378016,44;0,17;62498,08;0,2;0,0;0,0;0,0;378016,44;0,16533164536441855;0,2;12499,616000000002;0,0
Memmingen;;4,79963E+15;1,01584E+16;;0,0;very low;0,0;0,0;F;3862,0;60,0;231720,0;0,52;119401,01;0,25;0,0;0,0;0,0;231720,0;0,5152814172276886;0,25;29850,2525;0,0
Memmingen;;4,79965E+14;1,01909E+15;;0,0;very low;0,0;0,0;E;3862,0;188,79;729120,88;0,16;118536,09;0,2;0,0;0,0;0,0;729120,88;0,16257398910315118;0,2;23707,218;0,0
Memmingen;;4,80231E+15;1,01506E+16;;0,0;very low;0,0;0,0;G;3862,0;84,46;326201,82;0,39;127279,21;0,2;0,0;0,0;0,0;326201,82;0,39018546861571773;0,2;25455,842000000004;0,0
Memmingen;;4,79863E+15;1,01866E+16;;0,0;very low;0,0;0,0;F;3862,0;60,0;231720,0;0,52;119663,63;0,25;0,0;0,0;0,0;231720,0;0,5164147678232349;0,25;29915,9075;0,0
Memmingen;;4,79388E+15;1,01255E+16;;0,0;very low;0,0;0,0;H;3862,0;60,0;231720,0;0,41;94296,07;0,2;0,0;0,0;0,0;231720,0;0,40693971172104265;0,2;18859,214000000004;0,0
Memmingen;;4,79697E+14;1,01351E+16;;0,0;very low;0,0;0,0;D;3862,0;60,0;231720,0;0,48;111207,77;0,2;0,0;0,0;0,0;231720,0;0,4799230536854825;0,2;22241,554000000004;0,0
Memmingen;;4,80105E+15;1,01944E+16;;0,0;very low;0,0;0,0;C;3862,0;60,0;231720,0;0,28;64993,83;0,2;0,0;0,0;0,0;231720,0;0,28048433454168825;0,2;12998,766000000001;0,0
Memmingen;;4,7988E+15;1,0148E+16;;0,0;very low;0,0;0,0;H;3862,0;60,0;231720,0;0,33;77265,02;0,2;0,0;0,0;0,0;231720,0;0,3334413084757466;0,2;15453,004;0,0
Memmingen;;4,80048E+15;1,02062E+16;;0,0;very low;0,0;0,0;E;3862,0;73,78;284944,14;0,69;196724,75;0,3;0,0;0,0;0,0;284944,14;0,6903975986310861;0,3;59017,424999999996;0,0
Memmingen;;4,79808E+15;1,01693E+16;;0,0;very low;0,0;0,0;F;3862,0;167,09;645283,26;0,1;62648,76;0,2;0,0;0,0;0,0;645283,26;0,0970872233691604;0,2;12529,752;0,0
Kaufbeuren;;4,78743E+15;1,06465E+15;;0,0;very low;0,0;0,0;G;3716,0;60,0;222960,0;0,39;86698,56;0,2;0,0;0,0;0,0;222960,0;0,3888525296017223;0,2;17339,712;0,0
Kaufbeuren;;4,78717E+15;1,06362E+16;;0,0;very low;0,0;0,0;B;3716,0;60,0;222960,0;0,64;141958,31;0,3;0,0;0,0;0,0;222960,0;0,6366985557947614;0,3;42587,492999999995;0,0
Kaufbeuren;;4,78642E+15;1,05838E+16;;0,0;very low;0,0;0,0;D;3716,0;60,0;222960,0;0,48;106352,38;0,2;0,0;0,0;0,0;222960,0;0,4770020631503409;0,2;21270,476000000002;0,0
Kaufbeuren;;4,78677E+15;1,06084E+16;;0,0;very low;0,0;0,0;D;3716,0;103,2;383497,92;0,55;211605,64;0,25;0,0;0,0;0,0;383497,92;0,5517778036449325;0,25;52901,41;0,0
Kaufbeuren;;4,78665E+15;1,06387E+15;;0,0;very low;0,0;0,0;G;3716,0;169,23;628868,69;0,13;81912,99;0,2;0,0;0,0;0,0;628868,69;0,13025452101932442;0,2;16382,598000000002;0,0
Kaufbeuren;;4,7892E+15;1,0577E+16;;0,0;very low;0,0;0,0;G;3716,0;169,63;630353,36;0,46;291864,64;0,2;0,0;0,0;0,0;630353,36;0,4630175049753047;0,2;58372,92800000001;0,0
Kaufbeuren;;4,78503E+16;1,06333E+16;;0,0;very low;0,0;0,0;C;3716,0;60,0;222960,0;0,6;132777,49;0,25;0,0;0,0;0,0;222960,0;0,5955215733763903;0,25;33194,3725;0,0
Kaufbeuren;;4,78647E+15;1,06123E+16;;0,0;very low;0,0;0,0;G;3716,0;60,0;222960,0;0,43;94881,87;0,2;0,0;0,0;0,0;222960,0;0,4255555705059203;0,2;18976,374;0,0
Kaufbeuren;;4,7859E+16;1,06544E+16;;0,0;very low;0,0;0,0;C;3716,0;90,27;335445,64;0,41;136029,39;0,2;0,0;0,0;0,0;335445,64;0,40551843213702227;0,2;27205,878000000004;0,0
Kaufbeuren;;4,78828E+15;1,06284E+16;;0,0;very low;0,0;0,0;H;3716,0;98,54;366173,11;0,49;179739,47;0,2;0,0;0,0;0,0;366173,11;0,4908592823760325;0,2;35947,894;0,0
Kaufbeuren;;4,78757E+15;1,06342E+16;;0,0;very low;0,0;0,0;D;3716,0;60,0;222960,0;0,68;152548,81;0,3;0,0;0,0;0,0;222960,0;0,6841981072838177;0,3;45764,643;0,0
Klingenberg am Main;Landkreis Miltenberg;4,97486E+15;9,18838E+15;;0,0;very low;0,0;0,0;D;2785,0;410,91;1144376,23;0,15;166311,86;0,2;0,0;0,0;0,0;1144376,23;0,14532970507435303;0,2;33262,371999999996;0,0
Klingenberg am Main;Landkreis Miltenberg;4,97525E+15;9,18511E+11;;0,0;very low;0,0;0,0;F;2785,0;73,13;203668,9;0,43;87106,5;0,2;0,0;0,0;0,0;203668,9;0,4276867995064539;0,2;17421,3;0,0
Bodolz;Landkreis Lindau;4,75752E+15;9,68104E+14;;0,0;very low;0,0;0,0;E;5279,0;60,0;316740,0;0,53;166907,85;0,25;0,0;0,0;0,0;316740,0;0,5269553892782725;0,25;41726,9625;0,0
Bodolz;Landkreis Lindau;4,75598E+15;9,65678E+14;;0,0;very low;0,0;0,0;C;5279,0;60,0;316740,0;0,42;132696,73;0,2;0,0;0,0;0,0;316740,0;0,41894528635473893;0,2;26539,346000000005;0,0
Bodolz;Landkreis Lindau;4,7579E+15;9,69147E+15;;0,0;very low;0,0;0,0;D;5279,0;67,38;355706,29;0,51;180164,89;0,25;0,0;0,0;0,0;355706,29;0,5064990276106729;0,25;45041,2225;0,0
Bodolz;Landkreis Lindau;4,75834E+16;9,66482E+15;;0,0;very low;0,0;0,0;C;5279,0;60,0;316740,0;0,68;216049,25;0,3;0,0;0,0;0,0;316740,0;0,6821028288185894;0,3;64814,774999999994;0,0
Bodolz;Landkreis Lindau;4,75667E+16;9,70482E+15;;0,0;very low;0,0;0,0;G;5279,0;60,0;316740,0;0,35;111771,96;0,2;0,0;0,0;0,0;316740,0;0,35288236408410684;0,2;22354,392000000003;0,0
Bodolz;Landkreis Lindau;4,75911E+15;9,69288E+15;;0,0;very low;0,0;0,0;H;5279,0;60,0;316740,0;0,49;153692,37;0,2;0,0;0,0;0,0;316740,0;0,48523195681000186;0,2;30738,474000000002;0,0
Bodolz;Landkreis Lindau;4,7573E+15;9,71351E+15;;0,0;very low;0,0;0,0;A+;5279,0;60,0;316740,0;0,5;156904,45;0,2;0,0;0,0;0,0;316740,0;0,49537301887983837;0,2;31380,890000000003;0,0
Lindau (Bodensee);Landkreis Lindau;4,75426E+15;9,72728E+15;;0,0;very low;0,0;0,0;A+;5279,0;60,0;316740,0;0,45;142963,45;0,2;0,0;0,0;0,0;316740,0;0,4513590010734357;0,2;28592,690000000002;0,0
Lindau (Bodensee);Landkreis Lindau;4,7553E+15;9,72331E+14;;0,0;very low;0,0;0,0;G;5279,0;70,99;374763,14;0,32;118205,94;0,2;0,0;0,0;0,0;374763,14;0,31541506456584817;0,2;23641,188000000002;0,0
Lindau (Bodensee);Landkreis Lindau;4,75802E+15;9,65379E+15;;0,0;very low;0,0;0,0;F;5279,0;60,0;316740,0;0,73;231863,91;0,3;0,0;0,0;0,0;316740,0;0,7320322977836712;0,3;69559,173;0,0
Lindau (Bodensee);Landkreis Lindau;4,75704E+15;9,68342E+14;;0,0;very low;0,0;0,0;G;5279,0;60,0;316740,0;0,67;211982,23;0,3;0,0;0,0;0,0;316740,0;0,6692625812969628;0,3;63594,669;0,0
Lindau (Bodensee);Landkreis Lindau;4,75976E+15;9,6838E+15;;0,0;very low;0,0;0,0;E;5279,0;100,31;529518,63;0,42;221382,7;0,2;0,0;0,0;0,0;529518,63;0,4180829293957042;0,2;44276,54000000001;0,0
Lindau (Bodensee);Landkreis Lindau;4,7591E+14;9,67883E+14;;0,0;very low;0,0;0,0;D;5279,0;60,0;316740,0;0,61;194636,47;0,3;0,0;0,0;0,0;316740,0;0,6144991791374629;0,3;58390,941;0,0
Lindau (Bodensee);Landkreis Lindau;4,75564E+16;9,69691E+15;;0,0;very low;0,0;0,0;C;5279,0;60,0;316740,0;0,51;162752,39;0,25;0,0;0,0;0,0;316740,0;0,5138359222074889;0,25;40688,0975;0,0
Eschau;Landkreis Miltenberg;4,98218E+15;9,3463E+14;;0,0;very low;0,0;0,0;H;2785,0;108,75;302858,78;0,46;140598,2;0,2;0,0;0,0;0,0;302858,78;0,46423683011600325;0,2;28119,640000000003;0,0
Großheubach;Landkreis Miltenberg;4,97323E+15;9,22212E+15;;0,0;very low;0,0;0,0;A;2785,0;89,05;247991,42;0,49;122339,99;0,2;0,0;0,0;0,0;247991,42;0,49332347869131926;0,2;24467,998000000003;0,0
Wörth am Main;Landkreis Miltenberg;4,97742E+15;9,13302E+15;;0,0;very low;0,0;0,0;D;2785,0;364,18;1014246,16;0,15;154366,95;0,2;0,0;0,0;0,0;1014246,16;0,1521987029263192;0,2;30873,390000000003;0,0
Erlenbach am Main;Landkreis Miltenberg;4,97912E+16;9,17231E+15;;0,0;very low;0,0;0,0;G;2785,0;73,84;205635,75;0,45;91700,05;0,2;0,0;0,0;0,0;205635,75;0,4459343766830427;0,2;18340,010000000002;0,0
Erlenbach am Main;Landkreis Miltenberg;4,98087E+15;9,20098E+14;;0,0;very low;0,0;0,0;F;2785,0;166,14;462689,32;0,47;219144,29;0,2;0,0;0,0;0,0;462689,32;0,47363161527048;0,2;43828,85800000001;0,0
Erlenbach am Main;Landkreis Miltenberg;4,97983E+15;9,1754E+15;;0,0;very low;0,0;0,0;G;2785,0;60,0;167100,0;0,71;117959,24;0,3;0,0;0,0;0,0;167100,0;0,7059200478755236;0,3;35387,772;0,0
Mönchberg;Landkreis Miltenberg;4,97978E+15;9,30256E+15;;0,0;very low;0,0;0,0;E;2785,0;125,75;350206,75;0,53;185007,94;0,25;0,0;0,0;0,0;350206,75;0,5282820505315788;0,25;46251,985;0,0
