ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;immobilienwert_check;darlehenbetrag_check;ID;Immobilienschaden;EAI;Neuer Immobilienwert;Neue LtV;Risikogewicht;Neue Risikogewicht;Akt. RWA;Neue RWA;RWA Änderung
Altertheim;Landkreis Würzburg;4,97423E+15;9,75784E+15;;0.0;very low;0.0;0.0;D;1571.73;154.74;243209.19;0.55;134397.97;0.25;True;True;104;0.0;0.0;243209.19;0.552602350264807;0.25;0.25;33599.4925;33599.4925;0.0
Eisingen;Landkreis Würzburg;4,97587E+14;9,82668E+15;;0.0;very low;0.0;0.0;D;1571.73;127.68;200679.97;0.75;150509.97;0.3;True;True;105;0.0;0.0;200679.97;0.7499999626270624;0.3;0.3;45152.991;45152.991;0.0
Höchberg;Landkreis Würzburg;4,9778E+15;9,86672E+15;;0.0;very low;0.0;0.0;B;1571.73;98.55;154886.3;0.48;74207.88;0.2;True;True;106;0.0;0.0;154886.3;0.4791119679403537;0.2;0.2;14841.576000000001;14841.576000000001;0.0
Höchberg;Landkreis Würzburg;4,97834E+15;9,90102E+14;;0.0;very low;0.0;0.0;D;1571.73;107.74;169344.35;0.72;121759.18;0.3;True;True;107;0.0;0.0;169344.35;0.719003497902351;0.3;0.3;36527.75399999999;36527.75399999999;0.0
Waldbüttelbrunn;Landkreis Würzburg;4,97889E+15;9,8162E+15;;0.0;very low;0.0;0.0;F;1571.73;80.0;125738.11;0.75;94303.58;0.3;True;True;108;0.0;0.0;125738.11;0.7499999801174043;0.3;0.3;28291.074;28291.074;0.0
Hettstadt;Landkreis Würzburg;4,98066E+16;9,84397E+14;;0.0;very low;0.0;0.0;D;1571.73;80.0;125738.11;0.58;72965.86;0.25;True;True;109;0.0;0.0;125738.11;0.5803002765032813;0.25;0.25;18241.465;18241.465;0.0
Zell am Main;Landkreis Würzburg;4,9793E+15;9,88002E+15;;0.0;very low;0.0;0.0;A;1571.73;131.19;206190.11;0.75;154642.58;0.3;True;True;110;0.0;0.0;206190.11;0.7499999878752671;0.3;0.3;46392.774;46392.774;0.0
Margetshöchheim;Landkreis Würzburg;4,98354E+15;9,85952E+14;;0.0;very low;0.0;0.0;E;1571.73;104.39;164070.7;0.63;103283.76;0.3;True;True;111;0.0;0.0;164070.7;0.6295076451797913;0.3;0.3;30985.127999999997;30985.127999999997;0.0
Güntersleben;Landkreis Würzburg;4,9891E+15;9,89775E+15;;0.0;very low;0.0;0.0;A+;1571.73;103.37;162464.31;0.52;84994.08;0.25;True;True;112;0.0;0.0;162464.31;0.5231553933291564;0.25;0.25;21248.52;21248.52;0.0
Veitshöchheim;Landkreis Würzburg;4,9843E+16;9,8955E+15;;0.0;very low;0.0;0.0;D;1571.73;80.0;125738.11;0.59;74438.25;0.25;True;True;113;0.0;0.0;125738.11;0.592010250511957;0.25;0.25;18609.5625;18609.5625;0.0
Veitshöchheim;Landkreis Würzburg;4,98519E+15;9,90034E+14;;0.0;very low;0.0;0.0;H;1571.73;129.13;202951.94;0.71;144721.87;0.3;True;True;114;0.0;0.0;202951.94;0.713084437625972;0.3;0.3;43416.560999999994;43416.560999999994;0.0
Veitshöchheim;Landkreis Würzburg;4,98534E+15;9,87319E+15;;0.0;very low;0.0;0.0;E;1571.73;80.0;125738.11;0.52;64789.94;0.25;True;True;115;0.0;0.0;125738.11;0.5152768719046278;0.25;0.25;16197.485;16197.485;0.0
Eibelstadt;Landkreis Würzburg;4,97237E+15;1,00165E+16;;0.0;very low;0.0;0.0;F;1571.73;137.1;215481.49;0.7;151041.1;0.3;True;True;116;0.0;0.0;215481.49;0.7009469815713638;0.3;0.3;45312.33;45312.33;0.0
Theilheim;Landkreis Würzburg;4,97556E+15;1,00556E+16;;0.0;very low;0.0;0.0;E;1571.73;141.03;221667.14;0.67;148434.94;0.3;True;True;117;0.0;0.0;221667.14;0.6696298783843198;0.3;0.3;44530.481999999996;44530.481999999996;0.0
Randersacker;Landkreis Würzburg;4,97373E+14;1,00154E+15;;0.0;very low;0.0;0.0;F;1571.73;161.57;253946.29;0.52;133042.16;0.25;True;True;118;0.0;0.0;253946.29;0.5238988134065672;0.25;0.25;33260.54;33260.54;0.0
Gerbrunn;Landkreis Würzburg;4,97827E+14;1,00067E+14;;0.0;very low;0.0;0.0;A;1571.73;137.76;216514.03;0.42;91996.61;0.2;True;True;119;0.0;0.0;216514.03;0.4248990700510263;0.2;0.2;18399.322;18399.322;0.0
Gerbrunn;Landkreis Würzburg;4,97866E+16;1,00025E+16;;0.0;very low;0.0;0.0;B;1571.73;89.77;141089.6;0.75;105817.2;0.3;True;True;120;0.0;0.0;141089.6;0.75;0.3;0.3;31745.159999999996;31745.159999999996;0.0
Rottendorf;Landkreis Würzburg;4,97948E+15;1,00244E+16;;0.0;very low;0.0;0.0;H;1571.73;135.3;212653.75;0.75;159490.31;0.3;True;True;121;0.0;0.0;212653.75;0.7499999882438001;0.3;0.3;47847.093;47847.093;0.0
Kürnach;Landkreis Würzburg;4,98447E+16;1,00489E+16;;0.0;very low;0.0;0.0;C;1571.73;155.35;244174.93;0.68;167130.5;0.3;True;True;122;0.0;0.0;244174.93;0.6844703508259428;0.3;0.3;50139.15;50139.15;0.0
Estenfeld;Landkreis Würzburg;4,9819E+15;1,00155E+16;;0.0;very low;0.0;0.0;G;1571.73;132.85;208799.25;0.65;135432.93;0.3;True;True;123;0.0;0.0;208799.25;0.6486274735182238;0.3;0.3;40629.87899999999;40629.87899999999;0.0
Unterpleichfeld;Landkreis Würzburg;4,98775E+15;1,00239E+15;;0.0;very low;0.0;0.0;E;1571.73;80.0;125738.11;0.75;94303.58;0.3;True;True;124;0.0;0.0;125738.11;0.7499999801174043;0.3;0.3;28291.074;28291.074;0.0
Hausen b. Würzburg;Landkreis Würzburg;4,9904E+14;1,00068E+14;;0.0;very low;0.0;0.0;C;1571.73;113.08;177731.5;0.5;88621.05;0.2;True;True;125;0.0;0.0;177731.5;0.498623204102818;0.2;0.2;17724.210000000003;17724.210000000003;0.0
Weisendorf;Landkreis Erlangen-Höchstadt;4,96176E+15;1,08417E+16;;0.0;very low;0.0;0.0;H;2246.29;92.48;207729.61;0.55;114616.35;0.25;True;True;126;0.0;0.0;207729.61;0.5517574023269962;0.25;0.25;28654.0875;28654.0875;0.0
Weisendorf;Landkreis Erlangen-Höchstadt;4,95947E+15;1,0819E+15;;0.0;very low;0.0;0.0;E;2246.29;80.0;179703.14;0.72;130062.17;0.3;True;True;127;0.0;0.0;179703.14;0.7237612542552122;0.3;0.3;39018.651;39018.651;0.0
Puschendorf;Landkreis Fürth;4,9526E+15;1,08342E+16;;0.0;very low;0.0;0.0;C;2393.48;112.43;269098.21;0.6;162032.21;0.25;True;True;128;0.0;0.0;269098.21;0.6021303894960877;0.25;0.3;40508.0525;48609.66299999999;0.19999999999999996
Henfenfeld;Landkreis Nürnberger Land;4,94939E+15;1,13901E+16;;0.0;very low;0.0;0.0;E;1864.54;106.62;198800.58;0.51;101980.11;0.25;True;True;129;0.0;0.0;198800.58;0.512976923910383;0.25;0.25;25495.0275;25495.0275;0.0
Hersbruck;Landkreis Nürnberger Land;4,95187E+14;1,14019E+16;;0.0;very low;0.0;0.0;A;1864.54;136.3;254135.36;0.55;139210.01;0.25;True;True;130;0.0;0.0;254135.36;0.5477789867572935;0.25;0.25;34802.5025;34802.5025;0.0
Hersbruck;Landkreis Nürnberger Land;4,95244E+15;1,14474E+16;;0.0;very low;0.0;0.0;D;1864.54;129.53;241518.91;0.5;120984.19;0.2;True;True;131;0.0;0.0;241518.91;0.5009305068493395;0.2;0.25;24196.838000000003;30246.0475;0.24999999999999978
Hersbruck;Landkreis Nürnberger Land;4,94988E+15;1,14424E+16;;0.0;very low;0.0;0.0;D;1864.54;80.0;149163.18;0.53;78593.76;0.25;True;True;132;0.0;0.0;149163.18;0.5268978577689213;0.25;0.25;19648.44;19648.44;0.0
Kirchensittenbach;Landkreis Nürnberger Land;4,95979E+15;1,14369E+15;;0.0;very low;0.0;0.0;H;1864.54;90.82;169336.3;0.7;118584.28;0.3;True;True;133;0.0;0.0;169336.3;0.7002885973060708;0.3;0.3;35575.284;35575.284;0.0
Simmelsdorf;Landkreis Nürnberger Land;4,9632E+15;1,13196E+15;;0.0;very low;0.0;0.0;H;1864.54;98.21;183107.98;0.49;90498.56;0.2;True;True;134;0.0;0.0;183107.98;0.49423602401162414;0.2;0.2;18099.712;18099.712;0.0
Schnaittach;Landkreis Nürnberger Land;4,95789E+15;1,13887E+16;;0.0;very low;0.0;0.0;G;1864.54;167.63;312552.95;0.43;135046.05;0.2;True;True;135;0.0;0.0;312552.95;0.43207414935613303;0.2;0.2;27009.21;27009.21;0.0
Schnaittach;Landkreis Nürnberger Land;4,96136E+15;1,14188E+16;;0.0;very low;0.0;0.0;D;1864.54;137.65;256651.28;0.71;181756.35;0.3;True;True;136;0.0;0.0;256651.28;0.7081840776324981;0.3;0.3;54526.905;54526.905;0.0
Eckental;Landkreis Erlangen-Höchstadt;4,9564E+15;1,11917E+16;;0.0;very low;0.0;0.0;A;2246.29;88.44;198672.15;0.61;120555.48;0.3;True;True;137;0.0;0.0;198672.15;0.6068061376493887;0.3;0.3;36166.644;36166.644;0.0
Eckental;Landkreis Erlangen-Höchstadt;4,95781E+16;1,12717E+16;;0.0;very low;0.0;0.0;F;2246.29;80.0;179703.14;0.45;81074.2;0.2;True;True;138;0.0;0.0;179703.14;0.4511562791835468;0.2;0.2;16214.84;16214.84;0.0
Eckental;Landkreis Erlangen-Höchstadt;4,95827E+15;1,11967E+15;;0.0;very low;0.0;0.0;E;2246.29;127.78;287037.06;0.58;167739.8;0.25;True;True;139;0.0;0.0;287037.06;0.5843837726041369;0.25;0.25;41934.95;41934.95;0.0
Eckental;Landkreis Erlangen-Höchstadt;4,95836E+15;1,12436E+16;;0.0;very low;0.0;0.0;B;2246.29;132.55;297740.32;0.74;220651.16;0.3;True;True;140;0.0;0.0;297740.32;0.7410859234651188;0.3;0.3;66195.348;66195.348;0.0
Aurachtal;Landkreis Erlangen-Höchstadt;4,95767E+15;1,08255E+16;;0.0;very low;0.0;0.0;A;2246.29;96.35;216424.55;0.48;103527.67;0.2;True;True;141;0.0;0.0;216424.55;0.47835455820515743;0.2;0.2;20705.534;20705.534;0.0
Großenseebach;Landkreis Erlangen-Höchstadt;4,96171E+15;1,08798E+16;;0.0;very low;0.0;0.0;C;2246.29;132.36;297327.69;0.55;162222.05;0.25;True;True;142;0.0;0.0;297327.69;0.5456002096542034;0.25;0.25;40555.5125;40555.5125;0.0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,96045E+15;1,08463E+16;;0.0;very low;0.0;0.0;D;2246.29;166.46;373906.45;0.62;233344.46;0.3;True;True;143;0.0;0.0;373906.45;0.6240717698237085;0.3;0.3;70003.33799999999;70003.33799999999;0.0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,9569E+15;1,08865E+16;;0.0;very low;0.0;0.0;H;2246.29;148.09;332648.92;0.53;177759.12;0.25;True;True;144;0.0;0.0;332648.92;0.5343745592199728;0.25;0.25;44439.78;44439.78;0.0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95519E+15;1,08889E+16;;0.0;very low;0.0;0.0;E;2246.29;157.59;353993.52;0.54;189428.28;0.25;True;True;145;0.0;0.0;353993.52;0.5351179309722958;0.25;0.25;47357.07;47357.07;0.0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,9569E+15;1,08557E+16;;0.0;very low;0.0;0.0;D;2246.29;80.0;179703.14;0.51;91823.16;0.25;True;True;146;0.0;0.0;179703.14;0.5109713720083021;0.25;0.25;22955.79;22955.79;0.0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95716E+15;1,08965E+15;;0.0;very low;0.0;0.0;A;2246.29;130.95;294162.05;0.54;159761.26;0.25;True;True;147;0.0;0.0;294162.05;0.5431062912432111;0.25;0.25;39940.315;39940.315;0.0
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95512E+15;1,08463E+16;;0.0;very low;0.0;0.0;D;2246.29;106.84;239997.13;0.63;151114.84;0.3;True;True;148;0.0;0.0;239997.13;0.6296526962634927;0.3;0.3;45334.452;45334.452;0.0
Heßdorf;Landkreis Erlangen-Höchstadt;4,96562E+14;1,08794E+16;;0.0;very low;0.0;0.0;D;2246.29;100.12;224895.5;0.66;147714.91;0.3;True;True;149;0.0;0.0;224895.5;0.6568157655444418;0.3;0.3;44314.473;44314.473;0.0
Röttenbach;Landkreis Erlangen-Höchstadt;4,96724E+15;1,09267E+15;;0.0;very low;0.0;0.0;F;2246.29;111.78;251087.09;0.55;137368.99;0.25;True;True;150;0.0;0.0;251087.09;0.5470969853527714;0.25;0.25;34342.2475;34342.2475;0.0
Hemhofen;Landkreis Erlangen-Höchstadt;4,96848E+15;1,09379E+14;;0.0;very low;0.0;0.0;G;2246.29;154.96;348086.28;0.65;226607.9;0.3;True;True;151;0.0;0.0;348086.28;0.6510107206753452;0.3;0.3;67982.37;67982.37;0.0
Adelsdorf;Landkreis Erlangen-Höchstadt;4,97086E+16;1,08854E+16;;0.0;very low;0.0;0.0;H;2246.29;80.0;179703.14;0.63;112566.4;0.3;True;True;152;0.0;0.0;179703.14;0.6264019649294942;0.3;0.3;33769.92;33769.92;0.0
Adelsdorf;Landkreis Erlangen-Höchstadt;4,96899E+15;1,09091E+16;;0.0;very low;0.0;0.0;H;2246.29;167.63;376551.83;0.69;260227.23;0.3;True;True;153;0.0;0.0;376551.83;0.691079445822903;0.3;0.3;78068.169;78068.169;0.0
Zirndorf;Landkreis Fürth;4,94429E+15;1,09529E+16;;0.0;very low;0.0;0.0;C;2393.48;101.74;243504.43;0.54;132095.4;0.25;True;True;154;0.0;0.0;243504.43;0.5424763730171152;0.25;0.25;33023.85;33023.85;0.0
Zirndorf;Landkreis Fürth;4,94334E+15;1,09427E+16;;0.0;very low;0.0;0.0;A;2393.48;86.19;206293.89;0.52;107587.21;0.25;True;True;155;0.0;0.0;206293.89;0.5215239772733938;0.25;0.25;26896.8025;26896.8025;0.0
Zirndorf;Landkreis Fürth;4,94486E+15;1,09028E+16;;0.0;very low;0.0;0.0;A+;2393.48;80.0;191478.09;0.64;122829.25;0.3;True;True;156;0.0;0.0;191478.09;0.6414793985045495;0.3;0.3;36848.775;36848.775;0.0
Zirndorf;Landkreis Fürth;4,9434E+15;1,09452E+16;;0.0;very low;0.0;0.0;A;2393.48;131.07;313706.09;0.67;209805.28;0.3;True;True;157;0.0;0.0;313706.09;0.6687956870712966;0.3;0.3;62941.583999999995;62941.583999999995;0.0
Zirndorf;Landkreis Fürth;4,94485E+15;1,09452E+16;;0.0;very low;0.0;0.0;D;2393.48;157.2;376251.24;0.61;229806.07;0.3;True;True;158;0.0;0.0;376251.24;0.6107782395614165;0.3;0.3;68941.821;68941.821;0.0
Zirndorf;Landkreis Fürth;4,94168E+16;1,0936E+15;;0.0;very low;0.0;0.0;A;2393.48;123.84;296419.92;0.46;137743.03;0.2;True;True;159;0.0;0.0;296419.92;0.46468884412356637;0.2;0.2;27548.606;27548.606;0.0
Zirndorf;Landkreis Fürth;4,94325E+16;1,09391E+16;;0.0;very low;0.0;0.0;H;2393.48;80.0;191478.09;0.51;98332.02;0.25;True;True;160;0.0;0.0;191478.09;0.5135418887873804;0.25;0.25;24583.005;24583.005;0.0
Oberasbach;Landkreis Fürth;4,94191E+15;1,09818E+16;;0.0;very low;0.0;0.0;E;2393.48;150.77;360856.76;0.7;254379.25;0.3;True;True;161;0.0;0.0;360856.76;0.7049313694442083;0.3;0.3;76313.775;76313.775;0.0
Oberasbach;Landkreis Fürth;4,94189E+15;1,09613E+15;;0.0;very low;0.0;0.0;C;2393.48;80.0;191478.09;0.53;100584.59;0.25;True;True;162;0.0;0.0;191478.09;0.5253060023734308;0.25;0.25;25146.1475;25146.1475;0.0
Oberasbach;Landkreis Fürth;4,94292E+15;1,09495E+16;;0.0;very low;0.0;0.0;B;2393.48;150.25;359611.79;0.7;250707.32;0.3;True;True;163;0.0;0.0;359611.79;0.6971610135474147;0.3;0.3;75212.196;75212.196;0.0
Oberasbach;Landkreis Fürth;4,94302E+15;1,09718E+16;;0.0;very low;0.0;0.0;H;2393.48;118.86;284493.13;0.44;126097.61;0.2;True;True;164;0.0;0.0;284493.13;0.44323604580539433;0.2;0.2;25219.522;25219.522;0.0
Oberasbach;Landkreis Fürth;4,94268E+15;1,0986E+16;;0.0;very low;0.0;0.0;D;2393.48;116.82;279604.28;0.74;205574.57;0.3;True;True;165;0.0;0.0;279604.28;0.7352339885498176;0.3;0.3;61672.371;61672.371;0.0
Stein;Landkreis Fürth;4,93898E+14;1,09478E+16;;0.0;very low;0.0;0.0;D;2393.48;140.11;335339.8;0.57;189861.46;0.25;True;True;166;0.0;0.0;335339.8;0.566176338150139;0.25;0.25;47465.365;47465.365;0.0
Stein;Landkreis Fürth;4,93965E+15;1,09237E+16;;0.0;very low;0.0;0.0;A;2393.48;136.94;327764.47;0.56;185067.4;0.25;True;True;167;0.0;0.0;327764.47;0.5646353309740986;0.25;0.25;46266.85;46266.85;0.0
Stein;Landkreis Fürth;4,94141E+15;1,10061E+16;;0.0;very low;0.0;0.0;E;2393.48;146.84;351450.16;0.49;172133.44;0.2;True;True;168;0.0;0.0;351450.16;0.48978051397102795;0.2;0.2;34426.688;34426.688;0.0
Stein;Landkreis Fürth;4,93981E+15;1,09387E+16;;0.0;very low;0.0;0.0;H;2393.48;85.27;204094.47;0.61;125243.37;0.3;True;True;169;0.0;0.0;204094.47;0.6136539123279529;0.3;0.3;37573.011;37573.011;0.0
Ammerndorf;Landkreis Fürth;4,94274E+15;1,0852E+16;;0.0;very low;0.0;0.0;C;2393.48;91.76;219629.14;0.75;164721.86;0.3;True;True;170;0.0;0.0;219629.14;0.7500000227656493;0.3;0.3;49416.558;49416.558;0.0
Langenzenn;Landkreis Fürth;4,94579E+15;1,07651E+16;;0.0;very low;0.0;0.0;E;2393.48;146.32;350215.09;0.74;257555.34;0.3;True;True;171;0.0;0.0;350215.09;0.7354204526138494;0.3;0.3;77266.602;77266.602;0.0
Langenzenn;Landkreis Fürth;4,94999E+15;1,0812E+16;;0.0;very low;0.0;0.0;C;2393.48;145.2;347528.71;0.45;156030.02;0.2;True;True;172;0.0;0.0;347528.71;0.4489701584654689;0.2;0.2;31206.004;31206.004;0.0
Langenzenn;Landkreis Fürth;4,95002E+15;1,07623E+14;;0.0;very low;0.0;0.0;C;2393.48;159.61;382027.3;0.58;219943.54;0.25;True;True;173;0.0;0.0;382027.3;0.5757272844113497;0.25;0.25;54985.885;54985.885;0.0
Bubenreuth;Landkreis Erlangen-Höchstadt;4,96224E+15;1,10037E+16;;0.0;very low;0.0;0.0;H;2246.29;96.44;216640.72;0.75;162480.54;0.3;True;True;174;0.0;0.0;216640.72;0.75;0.3;0.3;48744.162000000004;48744.162000000004;0.0
Baiersdorf;Landkreis Erlangen-Höchstadt;4,96681E+15;1,10393E+16;;0.0;very low;0.0;0.0;F;2246.29;128.41;288437.39;0.58;167628.13;0.25;True;True;175;0.0;0.0;288437.39;0.5811595022406769;0.25;0.25;41907.0325;41907.0325;0.0
Baiersdorf;Landkreis Erlangen-Höchstadt;4,96591E+15;1,10594E+16;;0.0;very low;0.0;0.0;G;2246.29;80.0;179703.14;0.63;112656.17;0.3;True;True;176;0.0;0.0;179703.14;0.6269015110142204;0.3;0.3;33796.850999999995;33796.850999999995;0.0
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,93803E+15;1,14087E+15;;0.0;very low;0.0;0.0;F;1864.54;120.32;224342.75;0.72;162298.7;0.3;True;True;177;0.0;0.0;224342.75;0.7234408065337525;0.3;0.3;48689.61;48689.61;0.0
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,94032E+15;1,14091E+15;;0.0;very low;0.0;0.0;C;1864.54;86.67;161601.51;0.75;121201.13;0.3;True;True;178;0.0;0.0;161601.51;0.7499999845298475;0.3;0.3;36360.339;36360.339;0.0
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,94136E+16;1,14035E+16;;0.0;very low;0.0;0.0;E;1864.54;160.6;299453.99;0.64;193078.69;0.3;True;True;179;0.0;0.0;299453.99;0.6447691346507022;0.3;0.3;57923.606999999996;57923.606999999996;0.0
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,93899E+15;1,13755E+15;;0.0;very low;0.0;0.0;D;1864.54;121.46;226471.18;0.7;158330.86;0.3;True;True;180;0.0;0.0;226471.18;0.6991214511268056;0.3;0.3;47499.257999999994;47499.257999999994;0.0
Schwarzenbruck;Landkreis Nürnberger Land;4,93646E+16;1,12784E+16;;0.0;very low;0.0;0.0;A;1864.54;147.19;274442.02;0.75;205831.51;0.3;True;True;181;0.0;0.0;274442.02;0.7499999817812155;0.3;0.3;61749.453;61749.453;0.0
Schwarzenbruck;Landkreis Nürnberger Land;4,93699E+15;1,12611E+16;;0.0;very low;0.0;0.0;E;1864.54;145.33;270968.42;0.75;203226.32;0.3;True;True;182;0.0;0.0;270968.42;0.7500000184523349;0.3;0.3;60967.896;60967.896;0.0
Lauben;Landkreis Oberallgäu;4,77938E+15;1,02879E+16;HQ 500;0.0;very low;0.0;0.0;F;2522.98;127.76;322341.59;0.54;174070.29;0.25;True;True;183;0.0;0.0;322341.59;0.5400180907465276;0.25;0.25;43517.5725;43517.5725;0.0
Memmingen;;4,80301E+14;1,01948E+16;;0.0;very low;0.0;0.0;A;2008.61;128.66;258433.76;0.71;183166.88;0.3;True;True;184;0.0;0.0;258433.76;0.7087575555144189;0.3;0.3;54950.064;54950.064;0.0
Memmingen;;4,79963E+15;1,01584E+16;;0.0;very low;0.0;0.0;F;2008.61;152.53;306375.93;0.75;229012.57;0.3;True;True;185;0.0;0.0;306375.93;0.7474887795526235;0.3;0.3;68703.771;68703.771;0.0
Memmingen;;4,79965E+14;1,01909E+15;;0.0;very low;0.0;0.0;E;2008.61;164.18;329778.52;0.5;165543.25;0.2;True;True;186;0.0;0.0;329778.52;0.5019831188520101;0.2;0.25;33108.65;41385.8125;0.25
Memmingen;;4,80231E+15;1,01506E+16;;0.0;very low;0.0;0.0;G;2008.61;107.3;215514.36;0.65;139720.55;0.3;True;True;187;0.0;0.0;215514.36;0.6483120196723782;0.3;0.3;41916.16499999999;41916.16499999999;0.0
Memmingen;;4,79863E+15;1,01866E+16;;0.0;very low;0.0;0.0;F;2008.61;86.3;173348.58;0.7;121598.75;0.3;True;True;188;0.0;0.0;173348.58;0.7014695476594041;0.3;0.3;36479.625;36479.625;0.0
Memmingen;;4,79388E+15;1,01255E+16;;0.0;very low;0.0;0.0;H;2008.61;86.01;172765.17;0.62;106995.42;0.3;True;True;189;0.0;0.0;172765.17;0.6193112882648741;0.3;0.3;32098.625999999997;32098.625999999997;0.0
Memmingen;;4,79697E+14;1,01351E+16;;0.0;very low;0.0;0.0;D;2008.61;112.3;225558.56;0.75;169168.92;0.3;True;True;190;0.0;0.0;225558.56;0.7500000000000001;0.3;0.3;50750.676;50750.676;0.0
Memmingen;;4,80105E+15;1,01944E+16;;0.0;very low;0.0;0.0;C;2008.61;154.17;309659.52;0.6;186547.59;0.25;True;True;191;0.0;0.0;309659.52;0.6024280797180076;0.25;0.3;46636.8975;55964.276999999995;0.19999999999999996
Memmingen;;4,7988E+15;1,0148E+16;;0.0;very low;0.0;0.0;H;2008.61;129.87;260854.53;0.64;167832.69;0.3;True;True;192;0.0;0.0;260854.53;0.6433957271127322;0.3;0.3;50349.807;50349.807;0.0
Memmingen;;4,80048E+15;1,02062E+16;;0.0;very low;0.0;0.0;E;2008.61;156.89;315123.32;0.55;174759.67;0.25;True;True;193;0.0;0.0;315123.32;0.5545754912711633;0.25;0.25;43689.9175;43689.9175;0.0
Memmingen;;4,79808E+15;1,01693E+16;;0.0;very low;0.0;0.0;F;2008.61;80.0;160688.48;0.47;75766.19;0.2;True;True;194;0.0;0.0;160688.48;0.4715097809127325;0.2;0.2;15153.238000000001;15153.238000000001;0.0
Kaufbeuren;;4,78743E+15;1,06465E+15;;0.0;very low;0.0;0.0;G;1932.67;128.21;247787.86;0.73;180113.86;0.3;True;True;195;0.0;0.0;247787.86;0.7268873462969493;0.3;0.3;54034.157999999996;54034.157999999996;0.0
Kaufbeuren;;4,78717E+15;1,06362E+16;;0.0;very low;0.0;0.0;B;1932.67;114.39;221087.93;0.48;106553.72;0.2;True;True;196;0.0;0.0;221087.93;0.4819517736676082;0.2;0.2;21310.744000000002;21310.744000000002;0.0
Kaufbeuren;;4,78642E+15;1,05838E+16;;0.0;very low;0.0;0.0;D;1932.67;81.3;157130.56;0.43;67650.93;0.2;True;True;197;0.0;0.0;157130.56;0.43053960986328815;0.2;0.2;13530.186;13530.186;0.0
Kaufbeuren;;4,78677E+15;1,06084E+16;;0.0;very low;0.0;0.0;D;1932.67;144.22;278723.68;0.51;142711.78;0.25;True;True;198;0.0;0.0;278723.68;0.5120188568118791;0.25;0.25;35677.945;35677.945;0.0
Kaufbeuren;;4,78665E+15;1,06387E+15;;0.0;very low;0.0;0.0;G;1932.67;140.85;272210.71;0.56;151162.88;0.25;True;True;199;0.0;0.0;272210.71;0.5553156964323703;0.25;0.25;37790.72;37790.72;0.0
Kaufbeuren;;4,7892E+15;1,0577E+16;;0.0;very low;0.0;0.0;G;1932.67;106.31;205455.06;0.64;131283.27;0.3;True;True;200;0.0;0.0;205455.06;0.6389877669598403;0.3;0.3;39384.98099999999;39384.98099999999;0.0
Kaufbeuren;;4,78503E+16;1,06333E+16;;0.0;very low;0.0;0.0;C;1932.67;80.0;154613.77;0.48;73527.22;0.2;True;True;201;0.0;0.0;154613.77;0.475554150189857;0.2;0.2;14705.444000000001;14705.444000000001;0.0
Kaufbeuren;;4,78647E+15;1,06123E+16;;0.0;very low;0.0;0.0;G;1932.67;80.0;154613.77;0.74;114852.22;0.3;True;True;202;0.0;0.0;154613.77;0.7428330607293258;0.3;0.3;34455.666;34455.666;0.0
Kaufbeuren;;4,7859E+16;1,06544E+16;;0.0;very low;0.0;0.0;C;1932.67;84.0;162338.04;0.6;97594.31;0.25;True;True;203;0.0;0.0;162338.04;0.6011795510158925;0.25;0.3;24398.5775;29278.292999999998;0.19999999999999996
Kaufbeuren;;4,78828E+15;1,06284E+16;;0.0;very low;0.0;0.0;H;1932.67;80.0;154613.77;0.44;68798.95;0.2;True;True;204;0.0;0.0;154613.77;0.4449729800909712;0.2;0.2;13759.79;13759.79;0.0
Kaufbeuren;;4,78757E+15;1,06342E+16;;0.0;very low;0.0;0.0;D;1932.67;157.32;304040.31;0.55;166059.35;0.25;True;True;205;0.0;0.0;304040.31;0.5461754396974533;0.25;0.25;41514.8375;41514.8375;0.0
Klingenberg am Main;Landkreis Miltenberg;4,97486E+15;9,18838E+15;;0.0;very low;0.0;0.0;D;1448.46;109.01;157893.24;0.54;85703.32;0.25;True;True;206;0.0;0.0;157893.24;0.5427928390094472;0.25;0.25;21425.83;21425.83;0.0
Klingenberg am Main;Landkreis Miltenberg;4,97525E+15;9,18511E+11;;0.0;very low;0.0;0.0;F;1448.46;80.0;115877.11;0.44;50512.32;0.2;True;True;207;0.0;0.0;115877.11;0.43591283904129124;0.2;0.2;10102.464;10102.464;0.0
Bodolz;Landkreis Lindau;4,75752E+15;9,68104E+14;;0.0;very low;0.0;0.0;E;2745.58;159.15;436959.28;0.59;257235.3;0.25;True;True;208;0.0;0.0;436959.28;0.5886939853983647;0.25;0.25;64308.825;64308.825;0.0
