ID,ort,landkreis,latitude,longitude,GEB_HQ,flood_risk,Energieklasse,Quadratmeterpreise,aktuelles_LtV,darlehenbetrag,aktueller_immobilienwert,wohnflaeche,Schadensfaktor
198,Kaufbeuren,,47.86771906780289,10.608399614276752,,very low,D,3716,"0,5518","211605,64","383497,92","103,2","0,04"
199,Kaufbeuren,,47.86650018933416,10.63872135133444,,very low,G,3716,"0,1303","81912,99","628868,69","169,23","0,04"
200,Kaufbeuren,,47.89201008769967,10.577040348075014,,very low,G,3716,"0,463","291864,64","630353,36","169,63","0,04"
201,Kaufbeuren,,47.850341890371325,10.633328952733244,,very low,C,3716,"0,5955","132777,49",222960,60,"0,04"
202,Kaufbeuren,,47.86472424082609,10.612297720919312,,very low,G,3716,"0,4256","94881,87",222960,60,"0,04"
203,Kaufbeuren,,47.859026975705895,10.654358653365462,,very low,C,3716,"0,4055","136029,39","335445,64","90,27","0,04"
204,Kaufbeuren,,47.88283677409223,10.628387544580953,,very low,H,3716,"0,4909","179739,47","366173,11","98,54","0,04"
205,Kaufbeuren,,47.87569728982807,10.634248627770797,,very low,D,3716,"0,6842","152548,81",222960,60,"0,04"
206,Klingenberg am Main,Landkreis Miltenberg,49.74855724411316,9.188383813236866,,very low,D,2785,"0,1453","166311,86","1144376,23","410,91","0,04"
207,Klingenberg am Main,Landkreis Miltenberg,49.75248263010034,9.18510710218,,very low,F,2785,"0,4277","87106,5","203668,9","73,13","0,04"
208,Bodolz,Landkreis Lindau,47.57523711497537,9.68104118124008,,very low,E,5279,"0,527","166907,85",316740,60,"0,04"
209,Bodolz,Landkreis Lindau,47.55978428071222,9.65678407028304,,very low,C,5279,"0,4189","132696,73",316740,60,"0,04"
210,Bodolz,Landkreis Lindau,47.57895986249843,9.691472519551636,,very low,D,5279,"0,5065","180164,89","355706,29","67,38","0,04"
211,Bodolz,Landkreis Lindau,47.583421341585655,9.664816853505672,,very low,C,5279,"0,6821","216049,25",316740,60,"0,04"
212,Bodolz,Landkreis Lindau,47.566717323063706,9.704817862854236,,very low,G,5279,"0,3529","111771,96",316740,60,"0,04"
213,Bodolz,Landkreis Lindau,47.59106491755854,9.692880186156057,,very low,H,5279,"0,4852","153692,37",316740,60,"0,04"
214,Bodolz,Landkreis Lindau,47.57295310063746,9.713514851553343,,very low,A+,5279,"0,4954","156904,45",316740,60,"0,04"
215,Lindau (Bodensee),Landkreis Lindau,47.54264243994006,9.727280555792872,,very low,A+,5279,"0,4514","142963,45",316740,60,"0,04"
216,Lindau (Bodensee),Landkreis Lindau,47.55298551881083,9.72331167660144,,very low,G,5279,"0,3154","118205,94","374763,14","70,99","0,04"
217,Lindau (Bodensee),Landkreis Lindau,47.58020838514624,9.653785350921288,,very low,F,5279,"0,732","231863,91",316740,60,"0,04"
218,Lindau (Bodensee),Landkreis Lindau,47.57035248304469,9.68342296190302,,very low,G,5279,"0,6693","211982,23",316740,60,"0,04"
219,Lindau (Bodensee),Landkreis Lindau,47.59764753875109,9.683797377286414,,very low,E,5279,"0,4181","221382,7","529518,63","100,31","0,04"
220,Lindau (Bodensee),Landkreis Lindau,47.5909575283762,9.67883277397813,,very low,D,5279,"0,6145","194636,47",316740,60,"0,04"
221,Lindau (Bodensee),Landkreis Lindau,47.556378887174674,9.696914988473395,,very low,C,5279,"0,5138","162752,39",316740,60,"0,04"
222,Eschau,Landkreis Miltenberg,49.82178078164262,9.34629801669596,,very low,H,2785,"0,4642","140598,2","302858,78","108,75","0,04"
223,Großheubach,Landkreis Miltenberg,49.73228224407442,9.222117583707377,,very low,A,2785,"0,4933","122339,99","247991,42","89,05","0,04"
224,Wörth am Main,Landkreis Miltenberg,49.77418541145221,9.133021107247844,,very low,D,2785,"0,1522","154366,95","1014246,16","364,18","0,04"
225,Erlenbach am Main,Landkreis Miltenberg,49.791179552494384,9.172308109709752,,very low,G,2785,"0,4459","91700,05","205635,75","73,84","0,04"
226,Erlenbach am Main,Landkreis Miltenberg,49.80874577267038,9.20097575359864,,very low,F,2785,"0,4736","219144,29","462689,32","166,14","0,04"
227,Erlenbach am Main,Landkreis Miltenberg,49.79829263122408,9.175400120636422,,very low,G,2785,"0,7059","117959,24",167100,60,"0,04"
228,Mönchberg,Landkreis Miltenberg,49.79782522813037,9.302564572354006,,very low,E,2785,"0,5283","185007,94","350206,75","125,75","0,04"
229,Hausen,Landkreis Miltenberg,49.88338914563029,9.208439571089713,,very low,E,2785,"0,5106","85317,21",167100,60,"0,04"
230,Kleinwallstadt,Landkreis Miltenberg,49.87267969790378,9.169947359501183,,very low,C,2785,"0,523","87393,92",167100,60,"0,04"
231,Kleinwallstadt,Landkreis Miltenberg,49.86244051047066,9.199751156651544,,very low,H,2785,"0,4636","117578,39","253606,87","91,06","0,04"
232,Sulzbach am Main,Landkreis Miltenberg,49.91152809459687,9.171631564150818,,very low,F,2785,"0,4375","80530,65","184055,27","66,09","0,04"
233,Sulzbach am Main,Landkreis Miltenberg,49.92045734072602,9.189308320270788,,very low,A,2785,"0,2841","127684,38","449457,44","161,39","0,04"
234,Großwallstadt,Landkreis Miltenberg,49.88213322853591,9.119053154996948,,very low,E,2785,"0,5794","96825,43",167100,60,"0,04"
235,Niedernberg,Landkreis Miltenberg,49.90619622678641,9.127526389867551,,very low,D,2785,"0,1278","57533,94","450293,6","161,69","0,04"
236,Hösbach,Landkreis Aschaffenburg,50.04420307743149,9.21480161230554,,very low,C,3619,"0,5968","129598,52",217140,60,"0,04"
237,Hösbach,Landkreis Aschaffenburg,50.02300340670441,9.230707443241512,,very low,G,3619,"0,6008","190413,15","316911,13","87,57","0,04"
238,Hösbach,Landkreis Aschaffenburg,50.02987806349838,9.193412902538295,,very low,F,3619,"0,449","134834,28","300307,93","82,98","0,04"
239,Hösbach,Landkreis Aschaffenburg,49.97378478439322,9.21046100921845,,very low,G,3619,"0,4341","281018,5","647313,54","178,87","0,04"
240,Obernburg am Main,Landkreis Miltenberg,49.83064986961757,9.099275980465931,,very low,A+,2785,"0,227","102994,71","453710,56","162,91","0,04"
241,Obernburg am Main,Landkreis Miltenberg,49.840018380424574,9.126516122507407,,very low,B,2785,"0,2422","100437,68","414732,68","148,92","0,04"
242,Mömlingen,Landkreis Miltenberg,49.85286667346192,9.05652736715944,,very low,D,2785,"0,3782","120131,09","317674,51","114,07","0,04"
243,Stockstadt am Main,Landkreis Aschaffenburg,49.9771284211645,9.04745151183434,,very low,D,3619,"0,7174","155775,72",217140,60,"0,04"
244,Stockstadt am Main,Landkreis Aschaffenburg,49.9749649317392,9.043659816231408,,very low,H,3619,"0,6339","139928,83","220739,77","60,99","0,04"
245,Krombach,Landkreis Aschaffenburg,50.0699590165565,9.193088385365902,,very low,B,3619,"0,4015","313627,24","781093,52","215,83","0,04"
246,Mömbris,Landkreis Aschaffenburg,50.054783415524014,9.112139732610087,,very low,E,3619,"0,3746","252161,02","673129,54",186,"0,04"
247,Mömbris,Landkreis Aschaffenburg,50.0369476937129,9.129904793863457,,very low,E,3619,"0,451","202163,91","448280,9","123,87","0,04"
248,Mömbris,Landkreis Aschaffenburg,50.04617950697821,9.181998423319367,,very low,E,3619,"0,4611","227634,94","493722,2","136,43","0,04"
249,Johannesberg,Landkreis Aschaffenburg,50.016717260118746,9.117453853354556,,very low,G,3619,"0,4606","189313,95","411006,51","113,57","0,04"
250,Mainaschaff,Landkreis Aschaffenburg,50.01530836835133,9.084693450128382,,very low,B,3619,"0,4848","105263,13",217140,60,"0,04"
251,Mainaschaff,Landkreis Aschaffenburg,49.98465900991218,9.100617585120055,,very low,D,3619,"0,4253","156952,39","369056,67","101,98","0,04"
252,Kleinostheim,Landkreis Aschaffenburg,50.02246100863562,9.089275563446323,,very low,C,3619,"0,7036","152774,04",217140,60,"0,04"
253,Kleinostheim,Landkreis Aschaffenburg,50.02534443293262,9.033571088090133,,very low,C,3619,"0,42","128206,3","305241,16","84,34","0,04"
254,Karlstein am Main,Landkreis Aschaffenburg,50.03356507742209,9.04520157991982,,very low,C,3619,"0,2232","48475,9",217140,60,"0,04"
255,Karlstein am Main,Landkreis Aschaffenburg,50.03890357368416,9.039673300932089,,very low,C,3619,"0,481","104437,38",217140,60,"0,04"
256,Kahl am Main,Landkreis Aschaffenburg,50.06170090892405,9.000265417571764,,very low,A+,3619,"0,4033","87564,09",217140,60,"0,04"
257,Kahl am Main,Landkreis Aschaffenburg,50.07619821780644,9.013634519900531,,very low,H,3619,"0,7033","152706,91",217140,60,"0,04"
258,Alzenau,Landkreis Aschaffenburg,50.06693960928983,9.07677807388643,,very low,A+,3619,"0,6929","150454,54",217140,60,"0,04"
259,Alzenau,Landkreis Aschaffenburg,50.09449692527016,9.03762130265439,,very low,D,3619,"0,251","152709,96","608414,7","168,12","0,04"
260,Alzenau,Landkreis Aschaffenburg,50.06435839291523,9.048073735377171,,very low,H,3619,"0,1978","319821,11","1616584,61","446,69","0,04"
261,Alzenau,Landkreis Aschaffenburg,50.11542483447045,9.075082540594869,,very low,A+,3619,"0,4858","119772,03","246549,02","68,13","0,04"
262,Alzenau,Landkreis Aschaffenburg,50.08531302879183,9.09156994345801,,very low,C,3619,"0,0902","34831,74","386010,03","106,66","0,04"
263,Würzburg,,49.79573869497709,9.979420124027046,,very low,E,3022,"0,2919","182197,99","624094,26","206,52","0,04"
264,Würzburg,,49.78524729450852,9.953160112668634,,very low,F,3022,"0,3718","98873,61","265936,59",88,"0,04"
265,Würzburg,,49.778940313277886,9.942916821800754,,very low,B,3022,"0,3111","157470,45","506102,29","167,47","0,04"
266,Würzburg,,49.79256853117668,9.97853884827757,,very low,E,3022,"0,4751","130520,01","274719,86","90,91","0,04"
267,Würzburg,,49.79185668687119,9.96922924778154,,very low,E,3022,"0,6727","121974,87",181320,60,"0,04"
268,Ringelai,Landkreis Freyung-Grafenau,48.81362418003611,13.452018308732583,,very low,C,2122,"0,5062","152282,03","300808,61","141,76","0,04"
269,Pfronten,Landkreis Ostallgäu,47.54680746695097,10.578362071666977,,very low,A,3907,"0,1581","123506,44","781343,18","199,99","0,04"
270,Pfronten,Landkreis Ostallgäu,47.551483198912464,10.529063063197288,,very low,G,3907,"0,6877","161211,67",234420,60,"0,04"
271,Benningen,Landkreis Unterallgäu,47.96657782346529,10.231550988297451,,very low,H,3518,"0,0768","342880,36","4465259,39","1269,26","0,04"
272,Höchstadt a.d.Aisch,Landkreis Erlangen-Höchstadt,49.69204317477326,10.813401045984554,,very low,E,4319,"0,5688","263263,09","462809,09","107,16","0,04"
273,Höchstadt a.d.Aisch,Landkreis Erlangen-Höchstadt,49.75761477603726,10.88269335099335,,very low,D,4319,"0,423","109617,24",259140,60,"0,04"
274,Höchstadt a.d.Aisch,Landkreis Erlangen-Höchstadt,49.76373816706512,10.902163263300412,,very low,F,4319,"0,2581","135330,37","524274,4","121,39","0,04"
275,Höchstadt a.d.Aisch,Landkreis Erlangen-Höchstadt,49.760704461235385,10.906345155591117,,very low,G,4319,"0,5154","133554,13",259140,60,"0,04"
276,Mespelbrunn,Landkreis Aschaffenburg,49.90127198977224,9.3184713492655,,very low,D,3619,"0,206","110142,96","534677,74","147,74","0,04"
277,Neuhaus a.d.Pegnitz,Landkreis Nürnberger Land,49.62596330950349,11.540118532939676,,very low,A,3585,"0,5176","111330,63",215100,60,"0,04"
278,Sailauf,Landkreis Aschaffenburg,50.04131390408064,9.294566533356646,,very low,A+,3619,"0,4556","157862,9","346499,09","95,74","0,04"
279,Kirchenlamitz,Landkreis Wunsiedel im Fichtelgebirge,50.14370064653161,11.904915403555547,,very low,H,1589,"0,5051","82088,11","162523,9","102,28","0,04"
280,Röslau,Landkreis Wunsiedel im Fichtelgebirge,50.08040200502237,12.023256268019654,,very low,E,1589,"0,5742","101324,36","176476,76","111,06","0,04"
281,Thiersheim,Landkreis Wunsiedel im Fichtelgebirge,50.08524059959111,12.14150556406126,,very low,C,1589,"0,5166","116112,22","224780,19","141,46","0,04"
282,Weißenstadt,Landkreis Wunsiedel im Fichtelgebirge,50.09049776197151,11.830532458490309,,very low,E,1589,"0,399","79989,62","200453,9","126,15","0,04"
283,Waldbrunn,Landkreis Würzburg,49.75349370002157,9.794533172222868,,very low,F,3022,"0,2133","96917,81","454447,59","150,38","0,04"
284,Tröstau,Landkreis Wunsiedel im Fichtelgebirge,50.05355815930388,11.888552461946396,,very low,D,1589,"0,5272","77348,21","146727,67","92,34","0,04"
285,Marktleuthen,Landkreis Wunsiedel im Fichtelgebirge,50.1094717539655,12.018186882825606,,very low,F,1589,"0,6877",65562,95340,60,"0,04"
286,Kleinrinderfeld,Landkreis Würzburg,49.70738802256543,9.84228256203779,,very low,B,3022,"0,4374","79314,38",181320,60,"0,04"
287,Kemnath,Landkreis Tirschenreuth,49.84412508932802,11.986637969237927,,very low,D,1750,"0,7253","76153,01",105000,60,"0,04"
288,Waldershof,Landkreis Tirschenreuth,49.986556858516174,12.0294659942672,,very low,A+,1750,"0,4651","135645,16","291616,33","166,64","0,04"
289,Leonberg,Landkreis Tirschenreuth,49.91525839858354,12.318355350181315,,very low,D,1750,"0,4693","341090,12","726768,08","415,3","0,04"
290,Leonberg,Landkreis Tirschenreuth,49.94626591325928,12.2209879503743,,very low,C,1750,"0,0707","45394,17","642116,89","366,92","0,04"
291,Mitterteich,Landkreis Tirschenreuth,49.96185467110539,12.253000502117692,,very low,G,1750,"0,5598","119180,68","212881,49","121,65","0,04"
292,Mitterteich,Landkreis Tirschenreuth,49.94110421515421,12.197090378422988,,very low,H,1750,"0,2393","129429,2","540927,23","309,1","0,04"
293,Bärnau,Landkreis Tirschenreuth,49.8476320007514,12.367926487949267,,very low,A,1750,"0,4337","89019,8","205233,24","117,28","0,04"
294,Waldsassen,Landkreis Tirschenreuth,50.03583368493231,12.29457009993085,,very low,A,1750,"0,5814","208442,3","358487,16","204,85","0,04"
295,Waldsassen,Landkreis Tirschenreuth,50.0543134989236,12.27305683147183,,very low,H,1750,"0,1425","132605,14","930300,04","531,6","0,04"
296,Kulmain,Landkreis Tirschenreuth,49.88786371867648,11.940125803973,,very low,D,1750,"0,4149","201787,04","486389,39","277,94","0,04"
297,Plößberg,Landkreis Tirschenreuth,49.799866511663865,12.266265857283496,,very low,A,1750,"0,0673","112627,37","1672505,84","955,72","0,04"
298,Mähring,Landkreis Tirschenreuth,49.86837091650728,12.47446916557744,,very low,A+,1750,"0,5279","100943,86","191205,8","109,26","0,04"
299,Immenreuth,Landkreis Tirschenreuth,49.9613589196305,11.83489785765645,,very low,C,1750,"0,5176","150207,98","290174,43","165,81","0,04"
300,Neusorg,Landkreis Tirschenreuth,49.94790099338256,11.95802160017423,,very low,C,1750,"0,5009","176345,99","352029,3","201,16","0,04"
301,Tirschenreuth,Landkreis Tirschenreuth,49.93384011224382,12.378486870857294,,very low,H,1750,"0,3065","145332,65","474093,7","270,91","0,04"
302,Tirschenreuth,Landkreis Tirschenreuth,49.90592515644151,12.335786548409926,,very low,A,1750,"0,4196","117743,78","280605,89","160,35","0,04"
303,Wiesau,Landkreis Tirschenreuth,49.91970801125414,12.160017021976405,,very low,B,1750,"0,1222","231528,9","1894875,42","1082,79","0,04"
304,Konnersreuth,Landkreis Tirschenreuth,50.01591225493437,12.236311760105286,,very low,A,1750,"0,4794","76808,54","160218,2","91,55","0,04"
305,Auerbach,Landkreis Deggendorf,48.8294570818693,13.08231141055846,,very low,D,2884,"0,6166","125279,4","203186,11","70,45","0,04"
306,Grainet,Landkreis Freyung-Grafenau,48.793892742959336,13.61536969330512,,very low,D,2122,"0,2822","165716,18","587243,38","276,74","0,04"
307,Bruck i.d.OPf.,Landkreis Schwandorf,49.25215299409907,12.361622954236353,,very low,D,2749,"0,3799","150436,23","396039,72","144,07","0,04"
308,Steinberg am See,Landkreis Schwandorf,49.28171612705247,12.20692622430922,,very low,C,2749,"0,4919","99227,2","201704,53","73,37","0,04"
309,Neunburg vorm Wald,Landkreis Schwandorf,49.32981839509142,12.484295981343235,,very low,A+,2749,"0,0985","99796,67","1013468,36","368,67","0,04"
310,Neunburg vorm Wald,Landkreis Schwandorf,49.32107870555608,12.476996188395836,,very low,C,2749,"0,1404","113555,48","808522,62","294,12","0,04"
311,Wackersdorf,Landkreis Schwandorf,49.30533852717263,12.202295083320411,,very low,F,2749,"0,6995","115370,29",164940,60,"0,04"
312,Schwarzenfeld,Landkreis Schwandorf,49.37011845821632,12.234170301392428,,very low,G,2749,"0,1502","134808,45","897688,16","326,55","0,04"
313,Schwarzenfeld,Landkreis Schwandorf,49.37818883383679,12.111232425281298,,very low,E,2749,"0,5115","87959,28","171946,9","62,55","0,04"
314,Bodenwöhr,Landkreis Schwandorf,49.26948475694232,12.353881553685463,,very low,D,2749,"0,6585","119825,11","181958,14","66,19","0,04"
315,Teunz,Landkreis Schwandorf,49.51650755432564,12.419756662957989,,very low,G,2749,"0,4507","74346,55",164940,60,"0,04"
316,Nabburg,Landkreis Schwandorf,49.481114882976016,12.147503404034914,,very low,G,2749,"0,0945","56084,67","593734,06","215,98","0,04"
317,Nabburg,Landkreis Schwandorf,49.4767150402524,12.145464104582956,,very low,H,2749,"0,3587","96659,99","269497,61","98,03","0,04"
318,Wernberg-Köblitz,Landkreis Schwandorf,49.488782458720735,12.102530583176383,,very low,G,2749,"0,4774","78744,23",164940,60,"0,04"
319,Wernberg-Köblitz,Landkreis Schwandorf,49.53966306391647,12.124380939260552,,very low,G,2749,"0,212","151765,77","715979,08","260,45","0,04"
320,Schmidgaden,Landkreis Schwandorf,49.415588148450304,12.062607011425106,,very low,A+,2749,"0,5559","91697,69",164940,60,"0,04"
321,Rötz,Landkreis Cham,49.39957566775527,12.554022207093444,,very low,A,1789,"0,2793","82556,9","295614,56","165,24","0,04"
322,Oberviechtach,Landkreis Schwandorf,49.44974318891197,12.462907150421527,,very low,D,2749,"0,5414","143128,61","264357,98","96,17","0,04"
323,Schönsee,Landkreis Schwandorf,49.51964445948026,12.517316772807966,,very low,G,2749,"0,1284","90152,13","701905,53","255,33","0,04"
324,Schwandorf,Landkreis Schwandorf,49.36685844977679,12.10916125661515,,very low,F,2749,"0,1302","207171,98","1591329,98","578,88","0,04"
325,Schwandorf,Landkreis Schwandorf,49.33742060770149,12.182892046427147,,very low,H,2749,"0,1818","184447,48","1014526,54","369,05","0,04"
326,Schwandorf,Landkreis Schwandorf,49.36381188938535,12.163484137202374,,very low,C,2749,"0,3188","83252,84","261154,5",95,"0,04"
327,Schwandorf,Landkreis Schwandorf,49.3636122806116,12.157952163741866,,very low,H,2749,"0,3984","222440,26","558281,87","203,09","0,04"
328,Schwandorf,Landkreis Schwandorf,49.30734034103032,12.001122247474592,,very low,D,2749,"0,6571","108382,31",164940,60,"0,04"
329,Schwandorf,Landkreis Schwandorf,49.36404996795023,12.07074342286796,,very low,C,2749,"0,0701","107473,15","1532915,71","557,63","0,04"
330,Schwandorf,Landkreis Schwandorf,49.31370557801685,12.057086697420525,,very low,A+,2749,"0,0813","56559,07","696044,44","253,2","0,04"
331,Rieden,Landkreis Amberg-Sulzbach,49.30984626951971,11.92799694056125,,very low,D,2508,"0,4955","74566,15",150480,60,"0,04"
332,Hirschau,Landkreis Amberg-Sulzbach,49.52221521164724,11.905889351119528,,very low,C,2508,"0,6337","198035,81","312514,76","124,61","0,04"
333,Hirschau,Landkreis Amberg-Sulzbach,49.5605663997711,11.8750224135902,,very low,D,2508,"0,585","90181,65","154156,87","61,47","0,04"
334,Ebermannsdorf,Landkreis Amberg-Sulzbach,49.38325145207894,11.97795828066976,,very low,A,2508,"0,5649","85008,25",150480,60,"0,04"
335,Schmidmühlen,Landkreis Amberg-Sulzbach,49.26439939934528,11.9228474141659,,very low,A+,2508,"0,5716","165093,22","288812,15","115,16","0,04"
336,Neukirchen bei Sulzbach-Rosenberg,Landkreis Amberg-Sulzbach,49.55145076355388,11.661225672518604,,very low,G,2508,"0,6973","104933,32",150480,60,"0,04"
